genus,species,taxid,method
Lactobacillus,sakei,1599,automatic
Lactobacillus,salivarius,1624,automatic
Lactobacillus,sanfranciscensis,1625,automatic
Lactobacillus,saniviri,931533,automatic
Lactobacillus,selangorensis,81857,automatic
Lactobacillus,senmaizukei,431273,automatic
Lactobacillus,sharpeae,1626,automatic
Lactobacillus,similis,414682,automatic
Lactobacillus,spicheri,216463,automatic
Lactobacillus,sucicola,519050,automatic
Lactobacillus,suebicus,152335,automatic
Lactobacillus,thailandensis,381741,automatic
Lactobacillus,ultunensis,227945,automatic
Lactobacillus,vaginalis,1633,automatic
Lactobacillus,versmoldensis,194326,automatic
Lactobacillus,vini,238015,automatic
Lactobacillus,zeae,57037,automatic
Lactococcus,garvieae,1363,automatic
Lactococcus,lactis,1358,automatic
Laribacter,hongkongensis,168471,automatic
Lawsonella,clevelandensis,1528099,automatic
Lawsonia,intracellularis,29546,automatic
Lechevalieria,aerocolonigenes,68170,automatic
Leclercia,adecarboxylata,83655,automatic
Legionella,anisa,28082,automatic
Legionella,cherrii,28084,automatic
Legionella,geestiana,45065,automatic
Legionella,hackeliae,449,automatic
Legionella,lansingensis,45067,automatic
Legionella,longbeachae,450,automatic
Legionella,massiliensis,1034943,automatic
Legionella,moravica,39962,automatic
Legionella,oakridgensis,29423,automatic
Legionella,pneumophila,446,automatic
Legionella,sainthelensi,28087,automatic
Legionella,shakespearei,45075,automatic
Leminorella,grimontii,82981,automatic
Leptolinea,tardivitalis,229920,automatic
Leptospira,alstonii,28452,automatic
Leptospira,biflexa,172,automatic
Leptospira,borgpetersenii,174,automatic
Leptospira,interrogans,173,automatic
Leptospira,kirschneri,29507,automatic
Leptospira,licerasiae,447106,automatic
Leptospira,mayottensis,1137606,automatic
Leptospira,meyeri,29508,automatic
Leptospira,noguchii,28182,automatic
Leptospira,santarosai,28183,automatic
Leptospira,weilii,28184,automatic
Leptospirillum,ferriphilum,178606,automatic
Leptotrichia,goodfellowii,157692,automatic
Leptotrichia,hofstadii,157688,automatic
Leptotrichia,wadei,157687,automatic
Leucobacter,chromiiresistens,1079994,automatic
Leuconostoc,citreum,33964,automatic
Leuconostoc,gelidum,1244,automatic
Leuconostoc,mesenteroides,1245,automatic
Leuconostoc,pseudomesenteroides,33968,automatic
Liberibacter,americanus,309868,automatic
Liberibacter,asiaticus,34021,automatic
Liberibacter,crescens,1273132,automatic
Liberibacter,solanacearum,556287,automatic
Listeria,fleischmannii,1069827,automatic
Listeria,grayi,1641,automatic
Listeria,innocua,1642,automatic
Listeria,ivanovii,1638,automatic
Listeria,monocytogenes,1639,automatic
Listeria,newyorkensis,1497681,automatic
Listeria,seeligeri,1640,automatic
Lonsdalea,quercina,71657,automatic
Lysinibacillus,fusiformis,28031,automatic
Lysinibacillus,odysseyi,202611,automatic
Lysinibacillus,sphaericus,1421,automatic
Lysinimicrobium,aestuarii,1638982,automatic
Lysinimicrobium,rhizosphaerae,1638985,automatic
Lysobacter,antibioticus,84531,automatic
Lysobacter,capsici,435897,automatic
Lysobacter,defluvii,391738,automatic
Mageeibacillus,indolicus,884684,automatic
Mannheimia,haemolytica,75985,automatic
Mannheimia,varigena,85404,automatic
Marinagarivorans,algicola,1513270,automatic
Marinilabilia,salmonicolor,989,automatic
Marinobacter,hydrocarbonoclasticus,2743,automatic
Mariprofundus,ferrooxydans,314344,automatic
Megasphaera,elsdenii,907,automatic
Meiothermus,ruber,277,automatic
Melissococcus,plutonius,33970,automatic
Mesoplasma,florum,2151,automatic
Mesorhizobium,ciceri,39645,automatic
Mesorhizobium,plurifarium,69974,automatic
Methylacidiphilum,fumariolicum,591154,automatic
Methylobacter,tundripaludum,173365,automatic
Methylobacterium,aquaticum,270351,automatic
Methylobacterium,extorquens,408,automatic
Methylobacterium,platani,427683,automatic
Methylobacterium,radiotolerans,31998,automatic
Methylococcus,capsulatus,414,automatic
Methyloversatilis,discipulorum,1119528,automatic
Methyloversatilis,universalis,378211,automatic
Microbacterium,oleivorans,273677,automatic
Microbacterium,testaceum,2033,automatic
Micrococcus,luteus,1270,automatic
Microcystis,aeruginosa,1126,automatic
Microthrix,parvicella,41950,automatic
Mobiluncus,curtisii,2051,manual
Mobiluncus,mulieris,2052,automatic
Moellerella,wisconsensis,158849,automatic
Moorella,thermoacetica,1525,automatic
Moranella,endobia,1048758,automatic
Moraxella,catarrhalis,480,automatic
Morganella,morganii,582,automatic
Moritella,marina,90736,automatic
Mycetocola,saprophilus,76636,automatic
Mycobacterium,abscessus,36809,automatic
Mycobacterium,africanum,33894,automatic
Mycobacterium,avium,1764,automatic
Mycobacterium,bovis,1765,automatic
Mycobacterium,canettii,78331,automatic
Mycobacterium,chimaera,222805,automatic
Mycobacterium,chlorophenolicum,37916,automatic
Mycobacterium,fortuitum,1766,automatic
Mycobacterium,gilvum,1804,automatic
Mycobacterium,haemophilum,29311,automatic
Mycobacterium,hassiacum,46351,automatic
Mycobacterium,immunogenum,83262,automatic
Mycobacterium,intracellulare,1767,manual
Mycobacterium,kansasii,1768,automatic
Mycobacterium,kyorinense,487514,automatic
Mycobacterium,leprae,1769,automatic
Mycobacterium,lepromatosis,480418,automatic
Mycobacterium,marinum,1781,automatic
Mycobacterium,mucogenicum,56689,automatic
Mycobacterium,nebraskense,244292,automatic
Mycobacterium,neoaurum,1795,automatic
Mycobacterium,obuense,1807,automatic
Mycobacterium,phlei,1771,automatic
Mycobacterium,senegalense,1796,automatic
Mycobacterium,setense,431269,automatic
Mycobacterium,simiae,1784,automatic
Mycobacterium,smegmatis,1772,automatic
Mycobacterium,thermoresistibile,1797,automatic
Mycobacterium,tuberculosis,1773,automatic
Mycobacterium,vaccae,1810,automatic
Mycoplasma,arginini,2094,automatic
Mycoplasma,bovis,28903,automatic
Mycoplasma,californicum,2113,automatic
Mycoplasma,canis,29555,automatic
Mycoplasma,capricolum,2095,automatic
Mycoplasma,columbinum,114881,automatic
Mycoplasma,fermentans,2115,automatic
Mycoplasma,flocculare,2128,automatic
Mycoplasma,gallisepticum,2096,automatic
Mycoplasma,genitalium,2097,automatic
Mycoplasma,haemofelis,29501,automatic
Mycoplasma,hominis,2098,automatic
Mycoplasma,hyopneumoniae,2099,automatic
Mycoplasma,hyorhinis,2100,automatic
Mycoplasma,hyosynoviae,29559,automatic
Mycoplasma,iowae,2116,automatic
Mycoplasma,leachii,2105,automatic
Mycoplasma,meleagridis,29561,automatic
Mycoplasma,mycoides,2102,automatic
Mycoplasma,pirum,2122,automatic
Mycoplasma,pneumoniae,2104,automatic
Mycoplasma,putrefaciens,2123,automatic
Mycoplasma,suis,57372,automatic
Mycoplasma,synoviae,2109,automatic
Mycoplasma,yeatsii,51365,automatic
Myroides,marinus,703342,automatic
Myroides,odoratimimus,76832,automatic
Myroides,odoratus,256,automatic
Myxococcus,xanthus,34,automatic
Nautella,italica,481446,automatic
Neisseria,elongata,495,automatic
Neisseria,gonorrhoeae,485,automatic
Neisseria,lactamica,486,automatic
Neisseria,meningitidis,487,automatic
Neisseria,mucosa,488,automatic
Neisseria,polysaccharea,489,automatic
Neisseria,weaveri,28091,automatic
Neorhizobium,galegae,399,automatic
Nereida,ignava,282199,automatic
Nitratireductor,aquibiodomus,204799,automatic
Nitrosococcus,oceani,1229,automatic
Nocardia,arizonensis,1141647,automatic
Nocardia,carnea,37328,automatic
Nocardia,farcinica,37329,automatic
Nocardia,jinanensis,382504,automatic
Nocardia,otitidiscaviarum,1823,automatic
Nocardia,rhamnosiphila,426716,automatic
Nocardia,seriolae,37332,automatic
Nocardia,vulneris,1141657,automatic
Nocardiopsis,alba,53437,automatic
Nocardiopsis,dassonvillei,2014,automatic
Nodularia,spumigena,70799,automatic
Nonlabens,ulvanivorans,906888,automatic
Novosphingobium,nitrogenifigens,378548,automatic
Novosphingobium,pentaromativorans,205844,automatic
Novosphingobium,subterraneum,48936,automatic
Oblitimonas,alkaliphila,1697053,automatic
Oceanobacillus,picturae,171693,automatic
Ochrobactrum,anthropi,529,automatic
Ochrobactrum,intermedium,94625,automatic
Oenococcus,kitaharae,336988,automatic
Oenococcus,oeni,1247,automatic
Oligella,urethralis,90245,automatic
Oligotropha,carboxidovorans,40137,automatic
Olsenella,uli,133926,automatic
Oribacterium,parvum,1501329,automatic
Orientia,tsutsugamushi,784,automatic
Ornithobacterium,rhinotracheale,28251,automatic
Paenarthrobacter,nicotinovorans,29320,automatic
Paenibacillus,darwinianus,1380763,automatic
Paenibacillus,durus,44251,automatic
Paenibacillus,elgii,189691,automatic
Paenibacillus,glucanolyticus,59843,automatic
Paenibacillus,graminis,189425,automatic
Paenibacillus,larvae,1464,automatic
Paenibacillus,massiliensis,225917,automatic
Paenibacillus,mucilaginosus,61624,automatic
Paenibacillus,pini,669461,automatic
Paenibacillus,pinihumi,669462,automatic
Paenibacillus,polymyxa,1406,automatic
Paenibacillus,riograndensis,483937,automatic
Paeniclostridium,sordellii,1505,automatic
Pandoraea,apista,93218,automatic
Pandoraea,pnomenusa,93220,automatic
Pannonibacter,phragmitetus,121719,automatic
Pantoea,agglomerans,549,automatic
Pantoea,ananatis,553,automatic
Pantoea,carbekii,1235990,automatic
Pantoea,dispersa,59814,automatic
Pantoea,stewartii,66269,automatic
Parabacteroides,distasonis,823,automatic
Parabacteroides,goldsteinii,328812,automatic
Parabacteroides,gordonii,574930,automatic
Parabacteroides,johnsonii,387661,automatic
Parabacteroides,merdae,46503,automatic
Paraburkholderia,andropogonis,28092,automatic
Paraburkholderia,caribensis,75105,automatic
Paraburkholderia,fungorum,134537,automatic
Paraburkholderia,kururiensis,984307,automatic
Paraburkholderia,mimosarum,312026,automatic
Paraburkholderia,phenoliruptrix,252970,automatic
Paraburkholderia,xenovorans,36873,automatic
Parachlamydia,acanthamoebae,83552,automatic
Paraclostridium,bifermentans,1490,automatic
Paracoccus,pantotrophus,82367,automatic
Paracoccus,sanguinis,1545044,automatic
Paraglaciecola,psychrophila,326544,automatic
Parascardovia,denticolens,78258,automatic
Parvimonas,micra,33033,automatic
Pasteurella,[Pasteurella] pneumotropica,758,automatic
Pasteurella,multocida,747,automatic
Pectobacterium,atrosepticum,29471,automatic
Pectobacterium,betavasculorum,55207,automatic
Pectobacterium,carotovorum,554,manual
Pectobacterium,wasabiae,55208,manual
Pediococcus,acidilactici,1254,automatic
Pediococcus,claussenii,187452,automatic
Pediococcus,damnosus,51663,automatic
Pediococcus,pentosaceus,1255,automatic
Pedobacter,heparinus,984,automatic
Pelagibacter,ubique,198252,automatic
Pelosinus,fermentans,365349,automatic
Peptoniphilus,harei,54005,automatic
Peptoniphilus,lacrimalis,33031,automatic
Peptostreptococcus,anaerobius,1261,automatic
Phaeobacter,gallaeciensis,60890,automatic
Photobacterium,angustum,661,automatic
Photobacterium,damselae,38293,automatic
Photobacterium,gaetbulicola,1295392,automatic
Photobacterium,iliopiscarium,56192,automatic
Photobacterium,kishitanii,318456,automatic
Photobacterium,leiognathi,553611,automatic
Photorhabdus,luminescens,29488,manual
Photorhabdus,temperata,574560,manual
Phytoplasma,australiense,59748,automatic
Piscirickettsia,salmonis,1238,automatic
Planktothrix,prolifica,54307,automatic
Planomicrobium,glaciei,459472,automatic
Plesiomonas,shigelloides,703,automatic
Pluralibacter,gergoviae,61647,automatic
Pontibacillus,halophilus,516704,automatic
Pontibacillus,marinus,273164,automatic
Porphyromonas,asaccharolytica,28123,automatic
Porphyromonas,cangingivalis,36874,automatic
Porphyromonas,canoris,36875,automatic
Porphyromonas,catoniae,41976,automatic
Porphyromonas,crevioricanis,393921,automatic
Porphyromonas,gingivalis,837,automatic
Porphyromonas,gingivicanis,266762,automatic
Porphyromonas,gulae,111105,automatic
Porphyromonas,macacae,28115,automatic
Porphyromonas,uenonis,281920,automatic
Portiera,aleyrodidarum,91844,automatic
Prevotella,albensis,77768,automatic
Prevotella,amnii,419005,automatic
Prevotella,baroniae,305719,automatic
Prevotella,bivia,28125,automatic
Prevotella,brevis,83231,automatic
Prevotella,bryantii,77095,automatic
Prevotella,buccae,28126,automatic
Prevotella,buccalis,28127,automatic
Prevotella,corporis,28128,automatic
Prevotella,dentalis,52227,automatic
Prevotella,denticola,28129,automatic
Prevotella,disiens,28130,automatic
Prevotella,enoeca,76123,automatic
Prevotella,fusca,589436,automatic
Prevotella,histicola,470565,automatic
Prevotella,intermedia,28131,automatic
Prevotella,loescheii,840,automatic
Prevotella,maculosa,439703,automatic
Prevotella,marshii,189722,automatic
Prevotella,micans,189723,automatic
Prevotella,nanceiensis,425941,automatic
Prevotella,nigrescens,28133,automatic
Prevotella,oralis,28134,automatic
Prevotella,oris,28135,automatic
Prevotella,oulorum,28136,automatic
Prevotella,paludivivens,185294,automatic
Prevotella,pleuritidis,407975,automatic
Prevotella,saccharolytica,633701,automatic
Prevotella,salivae,228604,automatic
Prevotella,timonensis,386414,automatic
Prevotella,veroralis,28137,automatic
Prochlorococcus,marinus,1219,automatic
Profftella,armatura,669502,automatic
Prolixibacter,bellariivorans,314319,automatic
Propionibacterium,acidifaciens,556499,automatic
Propionibacterium,acidipropionici,1748,automatic
Propionibacterium,acnes,1747,automatic
Propionibacterium,avidum,33010,automatic
Propionibacterium,freudenreichii,1744,automatic
Propionibacterium,granulosum,33011,automatic
Propionibacterium,humerusii,1050843,automatic
Propionibacterium,propionicum,1750,automatic
Propionimicrobium,lymphophilum,33012,automatic
Proteus,mirabilis,584,automatic
Protochlamydia,amoebophila,362787,automatic
Providencia,alcalifaciens,126385,automatic
Providencia,rettgeri,587,automatic
Providencia,stuartii,588,automatic
Pseudoalteromonas,haloplanktis,228,manual
Pseudoalteromonas,luteoviolacea,43657,automatic
Pseudoalteromonas,piscicida,43662,automatic
Pseudoalteromonas,porphyrae,187330,automatic
Pseudoalteromonas,ruthenica,151081,automatic
Pseudobacteroides,cellulosolvens,35825,automatic
Pseudomonas,abietaniphila,89065,automatic
Pseudomonas,aeruginosa,287,automatic
Pseudomonas,agarici,46677,automatic
Pseudomonas,alcaligenes,43263,automatic
Pseudomonas,amygdali,47877,automatic
Pseudomonas,avellanae,46257,automatic
Pseudomonas,balearica,74829,automatic
Pseudomonas,chlororaphis,587753,automatic
Pseudomonas,citronellolis,53408,automatic
Pseudomonas,coronafaciens,53409,automatic
Pseudomonas,corrugata,47879,automatic
Pseudomonas,denitrificans,43306,automatic
Pseudomonas,fluorescens,294,automatic
Pseudomonas,fragi,296,automatic
Pseudomonas,fulva,47880,automatic
Pseudomonas,fuscovaginae,50340,automatic
Pseudomonas,helleri,1608996,automatic
Pseudomonas,mediterranea,183795,automatic
Pseudomonas,monteilii,76759,automatic
Pseudomonas,nitroreducens,46680,automatic
Pseudomonas,parafulva,157782,automatic
Pseudomonas,plecoglossicida,70775,automatic
Pseudomonas,poae,200451,automatic
Pseudomonas,pseudoalcaligenes,301,manual
Pseudomonas,psychrophila,122355,automatic
Pseudomonas,psychrotolerans,237610,automatic
Pseudomonas,putida,303,automatic
Pseudomonas,savastanoi,29438,automatic
Pseudomonas,stutzeri,316,automatic
Pseudomonas,syringae,317,automatic
Pseudomonas,syringae group genomosp. 7,251699,automatic
Pseudomonas,thermotolerans,157784,automatic
Pseudomonas,tolaasii,29442,automatic
Pseudomonas,veronii,76761,automatic
Pseudorhodobacter,ferrugineus,77008,automatic
Pseudothermotoga,elfii,38322,automatic
Pseudothermotoga,hypogea,57487,automatic
Pseudoxanthomonas,suwonensis,314722,automatic
Psychrobacter,phenylpyruvicus,29432,automatic
Rahnella,aquatilis,34038,automatic
Raoultella,ornithinolytica,54291,automatic
Raoultella,planticola,575,automatic
Rathayibacter,toxicus,145458,automatic
Regiella,insecticola,138073,automatic
Rhizobium,alamii,492774,automatic
Rhizobium,etli,29449,automatic
Rhizobium,leguminosarum,384,automatic
Rhizobium,mesoamericanum,1079800,automatic
Rhodanobacter,denitrificans,666685,automatic
Rhodanobacter,thiooxydans,416169,automatic
Rhodobacter,capsulatus,1061,automatic
Rhodobacter,sphaeroides,1063,automatic
Rhodococcus,equi,43767,automatic
Rhodococcus,erythropolis,1833,automatic
Rhodococcus,fascians,1828,automatic
Rhodococcus,pyridinivorans,103816,automatic
Rhodococcus,qingshengii,334542,automatic
Rhodococcus,ruber,1830,automatic
Rhodonellum,psychrophilum,336828,automatic
Rhodopirellula,baltica,265606,automatic
Rhodopirellula,europaea,1263866,automatic
Rhodospirillum,rubrum,1085,automatic
Rhodothermus,marinus,29549,automatic
Rhodovulum,sulfidophilum,35806,automatic
Richelia,intracellularis,1164990,automatic
Rickettsia,amblyommii,33989,automatic
Rickettsia,australis,787,automatic
Rickettsia,bellii,33990,automatic
Rickettsia,canadensis,788,automatic
Rickettsia,conorii,781,automatic
Rickettsia,felis,42862,automatic
Rickettsia,hoogstraalii,467174,automatic
Rickettsia,japonica,35790,automatic
Rickettsia,parkeri,35792,automatic
Rickettsia,prowazekii,782,automatic
Rickettsia,rhipicephali,33992,automatic
Rickettsia,rickettsii,783,automatic
Rickettsia,sibirica,35793,automatic
Rickettsia,slovaca,35794,automatic
Rickettsia,typhi,785,automatic
Riemerella,anatipestifer,34085,automatic
Roseburia,inulinivorans,360807,automatic
Roseomonas,mucosa,207340,automatic
Rothia,aeria,172042,automatic
Rothia,dentocariosa,2047,automatic
Rothia,mucilaginosa,43675,automatic
Rubrivivax,benzoatilyticus,316997,automatic
Rubrivivax,gelatinosus,28068,automatic
Ruegeria,atlantica,81569,automatic
Ruegeria,mobilis,379347,automatic
Ruminiclostridium,[Clostridium] clariflavum,288965,automatic
Ruminiclostridium,[Clostridium] josui,1499,automatic
Ruminiclostridium,[Clostridium] stercorarium,1510,automatic
Ruminiclostridium,[Eubacterium] siraeum,39492,automatic
Ruminiclostridium,thermocellum,1515,automatic
Ruminococcus,albus,1264,automatic
Ruminococcus,champanellensis,1161942,automatic
Ruminococcus,lactaris,46228,automatic
Ruthia,magnifica,386487,automatic
Saccharicrinis,fermentans,982,automatic
Saccharomonospora,azurea,40988,automatic
Saccharomonospora,viridis,1852,automatic
Saccharopolyspora,erythraea,1836,automatic
Saccharopolyspora,rectivirgula,28042,automatic
Salinibacter,ruber,146919,automatic
Salinispora,arenicola,168697,automatic
Salinispora,pacifica,351187,manual
Salinispora,tropica,168695,automatic
Salinivibrio,socompensis,1510206,automatic
Salmonella,bongori,54736,automatic
Salmonella,enterica,28901,automatic
Sanguibacteroides,justesenii,1547597,automatic
Scardovia,inopinata,78259,automatic
Scardovia,wiggsiae,230143,automatic
Selenomonas,artemidis,671224,automatic
Selenomonas,bovis,416586,automatic
Selenomonas,noxia,135083,automatic
Selenomonas,sputigena,69823,automatic
Serratia,fonticola,47917,automatic
Serratia,grimesii,82995,automatic
Serratia,liquefaciens,614,automatic
Serratia,marcescens,615,automatic
Serratia,plymuthica,82996,automatic
Serratia,rubidaea,61652,automatic
Serratia,symbiotica,138074,automatic
Shewanella,algae,38313,automatic
Shewanella,baltica,62322,automatic
Shewanella,frigidimarina,56812,automatic
Shewanella,putrefaciens,24,automatic
Shigella,boydii,621,automatic
Shigella,dysenteriae,622,automatic
Shigella,flexneri,623,automatic
Shigella,sonnei,624,automatic
Shimwellia,blattae,563,automatic
Simiduia,agarivorans,447471,automatic
Singulisphaera,acidiphila,466153,automatic
Sinorhizobium,fredii,380,automatic
Sinorhizobium,medicae,110321,automatic
Sinorhizobium,meliloti,382,automatic
Smaragdicoccus,niigatensis,359359,automatic
Snodgrassella,alvi,1196083,automatic
Solibacillus,silvestris,76853,automatic
Solobacterium,moorei,102148,automatic
Sorangium,cellulosum,56,automatic
Sphingobacterium,spiritivorum,258,automatic
Sphingobium,baderi,1332080,automatic
Sphingobium,chlorophenolicum,46429,automatic
Sphingobium,herbicidovorans,76947,automatic
Sphingobium,xenophagum,121428,automatic
Sphingobium,yanoikuyae,13690,automatic
Sphingomonas,melonis,152682,automatic
Sphingomonas,paucimobilis,13689,automatic
Sphingomonas,wittichii,160791,automatic
Sphingopyxis,macrogoltabida,33050,automatic
Sphingopyxis,terrae,33052,automatic
Spirochaeta,thermophila,154,automatic
Spiroplasma,melliferum,2134,automatic
Spiroplasma,mirum,2144,automatic
Sporolactobacillus,terrae,269673,automatic
Sporolactobacillus,vineae,444463,automatic
Sporomusa,ovata,2378,automatic
Staphylococcus,agnetis,985762,automatic
Staphylococcus,aureus,1280,automatic
Staphylococcus,caprae,29380,automatic
Staphylococcus,carnosus,1281,automatic
Staphylococcus,cohnii,29382,automatic
Staphylococcus,condimenti,70255,automatic
Staphylococcus,epidermidis,1282,automatic
Staphylococcus,equorum,246432,automatic
Staphylococcus,haemolyticus,1283,automatic
Staphylococcus,hominis,1290,automatic
Staphylococcus,lugdunensis,28035,automatic
Staphylococcus,massiliensis,555791,automatic
Staphylococcus,pseudintermedius,283734,automatic
Staphylococcus,saprophyticus,29385,automatic
Staphylococcus,schleiferi,1295,automatic
Staphylococcus,schweitzeri,1654388,automatic
Staphylococcus,sciuri,1296,automatic
Staphylococcus,simulans,1286,automatic
Staphylococcus,succinus,61015,automatic
Staphylococcus,warneri,1292,automatic
Staphylococcus,xylosus,1288,automatic
Stenotrophomonas,acidaminiphila,128780,automatic
Stenotrophomonas,maltophilia,40324,automatic
Stigmatella,aurantiaca,41,automatic
Streptacidiphilus,albus,105425,automatic
Streptococcus,agalactiae,1311,automatic
Streptococcus,anginosus,1328,automatic
Streptococcus,australis,113107,automatic
Streptococcus,constellatus,76860,automatic
Streptococcus,cristatus,45634,automatic
Streptococcus,dysgalactiae,1334,automatic
Streptococcus,equi,1336,automatic
Streptococcus,equinus,1335,automatic
Streptococcus,gallolyticus,315405,automatic
Streptococcus,gordonii,1302,automatic
Streptococcus,infantarius,102684,automatic
Streptococcus,iniae,1346,automatic
Streptococcus,intermedius,1338,automatic
Streptococcus,massiliensis,313439,automatic
Streptococcus,mitis,28037,automatic
Streptococcus,mutans,1309,automatic
Streptococcus,oralis,1303,automatic
Streptococcus,parasanguinis,1318,automatic
Streptococcus,parauberis,1348,automatic
Streptococcus,pasteurianus,197614,automatic
Streptococcus,phocae,119224,automatic
Streptococcus,pneumoniae,1313,automatic
Streptococcus,pseudopneumoniae,257758,automatic
Streptococcus,pseudoporcinus,361101,automatic
Streptococcus,pyogenes,1314,automatic
Streptococcus,ratti,1341,automatic
Streptococcus,salivarius,1304,automatic
Streptococcus,sanguinis,1305,automatic
Streptococcus,sobrinus,1310,automatic
Streptococcus,suis,1307,automatic
Streptococcus,thermophilus,1308,automatic
Streptococcus,uberis,1349,automatic
Streptococcus,urinalis,149016,automatic
Streptococcus,vestibularis,1343,automatic
Streptomyces,acidiscabies,42234,automatic
Streptomyces,albulus,68570,automatic
Streptomyces,albus,1888,automatic
Streptomyces,ambofaciens,1889,automatic
Streptomyces,anulatus,1892,automatic
Streptomyces,aureocirculatus,67275,automatic
Streptomyces,aureofaciens,1894,automatic
Streptomyces,avermitilis,33903,automatic
Streptomyces,bicolor,66874,automatic
Streptomyces,bikiniensis,1896,automatic
Streptomyces,bottropensis,42235,automatic
Streptomyces,californicus,67351,automatic
Streptomyces,cattleya,29303,automatic
Streptomyces,clavuligerus,1901,automatic
Streptomyces,decoyicus,249567,automatic
Streptomyces,europaeiscabiei,146819,automatic
Streptomyces,exfoliatus,1905,automatic
Streptomyces,filamentosus,67294,automatic
Streptomyces,fradiae,1906,automatic
Streptomyces,griseoruber,1943,automatic
Streptomyces,griseus,1911,automatic
Streptomyces,hygroscopicus,1912,automatic
Streptomyces,leeuwenhoekii,1437453,automatic
Streptomyces,lividans,1916,automatic
Streptomyces,natalensis,68242,automatic
Streptomyces,pluripotens,1355015,automatic
Streptomyces,pristinaespiralis,38300,automatic
Streptomyces,puniceus,67351,automatic
Streptomyces,pyridomyceticus,68260,automatic
Streptomyces,resistomycificus,67356,automatic
Streptomyces,rimosus,1927,automatic
Streptomyces,rubellomurinus,359131,automatic
Streptomyces,ruber,83378,automatic
Streptomyces,scabiei,1930,automatic
Streptomyces,stelliscabiei,146820,automatic
Streptomyces,turgidiscabies,85558,automatic
Streptomyces,varsoviensis,67373,automatic
Streptomyces,venezuelae,54571,automatic
Streptomyces,viridochromogenes,1938,automatic
Streptomyces,vitaminophilus,76728,automatic
Streptomyces,xanthophaeus,67385,automatic
Streptosporangium,roseum,2001,automatic
Sulfitobacter,donghicola,421000,automatic
Sulfitobacter,mediterraneus,83219,automatic
Sulfobacillus,thermosulfidooxidans,28034,automatic
Sulfurimonas,gotlandica,1176482,automatic
Sulfurospirillum,cavolei,366522,automatic
Sutterella,wadsworthensis,40545,automatic
Synechococcus,elongatus,32046,automatic
Tannerella,forsythia,28112,automatic
Tatlockia,micdadei,451,automatic
Tatumella,ptyseos,82987,automatic
Taylorella,asinigenitalis,84590,automatic
Taylorella,equigenitalis,29575,automatic
Tepidanaerobacter,acetatoxydans,499229,automatic
Tepidimonas,taiwanensis,307486,automatic
Teredinibacter,turnerae,2426,automatic
Terrisporobacter,glycolicus,36841,automatic
Tetragenococcus,halophilus,51669,automatic
Tetragenococcus,muriaticus,64642,automatic
Thalassobacter,stenotrophicus,266809,automatic
Thalassobius,mediterraneus,340021,automatic
Thalassolituus,oleivorans,187493,automatic
Thalassospira,xiamenensis,220697,automatic
Thauera,linaloolentis,76112,automatic
Thermacetogenium,phaeum,85874,automatic
Thermoanaerobacter,ethanolicus,1757,automatic
Thermoanaerobacter,thermocopriae,29350,automatic
Thermoanaerobacterium,thermosaccharolyticum,1517,automatic
Thermobifida,fusca,2021,automatic
Thermodesulfobacterium,commune,1741,automatic
Thermodesulfovibrio,aggregans,86166,automatic
Thermosipho,africanus,2421,automatic
Thermotoga,maritima,2336,automatic
Thermotoga,neapolitana,2337,automatic
Thermus,aquaticus,271,automatic
Thermus,oshimai,56957,automatic
Thermus,parvatiensis,456163,automatic
Thermus,scotoductus,37636,automatic
Thermus,thermophilus,274,automatic
Tistrella,mobilis,171437,automatic
Trabulsiella,odontotermitis,379893,automatic
Treponema,denticola,158,automatic
Treponema,pallidum,160,automatic
Treponema,pedis,409322,automatic
Treponema,phagedenis,162,automatic
Treponema,socranskii,53419,automatic
Treponema,vincentii,69710,automatic
Tropheryma,whipplei,2039,automatic
Trueperella,pyogenes,1661,automatic
Turicella,otitidis,29321,automatic
Ureaplasma,parvum,134821,automatic
Ureaplasma,urealyticum,2130,automatic
Varibaculum,cambriense,184870,automatic
Variovorax,paradoxus,34073,automatic
Veillonella,atypica,39777,automatic
Veillonella,montpellierensis,187328,automatic
Veillonella,parvula,29466,automatic
Verrucosispora,maris,1003110,automatic
Vibrio,albensis,666,automatic
Vibrio,alginolyticus,663,manual
Vibrio,anguillarum,55601,automatic
Vibrio,azureus,512649,automatic
Vibrio,breoganii,553239,automatic
Vibrio,campbellii,680,automatic
Vibrio,cholerae,666,automatic
Vibrio,coralliilyticus,190893,automatic
Vibrio,crassostreae,246167,automatic
Vibrio,cyclitrophicus,47951,automatic
Vibrio,fluvialis,676,automatic
Vibrio,furnissii,29494,automatic
Vibrio,harveyi,669,automatic
Vibrio,hyugaensis,1534743,automatic
Vibrio,metoecus,1481663,automatic
Vibrio,mimicus,674,automatic
Vibrio,natriegens,691,automatic
Vibrio,navarrensis,29495,automatic
Vibrio,nereis,693,automatic
Vibrio,nigripulchritudo,28173,automatic
Vibrio,orientalis,28175,automatic
Vibrio,owensii,696485,automatic
Vibrio,parahaemolyticus,670,automatic
Vibrio,renipiscarius,1461322,automatic
Vibrio,rotiferianus,190895,automatic
Vibrio,shilonii,689,automatic
Vibrio,sinaloensis,379097,automatic
Vibrio,splendidus,29497,automatic
Vibrio,tasmaniensis,212663,manual
Vibrio,tubiashii,29498,automatic
Vibrio,vulnificus,672,automatic
Virgibacillus,halodenitrificans,1482,automatic
Waddlia,chondrophila,71667,automatic
