id,ncbi_id,name,rank,parent_id,in_v12,manual_threshold,report,is_leaf
1683,292800,Flavonifractor plautii,species,13,true,NaN,true,true
1027,435897,Lysobacter capsici,species,14,true,NaN,true,true
1191,84531,Lysobacter antibioticus,species,14,true,NaN,true,true
1733,391738,Lysobacter defluvii,species,14,true,NaN,true,true
988,1631,Fructobacillus fructosus,species,15,true,NaN,true,true
521,155892,Caulobacter vibrioides,species,16,true,NaN,true,true
1398,69395,Caulobacter henricii,species,16,true,NaN,true,true
1370,708126,Jeotgalibaca dankookensis,species,17,true,NaN,true,true
1134,2130,Ureaplasma urealyticum,species,18,true,NaN,true,true
1386,134821,Ureaplasma parvum,species,18,true,NaN,true,true
1136,2134,Spiroplasma melliferum,species,19,true,NaN,true,true
1140,2144,Spiroplasma mirum,species,19,true,NaN,true,true
619,549,Pantoea agglomerans,species,20,true,NaN,true,true
623,553,Pantoea ananatis,species,20,true,NaN,true,true
700,66269,Pantoea stewartii,species,20,true,NaN,true,true
1175,59814,Pantoea dispersa,species,20,true,NaN,true,true
1803,1235990,Candidatus Pantoea carbekii,species,20,true,NaN,true,true
476,106590,Cupriavidus necator,species,21,true,NaN,true,true
686,164546,Cupriavidus taiwanensis,species,21,true,NaN,true,true
1474,119219,Cupriavidus metallidurans,species,21,true,NaN,true,true
1900,204799,Nitratireductor aquibiodomus,species,22,true,NaN,true,true
1003,1660,Schaalia odontolytica,species,23,true,NaN,true,true
1371,52768,Schaalia georgiae,species,23,true,NaN,true,true
480,90245,Oligella urethralis,species,24,true,NaN,true,true
482,140,Borrelia hermsii,species,25,true,NaN,true,true
483,141,Borrelia parkeri,species,25,true,NaN,true,true
485,144,Borrelia coriaceae,species,25,true,NaN,true,true
1565,29520,Borrelia crocidurae,species,25,true,NaN,true,true
1719,47466,Borrelia miyamotoi,species,25,true,NaN,true,true
1885,40834,Borrelia duttonii,species,25,true,NaN,true,true
1029,1164990,Richelia intracellularis,species,26,true,NaN,true,true
1146,84112,Eggerthella lenta,species,27,true,NaN,true,true
1507,29320,Paenarthrobacter nicotinovorans,species,28,true,NaN,true,true
489,154,Spirochaeta thermophila,species,29,true,NaN,true,true
706,758,Rodentibacter pneumotropicus,species,30,true,NaN,true,true
1716,71999,Kocuria palustris,species,31,true,NaN,true,true
1717,72000,Kocuria rhizophila,species,31,true,NaN,true,true
611,279058,Collimonas arenae,species,32,true,NaN,true,true
636,279113,Collimonas pratensis,species,32,true,NaN,true,true
829,1276,Kytococcus sedentarius,species,33,true,NaN,true,true
492,158,Treponema denticola,species,34,true,NaN,true,true
493,160,Treponema pallidum,species,34,true,NaN,true,true
495,162,Treponema phagedenis,species,34,true,NaN,true,true
1442,69710,Treponema vincentii,species,34,true,NaN,true,true
1450,53419,Treponema socranskii,species,34,true,NaN,true,true
1881,409322,Treponema pedis,species,34,true,NaN,true,true
494,270498,Catabacter hongkongensis,species,35,true,NaN,true,true
1583,1176482,Sulfurimonas gotlandica,species,36,true,NaN,true,true
1229,1510206,Salinivibrio socompensis,species,37,true,NaN,true,true
498,172,Leptospira biflexa,species,38,true,NaN,true,true
499,173,Leptospira interrogans,species,38,true,NaN,true,true
500,174,Leptospira borgpetersenii,species,38,true,NaN,true,true
1365,28182,Leptospira noguchii,species,38,true,NaN,true,true
1366,28183,Leptospira santarosai,species,38,true,NaN,true,true
1367,28184,Leptospira weilii,species,38,true,NaN,true,true
1401,28452,Leptospira alstonii,species,38,true,NaN,true,true
1506,447106,Leptospira licerasiae,species,38,true,NaN,true,true
1561,29507,Leptospira kirschneri,species,38,true,NaN,true,true
1562,29508,Leptospira meyeri,species,38,true,NaN,true,true
1789,1137606,Leptospira mayottensis,species,38,true,NaN,true,true
1727,178606,Leptospirillum ferriphilum,species,39,true,NaN,true,true
501,1048758,Candidatus Moranella endobia,species,40,true,NaN,true,true
855,1697053,Oblitimonas alkaliphila,species,41,true,NaN,true,true
627,563,Shimwellia blattae,species,42,true,NaN,true,true
503,192,Azospirillum brasilense,species,43,true,NaN,true,true
1414,528244,Azospirillum thiophilum,species,43,true,NaN,true,true
755,982,Saccharicrinis fermentans,species,44,true,NaN,true,true
505,195,Campylobacter coli,species,45,true,NaN,true,true
506,196,Campylobacter fetus,species,45,true,NaN,true,true
507,197,Campylobacter jejuni,species,45,true,NaN,true,true
508,199,Campylobacter concisus,species,45,true,NaN,true,true
509,200,Campylobacter curvus,species,45,true,NaN,true,true
510,201,Campylobacter lari,species,45,true,NaN,true,true
728,824,Campylobacter gracilis,species,45,true,NaN,true,true
1329,28080,Campylobacter upsaliensis,species,45,true,NaN,true,true
1691,497724,Campylobacter subantarcticus,species,45,true,NaN,true,true
1840,1244531,Campylobacter iguaniorum,species,45,true,NaN,true,true
1709,121039,Ferrimicrobium acidiphilum,species,46,true,NaN,true,true
1153,75985,Mannheimia haemolytica,species,47,true,NaN,true,true
1325,85404,Mannheimia varigena,species,47,true,NaN,true,true
511,210,Helicobacter pylori,species,48,true,NaN,true,true
512,213,Helicobacter cinaedi,species,48,true,NaN,true,true
751,123841,Helicobacter canadensis,species,48,true,NaN,true,true
1058,50960,Helicobacter trogontum,species,48,true,NaN,true,true
1260,35817,Helicobacter heilmannii,species,48,true,NaN,true,true
1261,35818,Helicobacter pullorum,species,48,true,NaN,true,true
1284,76936,Helicobacter typhlonius,species,48,true,NaN,true,true
1483,37372,Helicobacter bilis,species,48,true,NaN,true,true
1662,1578720,Helicobacter ailurogastricus,species,48,true,NaN,true,true
1701,104628,Helicobacter suis,species,48,true,NaN,true,true
1861,56877,Helicobacter bizzozeronii,species,48,true,NaN,true,true
1459,28885,Hydrogenovibrio marinus,species,49,true,NaN,true,true
1387,85698,Achromobacter xylosoxidans,species,50,true,NaN,true,true
1774,72556,Achromobacter piechaudii,species,50,true,NaN,true,true
941,1517,Thermoanaerobacterium thermosaccharolyticum,species,51,true,NaN,true,true
473,589873,Alteromonas australica,species,52,true,NaN,true,true
1238,314275,Alteromonas mediterranea,species,52,true,NaN,true,true
1338,28108,Alteromonas macleodii,species,52,true,NaN,true,true
1412,233316,Alteromonas stellipolaris,species,52,true,NaN,true,true
515,235,Brucella abortus,species,53,true,NaN,true,true
516,236,Brucella ovis,species,53,true,NaN,true,true
1427,36855,Brucella canis,species,53,true,NaN,true,true
1470,94625,Brucella intermedia,species,53,true,NaN,true,true
1540,29459,Brucella melitensis,species,53,true,NaN,true,true
1541,29460,Brucella neotomae,species,53,true,NaN,true,true
1542,29461,Brucella suis,species,53,true,NaN,true,true
1664,120576,Brucella pinnipedialis,species,53,true,NaN,true,true
1665,120577,Brucella ceti,species,53,true,NaN,true,true
519,426226,Flavobacterium subsaxonicum,species,54,true,NaN,true,true
1256,510946,Flavobacterium cauense,species,54,true,NaN,true,true
1663,1341165,Flavobacterium enshiense,species,54,true,NaN,true,true
1694,96345,Flavobacterium psychrophilum,species,54,true,NaN,true,true
1749,498301,Flavobacterium rivuli,species,54,true,NaN,true,true
1755,350894,Flavobacterium suncheonense,species,54,true,NaN,true,true
913,1426,Parageobacillus thermoglucosidasius,species,55,true,NaN,true,true
1648,153151,Parageobacillus toebii,species,55,true,NaN,true,true
1855,81408,Parageobacillus caldoxylosilyticus,species,55,true,NaN,true,true
529,263,Francisella tularensis,species,57,true,NaN,true,true
1340,28110,Francisella philomiragia,species,57,true,NaN,true,true
1498,299583,Francisella orientalis,species,57,true,NaN,true,true
592,82367,Paracoccus pantotrophus,species,58,true,NaN,true,true
1566,1545044,Paracoccus sanguinis,species,58,true,NaN,true,true
537,271,Thermus aquaticus,species,59,true,NaN,true,true
538,274,Thermus thermophilus,species,59,true,NaN,true,true
1533,37636,Thermus scotoductus,species,59,true,NaN,true,true
1642,456163,Thermus parvatiensis,species,59,true,NaN,true,true
1868,56957,Thermus oshimai,species,59,true,NaN,true,true
545,285,Comamonas testosteroni,species,60,true,NaN,true,true
1518,225991,Comamonas aquatica,species,60,true,NaN,true,true
472,237610,Pseudomonas psychrotolerans,species,61,true,NaN,true,true
546,287,Pseudomonas aeruginosa,species,61,true,NaN,true,true
551,294,Pseudomonas fluorescens,species,61,true,NaN,true,true
553,296,Pseudomonas fragi,species,61,true,NaN,true,true
554,301,Pseudomonas oleovorans,species,61,true,NaN,true,true
555,303,Pseudomonas putida,species,61,true,NaN,true,true
556,316,Pseudomonas stutzeri,species,61,true,NaN,true,true
557,317,Pseudomonas syringae,species,61,true,NaN,true,true
778,74829,Pseudomonas balearica,species,61,true,NaN,true,true
796,50340,Pseudomonas fuscovaginae,species,61,true,NaN,true,true
1135,157782,Pseudomonas parafulva,species,61,true,NaN,true,true
1138,157784,Pseudomonas thermotolerans,species,61,true,NaN,true,true
1158,43263,Pseudomonas alcaligenes,species,61,true,NaN,true,true
1165,43306,Pseudomonas denitrificans (nom. rej.),species,61,true,NaN,true,true
1251,76759,Pseudomonas monteilii,species,61,true,NaN,true,true
1253,76761,Pseudomonas veronii,species,61,true,NaN,true,true
1302,1608996,Pseudomonas helleri,species,61,true,NaN,true,true
1361,183795,Pseudomonas mediterranea,species,61,true,NaN,true,true
1395,200451,Pseudomonas poae,species,61,true,NaN,true,true
1447,53408,Pseudomonas citronellolis,species,61,true,NaN,true,true
1448,53409,Pseudomonas coronafaciens,species,61,true,NaN,true,true
1530,29438,Pseudomonas savastanoi,species,61,true,NaN,true,true
1531,29442,Pseudomonas tolaasii,species,61,true,NaN,true,true
1603,70775,Pseudomonas plecoglossicida,species,61,true,NaN,true,true
1611,46257,Pseudomonas avellanae,species,61,true,NaN,true,true
1651,46677,Pseudomonas agarici,species,61,true,NaN,true,true
1652,46680,Pseudomonas nitroreducens,species,61,true,NaN,true,true
1672,251699,Pseudomonas syringae group genomosp. 7,species,61,true,NaN,true,true
1685,587753,Pseudomonas chlororaphis,species,61,true,NaN,true,true
1762,47877,Pseudomonas amygdali,species,61,true,NaN,true,true
1763,47879,Pseudomonas corrugata,species,61,true,NaN,true,true
1764,47880,Pseudomonas fulva,species,61,true,NaN,true,true
1798,89065,Pseudomonas abietaniphila,species,61,true,NaN,true,true
1853,122355,Pseudomonas psychrophila,species,61,true,NaN,true,true
1161,2336,Thermotoga maritima,species,63,true,NaN,true,true
1162,2337,Thermotoga neapolitana,species,63,true,NaN,true,true
1169,76112,Thauera linaloolentis,species,64,true,NaN,true,true
1186,207340,Roseomonas mucosa,species,65,true,NaN,true,true
1673,1513270,Marinagarivorans algicola,species,66,true,NaN,true,true
740,873,Desulfocurvibacter africanus,species,67,true,NaN,true,true
791,33940,Geobacillus thermodenitrificans,species,68,true,NaN,true,true
792,33941,Geobacillus thermoleovorans,species,68,true,NaN,true,true
911,1422,Geobacillus stearothermophilus,species,68,true,NaN,true,true
919,1462,Geobacillus kaustophilus,species,68,true,NaN,true,true
550,293,Brevundimonas diminuta,species,69,true,NaN,true,true
524,65786,Hydrogenophaga intermedia,species,70,true,NaN,true,true
687,1639108,Chania multitudinisentens,species,71,true,NaN,true,true
1166,239935,Akkermansia muciniphila,species,72,true,NaN,true,true
1682,366522,Sulfurospirillum cavolei,species,73,true,NaN,true,true
1167,2371,Xylella fastidiosa,species,74,true,NaN,true,true
789,148604,Lactobacillus ingluviei,species,75,true,NaN,true,true
967,1598,Lactobacillus reuteri,species,75,true,NaN,true,true
976,1613,Limosilactobacillus fermentum,species,75,true,NaN,true,true
990,1632,Limosilactobacillus oris,species,75,true,NaN,true,true
993,1633,Lactobacillus vaginalis,species,75,true,NaN,true,true
1722,47493,Lactobacillus panis,species,75,true,NaN,true,true
1743,227942,Lactobacillus gastricus,species,75,true,NaN,true,true
1744,227943,Lactobacillus antri,species,75,true,NaN,true,true
1819,97478,Lactobacillus mucosae,species,75,true,NaN,true,true
1864,417373,Lactobacillus equigenerosi,species,75,true,NaN,true,true
1168,2378,Sporomusa ovata,species,76,true,NaN,true,true
558,442694,Xanthomonas perforans,species,77,true,NaN,true,true
560,339,Xanthomonas campestris,species,77,true,NaN,true,true
561,343,Xanthomonas translucens,species,77,true,NaN,true,true
563,346,Xanthomonas citri,species,77,true,NaN,true,true
564,347,Xanthomonas oryzae,species,77,true,NaN,true,true
1216,1985254,Xanthomonas phaseoli,species,77,true,NaN,true,true
1535,29447,Xanthomonas albilineans,species,77,true,NaN,true,true
1653,456327,Xanthomonas euvesicatoria,species,77,true,NaN,true,true
1812,56448,Xanthomonas arboricola,species,77,true,NaN,true,true
1814,56454,Xanthomonas hortorum,species,77,true,NaN,true,true
1815,56458,Xanthomonas sacchari,species,77,true,NaN,true,true
1816,56459,Xanthomonas vasicola,species,77,true,NaN,true,true
1817,56460,Xanthomonas vesicatoria,species,77,true,NaN,true,true
761,1015,Bergeyella zoohelcum,species,79,true,NaN,true,true
726,821,Phocaeicola vulgatus,species,80,true,NaN,true,true
1108,387090,Phocaeicola coprophilus,species,80,true,NaN,true,true
1581,357276,Phocaeicola dorei,species,80,true,NaN,true,true
1880,204516,Phocaeicola massiliensis,species,80,true,NaN,true,true
1898,376804,Phocaeicola barnesiae,species,80,true,NaN,true,true
757,989,Marinilabilia salmonicolor,species,81,true,NaN,true,true
1171,43357,Kutzneria albida,species,82,true,NaN,true,true
566,354,Azotobacter vinelandii,species,83,true,NaN,true,true
569,358,Agrobacterium tumefaciens,species,84,true,NaN,true,true
1173,2421,Thermosipho africanus,species,85,true,NaN,true,true
1426,36841,Terrisporobacter glycolicus,species,86,true,NaN,true,true
572,375,Bradyrhizobium japonicum,species,87,true,NaN,true,true
942,108015,Bradyrhizobium yuanmingense,species,87,true,NaN,true,true
1240,1518501,Bradyrhizobium valentinum,species,87,true,NaN,true,true
1252,43992,Bradyrhizobium liaoningense,species,87,true,NaN,true,true
1389,1355477,Bradyrhizobium diazoefficiens,species,87,true,NaN,true,true
1536,29448,Bradyrhizobium elkanii,species,87,true,NaN,true,true
1643,390641,Wenxinia marina,species,88,true,NaN,true,true
1174,2426,Teredinibacter turnerae,species,89,true,NaN,true,true
575,384,Rhizobium leguminosarum,species,90,true,NaN,true,true
818,492774,Rhizobium alamii,species,90,true,NaN,true,true
1537,29449,Rhizobium etli,species,90,true,NaN,true,true
1732,1079800,Rhizobium mesoamericanum,species,90,true,NaN,true,true
1224,871203,Caballeronia zhejiangensis,species,91,true,NaN,true,true
523,33012,Propionimicrobium lymphophilum,species,92,true,NaN,true,true
945,1522,[Clostridium] innocuum,species,93,true,NaN,true,true
1695,301148,Caldibacillus debilis,species,94,true,NaN,true,true
1847,179636,Alicycliphilus denitrificans,species,95,true,NaN,true,true
1188,649756,Anaerostipes hadrus,species,96,true,NaN,true,true
466,270351,Methylobacterium aquaticum,species,97,true,NaN,true,true
1019,427683,Methylobacterium platani,species,97,true,NaN,true,true
1826,31998,Methylobacterium radiotolerans,species,97,true,NaN,true,true
583,436,Komagataeibacter hansenii,species,99,true,NaN,true,true
682,66229,Komagataeibacter intermedius,species,99,true,NaN,true,true
807,33995,Komagataeibacter europaeus,species,99,true,NaN,true,true
580,414,Methylococcus capsulatus,species,100,true,NaN,true,true
1471,217511,Fulvimarina pelagi,species,101,true,NaN,true,true
865,173365,Methylobacter tundripaludum,species,102,true,NaN,true,true
1465,1528099,Lawsonella clevelandensis,species,103,true,NaN,true,true
640,516704,Pontibacillus halophilus,species,104,true,NaN,true,true
1221,273164,Pontibacillus marinus,species,104,true,NaN,true,true
581,65959,Acetobacter pomorum,species,105,true,NaN,true,true
582,435,Acetobacter aceti,species,105,true,NaN,true,true
584,438,Acetobacter pasteurianus,species,105,true,NaN,true,true
1656,104099,Acetobacter orleanensis,species,105,true,NaN,true,true
1657,104102,Acetobacter tropicalis,species,105,true,NaN,true,true
1758,178900,Acetobacter cerevisiae,species,105,true,NaN,true,true
1876,171693,Oceanobacillus picturae,species,106,true,NaN,true,true
926,1482,Virgibacillus halodenitrificans,species,107,true,NaN,true,true
1004,1661,Trueperella pyogenes,species,108,true,NaN,true,true
1142,59505,Actinotignum schaalii,species,109,true,NaN,true,true
585,442,Gluconobacter oxydans,species,110,true,NaN,true,true
1326,257438,Gluconobacter thailandicus,species,110,true,NaN,true,true
1821,318683,Gluconobacter albidus,species,110,true,NaN,true,true
589,449,Legionella hackeliae,species,111,true,NaN,true,true
590,450,Legionella longbeachae,species,111,true,NaN,true,true
591,446,Legionella pneumophila,species,111,true,NaN,true,true
1331,28082,Legionella anisa,species,111,true,NaN,true,true
1332,28084,Legionella cherrii,species,111,true,NaN,true,true
1333,28087,Legionella sainthelensi,species,111,true,NaN,true,true
1429,45065,Legionella geestiana,species,111,true,NaN,true,true
1431,45067,Legionella lansingensis,species,111,true,NaN,true,true
1435,45075,Legionella shakespearei,species,111,true,NaN,true,true
1522,29423,Legionella oakridgensis,species,111,true,NaN,true,true
1804,39962,Legionella moravica,species,111,true,NaN,true,true
594,463,Fluoribacter dumoffii,species,112,true,NaN,true,true
593,451,Tatlockia micdadei,species,113,true,NaN,true,true
1184,51669,Tetragenococcus halophilus,species,114,true,NaN,true,true
1813,64642,Tetragenococcus muriaticus,species,114,true,NaN,true,true
486,106648,Acinetobacter bereziniae,species,115,true,NaN,true,true
487,106649,Acinetobacter guillouiae,species,115,true,NaN,true,true
490,106654,Acinetobacter nosocomialis,species,115,true,NaN,true,true
595,470,Acinetobacter baumannii,species,115,true,NaN,true,true
596,471,Acinetobacter calcoaceticus,species,115,true,NaN,true,true
609,262668,Acinetobacter beijerinckii,species,115,true,NaN,true,true
830,1148157,Acinetobacter oleivorans,species,115,true,NaN,true,true
1143,632955,Acinetobacter rudis,species,115,true,NaN,true,true
1178,108980,Acinetobacter ursingii,species,115,true,NaN,true,true
1179,108981,Acinetobacter schindleri,species,115,true,NaN,true,true
1239,52133,Acinetobacter venetianus,species,115,true,NaN,true,true
1272,396323,Acinetobacter brisouii,species,115,true,NaN,true,true
1287,756892,Acinetobacter indicus,species,115,true,NaN,true,true
1316,134533,Acinetobacter parvus,species,115,true,NaN,true,true
1317,134534,Acinetobacter gyllenbergii,species,115,true,NaN,true,true
1334,28090,Acinetobacter lwoffii,species,115,true,NaN,true,true
1419,487316,Acinetobacter soli,species,115,true,NaN,true,true
1524,29430,Acinetobacter haemolyticus,species,115,true,NaN,true,true
1702,202950,Acinetobacter baylyi,species,115,true,NaN,true,true
1703,202951,Acinetobacter bouvetii,species,115,true,NaN,true,true
1704,202952,Acinetobacter gerneri,species,115,true,NaN,true,true
1705,202954,Acinetobacter tandoii,species,115,true,NaN,true,true
1706,202955,Acinetobacter tjernbergiae,species,115,true,NaN,true,true
1707,202956,Acinetobacter towneri,species,115,true,NaN,true,true
1818,48296,Acinetobacter pittii,species,115,true,NaN,true,true
1831,40214,Acinetobacter johnsonii,species,115,true,NaN,true,true
1832,40215,Acinetobacter junii,species,115,true,NaN,true,true
1833,40216,Acinetobacter radioresistens,species,115,true,NaN,true,true
597,480,Moraxella catarrhalis,species,116,true,NaN,true,true
931,1490,Paraclostridium bifermentans,species,117,true,NaN,true,true
513,82135,Fannyhessea vaginae,species,118,true,NaN,true,true
598,485,Neisseria gonorrhoeae,species,119,true,NaN,true,true
599,486,Neisseria lactamica,species,119,true,NaN,true,true
600,487,Neisseria meningitidis,species,119,true,NaN,true,true
601,488,Neisseria mucosa,species,119,true,NaN,true,true
602,489,Neisseria polysaccharea,species,119,true,NaN,true,true
603,495,Neisseria elongata,species,119,true,NaN,true,true
1335,28091,Neisseria weaveri,species,119,true,NaN,true,true
1262,314344,Mariprofundus ferrooxydans,species,120,true,NaN,true,true
935,1505,Paeniclostridium sordellii,species,121,true,NaN,true,true
1396,102148,Solobacterium moorei,species,122,true,NaN,true,true
535,33031,Peptoniphilus lacrimalis,species,123,true,NaN,true,true
1523,54005,Peptoniphilus harei,species,123,true,NaN,true,true
1526,29432,Psychrobacter phenylpyruvicus,species,124,true,NaN,true,true
691,459472,Planomicrobium glaciei,species,125,true,NaN,true,true
727,823,Parabacteroides distasonis,species,126,true,NaN,true,true
785,328812,Parabacteroides goldsteinii,species,126,true,NaN,true,true
928,574930,Parabacteroides gordonii,species,126,true,NaN,true,true
1195,387661,Parabacteroides johnsonii,species,126,true,NaN,true,true
1634,46503,Parabacteroides merdae,species,126,true,NaN,true,true
605,511,Alcaligenes faecalis,species,128,true,NaN,true,true
504,114881,Mycoplasmopsis columbina,species,129,true,NaN,true,true
1127,2113,Mycoplasmopsis californica,species,129,true,NaN,true,true
606,518,Bordetella bronchiseptica,species,130,true,NaN,true,true
607,520,Bordetella pertussis,species,130,true,NaN,true,true
608,521,Bordetella avium,species,130,true,NaN,true,true
764,123899,Bordetella trematum,species,130,true,NaN,true,true
1257,35814,Bordetella holmesii,species,130,true,NaN,true,true
1439,1331258,Bordetella pseudohinzii,species,130,true,NaN,true,true
1637,103855,Bordetella hinzii,species,130,true,NaN,true,true
820,1260,Finegoldia magna,species,131,true,NaN,true,true
1336,28092,Robbsia andropogonis,species,132,true,NaN,true,true
1514,62140,Acidiphilium multivorum,species,133,true,NaN,true,true
610,529,Ochrobactrum anthropi,species,134,true,NaN,true,true
1485,872965,Ardenticatena maritima,species,135,true,NaN,true,true
1492,168471,Laribacter hongkongensis,species,136,true,NaN,true,true
612,536,Chromobacterium violaceum,species,137,true,NaN,true,true
1024,394935,Chromobacterium haemolyticum,species,137,true,NaN,true,true
1198,1108595,Chromobacterium vaccinii,species,137,true,NaN,true,true
1677,251747,Chromobacterium subtsugae,species,137,true,NaN,true,true
613,539,Eikenella corrodens,species,138,true,NaN,true,true
614,542,Zymomonas mobilis,species,139,true,NaN,true,true
902,1399,Cytobacillus firmus,species,140,true,NaN,true,true
571,57706,Citrobacter braakii,species,142,true,NaN,true,true
616,545,Citrobacter koseri,species,142,true,NaN,true,true
617,546,Citrobacter freundii,species,142,true,NaN,true,true
1156,67825,Citrobacter rodentium,species,142,true,NaN,true,true
1233,35703,Citrobacter amalonaticus,species,142,true,NaN,true,true
1778,121719,Pannonibacter phragmitetus,species,143,true,NaN,true,true
1298,519424,Alkalihalobacillus trypoxylicola,species,144,true,NaN,true,true
1687,79880,Alkalihalobacillus clausii,species,144,true,NaN,true,true
620,550,Enterobacter cloacae,species,145,true,NaN,true,true
1280,158836,Enterobacter hormaechei,species,145,true,NaN,true,true
1382,69218,Enterobacter cancerogenus,species,145,true,NaN,true,true
1456,61645,Enterobacter asburiae,species,145,true,NaN,true,true
1525,299767,Enterobacter ludwigii,species,145,true,NaN,true,true
1857,220686,Neobacillus vireti,species,146,true,NaN,true,true
1494,184870,Varibaculum cambriense,species,147,true,NaN,true,true
496,65700,Erwinia tracheiphila,species,148,true,NaN,true,true
621,552,Erwinia amylovora,species,148,true,NaN,true,true
1126,182337,Erwinia billingiae,species,148,true,NaN,true,true
1385,1560201,Erwinia iniecta,species,148,true,NaN,true,true
1696,79967,Erwinia pyrifoliae,species,148,true,NaN,true,true
626,562,Escherichia coli,species,149,true,NaN,true,true
628,564,Escherichia fergusonii,species,149,true,NaN,true,true
1440,208962,Escherichia albertii,species,149,true,NaN,true,true
629,569,Hafnia alvei,species,150,true,NaN,true,true
1496,266809,Thalassobacter stenotrophicus,species,151,true,NaN,true,true
618,548,Klebsiella aerogenes,species,152,true,NaN,true,true
630,571,Klebsiella oxytoca,species,152,true,NaN,true,true
631,573,Klebsiella pneumoniae,species,152,true,NaN,true,true
1752,244366,Klebsiella variicola,species,152,true,NaN,true,true
1102,157692,Pseudoleptotrichia goodfellowii,species,153,true,NaN,true,true
634,582,Morganella morganii,species,154,true,NaN,true,true
635,584,Proteus mirabilis,species,155,true,NaN,true,true
638,587,Providencia rettgeri,species,156,true,NaN,true,true
639,588,Providencia stuartii,species,156,true,NaN,true,true
1330,126385,Providencia alcalifaciens,species,156,true,NaN,true,true
1460,28901,Salmonella enterica,species,157,true,NaN,true,true
1641,54736,Salmonella bongori,species,157,true,NaN,true,true
531,33033,Parvimonas micra,species,158,true,NaN,true,true
756,984,Pedobacter heparinus,species,159,true,NaN,true,true
642,614,Serratia liquefaciens,species,160,true,NaN,true,true
643,615,Serratia marcescens,species,160,true,NaN,true,true
773,82995,Serratia grimesii,species,160,true,NaN,true,true
774,82996,Serratia plymuthica,species,160,true,NaN,true,true
1458,61652,Serratia rubidaea,species,160,true,NaN,true,true
1766,47917,Serratia fonticola,species,160,true,NaN,true,true
1772,138074,Serratia symbiotica,species,160,true,NaN,true,true
644,621,Shigella boydii,species,161,true,NaN,true,true
645,622,Shigella dysenteriae,species,161,true,NaN,true,true
646,623,Shigella flexneri,species,161,true,NaN,true,true
648,624,Shigella sonnei,species,161,true,NaN,true,true
1383,1003110,Verrucosispora maris,species,162,true,NaN,true,true
649,628,Xenorhabdus nematophila,species,163,true,NaN,true,true
1869,40576,Xenorhabdus bovienii,species,163,true,NaN,true,true
1597,758826,Acidovorax radicis,species,164,true,NaN,true,true
1795,80867,Acidovorax avenae,species,164,true,NaN,true,true
1797,80869,Acidovorax citrulli,species,164,true,NaN,true,true
552,33060,Yersinia mollaretii,species,165,true,NaN,true,true
650,630,Yersinia enterocolitica,species,165,true,NaN,true,true
652,631,Yersinia intermedia,species,165,true,NaN,true,true
653,632,Yersinia pestis,species,165,true,NaN,true,true
654,634,Yersinia bercovieri,species,165,true,NaN,true,true
655,633,Yersinia pseudotuberculosis,species,165,true,NaN,true,true
1006,263819,Yersinia aleksiciae,species,165,true,NaN,true,true
1150,1288385,Yersinia pekkanenii,species,165,true,NaN,true,true
1362,28152,Yersinia kristensenii,species,165,true,NaN,true,true
1546,29483,Yersinia aldovae,species,165,true,NaN,true,true
1547,29484,Yersinia frederiksenii,species,165,true,NaN,true,true
1550,29485,Yersinia rohdei,species,165,true,NaN,true,true
1552,29486,Yersinia ruckeri,species,165,true,NaN,true,true
1708,1341643,Yersinia wautersii,species,165,true,NaN,true,true
1741,367190,Yersinia similis,species,165,true,NaN,true,true
656,636,Edwardsiella tarda,species,166,true,NaN,true,true
1151,67780,Edwardsiella ictaluri,species,166,true,NaN,true,true
1300,1821960,Edwardsiella anguillarum,species,166,true,NaN,true,true
1183,379347,Epibacterium mobile,species,167,true,NaN,true,true
657,644,Aeromonas hydrophila,species,168,true,NaN,true,true
658,645,Aeromonas salmonicida,species,168,true,NaN,true,true
659,648,Aeromonas caviae,species,168,true,NaN,true,true
660,650,Aeromonas jandaei,species,168,true,NaN,true,true
661,651,Aeromonas media,species,168,true,NaN,true,true
662,652,Aeromonas schubertii,species,168,true,NaN,true,true
664,654,Aeromonas veronii,species,168,true,NaN,true,true
665,656,Aeromonas allosaccharophila,species,168,true,NaN,true,true
1193,633417,Aeromonas taiwanensis,species,168,true,NaN,true,true
1268,502790,Aeromonas diversa,species,168,true,NaN,true,true
1553,29489,Aeromonas enteropelogenes,species,168,true,NaN,true,true
1848,196024,Aeromonas dhakensis,species,168,true,NaN,true,true
1201,2702,Gardnerella vaginalis,species,169,true,NaN,true,true
1031,435910,Franconibacter pulveris,species,170,true,NaN,true,true
1574,357240,Franconibacter helveticus,species,170,true,NaN,true,true
666,661,Photobacterium angustum,species,171,true,NaN,true,true
768,1295392,Photobacterium gaetbulicola,species,171,true,NaN,true,true
1510,553611,Photobacterium leiognathi,species,171,true,NaN,true,true
1629,38293,Photobacterium damselae,species,171,true,NaN,true,true
1780,56192,Photobacterium iliopiscarium,species,171,true,NaN,true,true
1799,318456,Photobacterium kishitanii,species,171,true,NaN,true,true
497,696485,Vibrio owensii,species,172,true,NaN,true,true
578,246167,Vibrio crassostreae,species,172,true,NaN,true,true
667,663,Vibrio alginolyticus,species,172,true,NaN,true,true
669,666,Vibrio cholerae,species,172,true,NaN,true,true
671,669,Vibrio harveyi,species,172,true,NaN,true,true
672,670,Vibrio parahaemolyticus,species,172,true,NaN,true,true
675,674,Vibrio mimicus,species,172,true,NaN,true,true
