id,base_threshold,final_threshold,coverage
1919,0.39865243,0.39865243434906006,1.0
1920,0.14631078,0.14631077647209167,1.0
1921,0.1286331,0.12863309681415558,1.0
1922,0.15887943,0.15887942910194397,1.0
1923,0.10409357,0.10409356653690338,1.0
1924,0.065235056,0.06523505598306656,1.0
1925,0.14870006,0.1487000584602356,1.0
1926,0.7104734,0.7104734182357788,1.0
1927,0.56153625,0.5615362524986267,1.0
1928,0.7793007,0.7793006896972656,1.0
1929,0.17163257,0.1716325730085373,1.0
1930,0.28718045,0.28718045353889465,1.0
1931,0.4,0.4,0.3218799648511715
1932,0.35,0.346642592549324,0.2416312857994539
1933,0.35,0.35,0.780504061008122
1934,0.40160587,0.40160587430000305,1.0
1935,0.6628482,0.662848174571991,1.0
1936,0.41038448,0.41038447618484497,1.0
1937,0.25,0.25,0.34375
1938,0.24179144,0.24179144203662872,1.0
1939,0.4875463,0.48754629492759705,1.0
1940,0.5,0.5,0.52
1941,0.45669025,0.4558743968605995,0.9984621299500193
1942,0.3568075,0.35680750012397766,1.0
1943,0.7149361,0.7149360775947571,1.0
1944,0.25,0.25,0.3469387755102041
1945,0.64045477,0.6404547691345215,1.0
1946,0.39150313,0.39150312542915344,1.0
1947,0.30647147,0.30647146701812744,1.0
1948,0.47451088,0.47451087832450867,1.0
1949,0.9106814,0.8025270968675613,0.9846469907687462
1950,0.6825378,0.6825377941131592,1.0
