,genome1,genome2,similarity
340,204,118,0.4196428656578064
341,204,122,0.6472175717353821
342,204,123,0.646777868270874
343,204,124,0.5904073119163513
344,204,125,0.6527788639068604
345,204,147,0.7841372489929199
346,204,152,0.4131571650505066
347,204,164,0.42434147000312805
348,204,171,0.43980491161346436
349,204,172,0.45142504572868347
350,204,175,0.4575800597667694
351,301,101,0.43726491928100586
352,301,102,0.5044395923614502
353,301,103,0.3722095787525177
354,301,104,0.4391040802001953
355,301,105,0.4855450987815857
356,301,106,0.4335392117500305
357,301,107,0.4415876269340515
358,301,108,0.4513850510120392
359,301,109,0.5266981720924377
360,301,110,0.43706339597702026
361,301,111,0.4746067225933075
362,301,112,0.4479116201400757
363,301,113,0.4530084431171417
364,301,115,0.4486945569515228
365,301,116,0.45277759432792664
366,301,118,0.45497938990592957
367,301,122,0.4545518457889557
368,301,123,0.4513470530509949
369,301,124,0.45496073365211487
370,301,125,0.4423902630805969
371,301,147,0.3809366822242737
372,301,152,0.4639049768447876
373,301,164,0.49899908900260925
374,301,171,0.4637404680252075
375,301,172,0.5667210817337036
376,301,175,0.5828229784965515
377,301,182,0.4484212100505829
378,303,101,0.2000235766172409
379,303,102,0.22321929037570953
380,303,103,0.17672616243362427
381,303,104,0.2093513011932373
382,303,105,0.2057424783706665
383,303,106,0.19990548491477966
384,303,107,0.2098006308078766
385,303,108,0.20505839586257935
386,303,109,0.2082148641347885
387,303,110,0.2000589668750763
388,303,111,0.20619003474712372
389,303,112,0.2040717750787735
390,303,113,0.21712960302829742
391,303,115,0.20335236191749573
392,303,116,0.2064952403306961
393,303,118,0.20780043303966522
394,303,122,0.2049960047006607
395,303,123,0.2050832062959671
396,303,124,0.20586034655570984
397,303,125,0.20517660677433014
398,303,147,0.18185599148273468
399,303,152,0.2184852808713913
400,303,164,0.20709989964962006
401,303,171,0.20526129007339478
402,303,172,0.20369482040405273
403,303,175,0.20313605666160583
404,303,182,0.20434072613716125
405,303,204,0.200680673122406
406,306,101,0.6606709957122803
407,306,102,0.4147351086139679
408,306,103,0.3429836928844452
409,306,104,0.40458014607429504
410,306,105,0.411270409822464
411,306,106,0.39295339584350586
412,306,107,0.4072026014328003
413,306,108,0.9555200338363647
414,306,109,0.4330286681652069
415,306,110,0.6609559655189514
416,306,111,0.6775123476982117
417,306,112,0.7023887634277344
418,306,113,0.4065575897693634
419,306,115,0.6105387210845947
420,306,116,0.887377917766571
421,306,118,0.41234341263771057
422,306,122,0.9653156995773315
423,306,123,0.9556998014450073
424,306,124,0.61329185962677
425,306,125,0.6875969767570496
426,306,147,0.556654691696167
427,306,152,0.4148891568183899
428,306,164,0.4258401691913605
429,306,171,0.45501092076301575
430,306,172,0.45525914430618286
431,306,175,0.4616546630859375
432,306,182,0.6089109182357788
433,306,204,0.6419965624809265
434,306,301,0.45309895277023315
435,308,101,0.3989425003528595
436,308,102,0.46895214915275574
437,308,103,0.48889681696891785
438,308,104,0.5987612009048462
439,308,105,0.45509105920791626
440,308,106,0.7042117118835449
441,308,107,0.5866895914077759
442,308,108,0.4088777005672455
443,308,109,0.485136479139328
444,308,110,0.39874422550201416
445,308,111,0.41682374477386475
446,308,112,0.4042654037475586
447,308,113,0.6788709163665771
448,308,115,0.40085113048553467
449,308,116,0.41432785987854004
450,308,118,0.6138613820075989
451,308,122,0.4139576852321625
452,308,123,0.40883752703666687
453,308,124,0.4002223312854767
454,308,125,0.40645909309387207
455,308,147,0.36248767375946045
456,308,152,0.7144673466682434
457,308,164,0.46668487787246704
458,308,171,0.4226210415363312
459,308,172,0.42833685874938965
460,308,175,0.44069522619247437
461,308,182,0.4124821126461029
462,308,204,0.40717071294784546
463,308,301,0.44359028339385986
464,308,303,0.20545443892478943
465,313,101,0.4123372435569763
466,313,102,0.5607792735099792
467,313,103,0.39196211099624634
468,313,104,0.46032074093818665
469,313,105,0.7274414896965027
470,313,106,0.4410973787307739
471,313,107,0.4608183801174164
472,313,108,0.4375725984573364
473,313,109,0.5883283019065857
474,313,110,0.4123257100582123
475,313,111,0.43166816234588623
476,313,112,0.41528841853141785
477,313,113,0.4818129241466522
478,313,115,0.41474905610084534
479,313,116,0.44282758235931396
480,313,118,0.46666666865348816
481,313,122,0.4428839683532715
482,313,123,0.43773069977760315
483,313,124,0.4116591811180115
484,313,125,0.42996853590011597
485,313,147,0.3884630501270294
486,313,152,0.4759269952774048
487,313,164,0.5692684054374695
488,313,171,0.4552697241306305
489,313,172,0.4999292194843292
490,313,175,0.4962818920612335
491,313,182,0.4496038556098938
492,313,204,0.4385715126991272
493,313,301,0.5020947456359863
494,313,303,0.21229656040668488
495,313,306,0.4405023455619812
496,316,101,0.38795527815818787
497,316,102,0.49007776379585266
498,316,103,0.4595198333263397
499,316,104,0.5512725710868835
500,316,105,0.46570122241973877
501,316,106,0.5093344449996948
502,316,107,0.5547829866409302
503,316,108,0.40209105610847473
504,316,109,0.4938006103038788
505,316,110,0.38775911927223206
506,316,111,0.41606956720352173
507,316,112,0.3933284282684326
508,316,113,0.5395476222038269
509,316,115,0.4087405502796173
510,316,116,0.41147148609161377
511,316,118,0.5602315664291382
512,316,122,0.4078829884529114
513,316,123,0.4021453261375427
514,316,124,0.40244239568710327
515,316,125,0.40270233154296875
516,316,147,0.3670661151409149
517,316,152,0.5532843470573425
518,316,164,0.4696773290634155
519,316,171,0.417054682970047
520,316,172,0.4383458197116852
521,316,175,0.4474221169948578
522,316,182,0.410707026720047
523,316,204,0.4140603840351105
524,316,301,0.46756529808044434
525,316,303,0.21398447453975677
526,316,306,0.40341025590896606
527,316,308,0.5302391052246094
528,318,101,0.3685401976108551
529,318,102,0.5153897404670715
530,318,103,0.39338234066963196
531,318,104,0.41887304186820984
532,318,105,0.6776195168495178
533,318,106,0.4116191864013672
534,318,107,0.42479804158210754
535,318,108,0.3892315924167633
536,318,109,0.5404463410377502
537,318,110,0.36878880858421326
538,318,111,0.3929969072341919
539,318,112,0.37447795271873474
540,318,113,0.4387900233268738
541,318,115,0.375632107257843
542,318,116,0.39536774158477783
543,318,118,0.4296296238899231
544,318,122,0.39115044474601746
545,318,123,0.3893769681453705
546,318,124,0.3841555714607239
547,318,125,0.38909876346588135
548,318,147,0.37606382369995117
549,318,152,0.4348967671394348
550,318,164,0.5124647617340088
551,318,171,0.4257804751396179
552,318,172,0.45078548789024353
553,318,175,0.4497676193714142
554,318,182,0.4015960991382599
555,318,204,0.3914432227611542
556,318,301,0.4605032503604889
557,318,303,0.19795449078083038
558,318,306,0.3868652284145355
559,318,308,0.4231938123703003
560,318,313,0.749477207660675
561,321,101,0.38190722465515137
562,321,102,0.5539706945419312
563,321,103,0.41419142484664917
564,321,104,0.4848441183567047
565,321,105,0.6186216473579407
566,321,106,0.5025959014892578
567,321,107,0.5051538348197937
568,321,108,0.39965763688087463
569,321,109,0.5595709085464478
570,321,110,0.38198304176330566
571,321,111,0.4146755337715149
572,321,112,0.3951442539691925
573,321,113,0.5381885766983032
574,321,115,0.4109934866428375
575,321,116,0.4035075604915619
576,321,118,0.5063397884368896
577,321,122,0.40686720609664917
578,321,123,0.39971238374710083
579,321,124,0.4032064378261566
580,321,125,0.4080260694026947
581,321,147,0.3648151755332947
582,321,152,0.5561363697052002
583,321,164,0.5289196372032166
584,321,171,0.45464640855789185
585,321,172,0.456950843334198
586,321,175,0.45905637741088867
587,321,182,0.4001917541027069
588,321,204,0.40920576453208923
589,321,301,0.48265665769577026
590,321,303,0.21132005751132965
591,321,306,0.40301278233528137
592,321,308,0.5152057409286499
593,321,313,0.7172574400901794
594,321,316,0.49264222383499146
595,387,101,0.6344078183174133
596,387,102,0.4000265598297119
597,387,103,0.3513394594192505
598,387,104,0.4013269245624542
599,387,105,0.4037467837333679
600,387,106,0.386630117893219
601,387,107,0.4037700295448303
602,387,108,0.6581030488014221
603,387,109,0.42335039377212524
604,387,110,0.6345505118370056
605,387,111,0.6351351141929626
606,387,112,0.6503010392189026
607,387,113,0.3960912823677063
608,387,115,0.5833584070205688
609,387,116,0.6875545978546143
610,387,118,0.3967875838279724
611,387,122,0.6584060788154602
612,387,123,0.6578191518783569
613,387,124,0.5816342234611511
614,387,125,0.6651768088340759
615,387,147,0.7223567366600037
616,387,152,0.40398332476615906
617,387,164,0.42165809869766235
618,387,171,0.4428618550300598
619,387,172,0.45361799001693726
620,387,175,0.4549024701118469
621,387,182,0.6287826895713806
622,387,204,0.8328373432159424
623,387,301,0.42173537611961365
624,387,303,0.19722352921962738
625,387,306,0.6502554416656494
626,387,308,0.3987887501716614
627,387,313,0.43306300044059753
628,387,316,0.40273845195770264
629,387,318,0.3868250846862793
630,482,101,0.39974093437194824
631,482,102,0.5559114813804626
632,482,103,0.3999868631362915
633,482,104,0.4627346098423004
634,482,105,0.7162550091743469
635,482,106,0.44451141357421875
636,482,107,0.46962931752204895
637,482,108,0.41694551706314087
638,482,109,0.5711219906806946
639,482,110,0.3997279405593872
640,482,111,0.41380956768989563
641,482,112,0.4073065519332886
642,482,113,0.4778691530227661
643,482,115,0.4006044268608093
644,482,116,0.4307943284511566
645,482,118,0.46737876534461975
646,482,122,0.41649147868156433
647,482,123,0.4169065058231354
648,482,124,0.4088919162750244
649,482,125,0.4288139045238495
650,482,147,0.389827162027359
651,482,152,0.47226375341415405
652,482,164,0.5659811496734619
653,482,171,0.450157105922699
654,482,172,0.4912931025028229
655,482,175,0.49225154519081116
656,482,182,0.42070308327674866
657,482,204,0.43620598316192627
658,482,301,0.4941399395465851
659,482,303,0.21093235909938812
660,482,306,0.41820499300956726
661,482,308,0.45831024646759033
662,482,313,0.8540564179420471
663,482,316,0.48394349217414856
664,482,318,0.7404712438583374
665,482,321,0.7081072330474854
666,484,101,0.6797441840171814
667,484,102,0.40858322381973267
668,484,103,0.3318689465522766
669,484,104,0.39439019560813904
670,484,105,0.4024437963962555
671,484,106,0.3850615322589874
672,484,107,0.3930546045303345
673,484,108,0.6761481165885925
674,484,109,0.41387608647346497
675,484,110,0.680034339427948
676,484,111,0.6621893644332886
677,484,112,0.6967529058456421
678,484,113,0.4003400206565857
679,484,115,0.5992457270622253
680,484,116,0.6780772805213928
681,484,118,0.39725461602211
682,484,122,0.6815868020057678
683,484,123,0.6762555837631226
684,484,124,0.6184542775154114
685,484,125,0.6712361574172974
686,484,147,0.5547440052032471
687,484,152,0.4073238968849182
688,484,164,0.4077557325363159
689,484,171,0.45265138149261475
690,484,172,0.4509696662425995
691,484,175,0.442892462015152
692,484,182,0.5922879576683044
693,484,204,0.6362308859825134
694,484,301,0.44756054878234863
695,484,303,0.2048739641904831
696,484,306,0.6805843710899353
697,484,308,0.3949870467185974
698,484,313,0.41635069251060486
699,484,316,0.39240339398384094
700,484,318,0.37378832697868347
701,484,321,0.3937108516693115
702,484,387,0.6407862901687622
703,485,101,0.6547436118125916
704,485,102,0.4202471673488617
705,485,103,0.34139856696128845
706,485,104,0.4045255780220032
707,485,105,0.41507863998413086
708,485,106,0.3963810205459595
709,485,107,0.40946975350379944
710,485,108,0.683795154094696
711,485,109,0.43036985397338867
712,485,110,0.6547686457633972
713,485,111,0.6924536228179932
714,485,112,0.6767482757568359
715,485,113,0.4197530746459961
716,485,115,0.6343988180160522
717,485,116,0.6918964982032776
718,485,118,0.4155002236366272
719,485,122,0.6940279603004456
720,485,123,0.6839099526405334
721,485,124,0.6780084371566772
722,485,125,0.6794774532318115
723,485,147,0.5583475828170776
724,485,152,0.4208805561065674
725,485,164,0.4167460799217224
726,485,171,0.4629497826099396
727,485,172,0.44897812604904175
728,485,175,0.45441675186157227
729,485,182,0.6016448140144348
730,485,204,0.64422607421875
731,485,301,0.46375444531440735
732,485,303,0.21191003918647766
733,485,306,0.6918068528175354
734,485,308,0.40799322724342346
735,485,313,0.4242509603500366
736,485,316,0.4058765769004822
737,485,318,0.3944036364555359
738,485,321,0.41359221935272217
739,485,387,0.6270262002944946
740,485,482,0.41815653443336487
741,486,101,0.4070143699645996
742,486,102,0.5585465431213379
743,486,103,0.3855304718017578
744,486,104,0.4600747525691986
745,486,105,0.5526975989341736
746,486,106,0.4479215443134308
747,486,107,0.45242568850517273
748,486,108,0.42941492795944214
749,486,109,0.7649343013763428
750,486,110,0.407002329826355
751,486,111,0.4393876791000366
752,486,112,0.42126667499542236
753,486,113,0.46551117300987244
754,486,115,0.41051146388053894
755,486,116,0.4261963963508606
756,486,118,0.4566161334514618
757,486,122,0.43302202224731445
758,486,123,0.42937663197517395
759,486,124,0.4147273600101471
760,486,125,0.4240468144416809
761,486,147,0.37252500653266907
762,486,152,0.47295767068862915
763,486,164,0.8527040481567383
764,486,171,0.45470303297042847
765,486,172,0.48535826802253723
766,486,175,0.5
767,486,182,0.4184250831604004
768,486,204,0.41931864619255066
769,486,301,0.5116787552833557
770,486,303,0.21014191210269928
771,486,306,0.4296570420265198
772,486,308,0.47244805097579956
773,486,313,0.5877704620361328
774,486,316,0.47980502247810364
775,486,318,0.5285755395889282
776,486,321,0.5398100018501282
777,486,387,0.4121110141277313
778,486,482,0.5619404911994934
779,486,484,0.4096109867095947
780,487,101,0.6305079460144043
781,487,102,0.4158158004283905
782,487,103,0.34639108180999756
783,487,104,0.40302783250808716
784,487,105,0.4072668254375458
785,487,106,0.38815438747406006
786,487,107,0.4064415991306305
787,487,108,0.842851996421814
788,487,109,0.4304700493812561
789,487,110,0.6306560039520264
790,487,111,0.6540724039077759
791,487,112,0.6573006510734558
792,487,113,0.4061793088912964
793,487,115,0.593586266040802
794,487,116,0.8288239240646362
795,487,118,0.4108521640300751
796,487,122,0.847666323184967
797,487,123,0.8428377509117126
798,487,124,0.5962467789649963
799,487,125,0.673492968082428
800,487,147,0.5568633675575256
801,487,152,0.4148769676685333
802,487,164,0.4140259325504303
803,487,171,0.4504404664039612
804,487,172,0.45040592551231384
805,487,175,0.4503853917121887
806,487,182,0.6039946675300598
807,487,204,0.6383605003356934
808,487,301,0.4381573498249054
809,487,303,0.20625774562358856
810,487,306,0.8520069122314453
811,487,308,0.41386041045188904
812,487,313,0.42919617891311646
813,487,316,0.4047240912914276
814,487,318,0.3778291344642639
815,487,321,0.4059204161167145
816,487,387,0.6289719343185425
817,487,482,0.4130360782146454
818,487,484,0.6541696786880493
819,487,485,0.6705290675163269
