uid,refseq_acc,primary_taxid,species_taxid,use
163691,GCF_000661955.1,216778,216778,True
163718,GCF_000025105.1,590168,93930,True
163818,GCF_000091305.1,680198,1930,False
163858,GCF_000091565.1,665029,552,True
163878,GCF_000093065.1,515618,401619,False
163918,GCF_000091325.1,637905,60217,True
1639531,GCF_003012735.1,2116704,2116704,True
1639551,GCF_003012705.1,1295366,1295366,False
1639571,GCF_003012775.1,2116700,2116700,True
1639581,GCF_003012815.1,614671,614671,False
1639591,GCF_003012745.1,2116701,2116701,True
1639611,GCF_003012795.1,347535,347535,True
163978,GCF_000092905.1,562970,33943,True
1641381,GCF_003012915.1,46127,46127,True
1641661,GCF_003012935.1,2067569,2067569,True
164191,GCF_000427425.1,935948,44256,True
1642181,GCF_003013245.1,90242,90242,True
164218,GCF_000092885.1,2654982,2654982,True
164298,GCF_000092505.1,762051,136609,True
1643001,GCF_900291955.1,2086583,2086583,True
1643011,GCF_900291985.1,2086577,2086577,False
1643021,GCF_900292045.1,2086575,2086575,True
1643031,GCF_900292075.1,2086576,2086576,True
164378,GCF_000092105.1,521674,120,True
1643811,GCF_003013395.1,2126352,2126352,True
1643871,GCF_003013475.1,2126350,2126350,True
164398,GCF_000092845.1,526224,84378,True
164418,GCF_000092865.1,446466,1711,True
1644851,GCF_900258035.1,1544861,1544861,True
164498,GCF_000092225.1,521096,2061,True
164578,GCF_000092245.1,572480,28199,True
1645911,GCF_900289115.1,2058291,2058291,True
1645921,GCF_900269665.1,2077092,2077092,True
1646001,GCF_003013675.1,43767,43767,True
1646011,GCF_003013695.1,2116657,2116657,False
164618,GCF_000092825.1,640132,286802,True
1646641,GCF_900312975.1,2086584,2086584,True
164878,GCF_000093025.1,666681,1055487,True
164918,GCF_000092965.1,583358,583357,False
1649261,GCF_003014445.1,77917,77917,True
1649271,GCF_003014435.1,1343159,1343159,True
1649281,GCF_003014475.1,1662395,1662395,True
1649301,GCF_003014485.1,645275,645275,False
1649311,GCF_003014535.1,1434707,1434707,True
1649331,GCF_003014575.1,1485585,1485585,True
1649341,GCF_003014595.1,363837,363837,True
1649351,GCF_003014615.1,267374,267374,True
1649371,GCF_003014655.1,1176648,1176648,False
1649381,GCF_003014675.1,390269,390269,True
1649391,GCF_003014695.1,1591085,1591085,True
1649401,GCF_003014715.1,517424,517424,False
1649411,GCF_003014735.1,1280637,1280637,True
1649421,GCF_003014755.1,536980,536980,True
164958,GCF_000092125.1,526227,52022,False
1649621,GCF_003015125.1,88688,88688,True
1649631,GCF_003015145.1,2115978,2115978,False
1649651,GCF_003015185.1,2021234,2021234,True
1649891,GCF_003015715.1,325776,56459,True
164998,GCF_000092205.1,589865,427923,True
165058,GCF_000092405.1,643648,86170,True
165078,GCF_000092425.1,649638,332249,True
165118,GCF_000092785.1,716544,71667,True
1651841,GCF_003019655.1,469618,856,True
1651851,GCF_003019675.1,861,861,True
1651861,GCF_003019695.1,469615,849,True
1651951,GCF_003019925.1,61647,61647,True
1651971,GCF_003019965.1,87883,87883,True
1652011,GCF_003020045.1,663278,253239,True
1652271,GCF_003020585.1,2116499,2116499,True
1653911,GCF_003023845.1,2072846,2072846,True
1653961,GCF_003024155.1,2126553,2126553,True
1653991,GCF_003024195.1,2109333,2109333,True
1654011,GCF_003024235.1,2058085,2058085,True
1654161,GCF_003024475.1,156980,156980,True
1654301,GCF_003024675.1,1982628,1982628,True
1654311,GCF_003024715.1,2126740,2126740,True
1654361,GCF_003024815.1,2094151,2094151,True
1654371,GCF_003024805.1,2094150,2094150,True
1654461,GCF_003025005.1,392717,392717,True
1654781,GCF_003025455.1,56192,56192,True
1654801,GCF_003025495.1,858640,858640,True
1654831,GCF_003025555.1,388278,388278,True
1654871,GCF_003025615.1,264736,264736,True
1655161,GCF_003026215.1,81447,81447,True
1655271,GCF_003026435.1,680026,680026,True
1655281,GCF_003026455.1,294936,294936,True
1655291,GCF_003026475.1,266810,266810,True
1655301,GCF_003026495.1,1342794,1342794,True
1655501,GCF_003026895.1,661,661,True
1656251,GCF_003028415.1,2136176,2136176,True
1656331,GCF_003028575.1,1684789,1684789,True
1656471,GCF_003028855.1,2072590,2072590,True
1656561,GCF_003029735.1,2126353,2126353,True
1656611,GCF_003029845.1,80868,80868,True
1656961,GCF_003030465.1,44139,59405,True
1657171,GCF_003030905.1,1680,1680,True
1657251,GCF_003031105.1,85698,85698,True
1658651,GCF_003034225.1,114404,114404,True
1661681,GCF_003034915.1,1776423,1776423,True
1669261,GCF_003044035.1,2033718,2033718,False
1669611,GCF_003044065.1,200989,200989,True
1674961,GCF_003044275.1,1328867,110936,True
1675721,GCF_003045775.1,2109328,2109328,True
1676031,GCF_003046295.1,185951,185951,True
1676041,GCF_003046315.1,1121389,500615,True
1676051,GCF_003046325.1,445629,445629,True
1676091,GCF_003046185.1,1122261,1122261,True
1676141,GCF_003046475.1,28320,28320,False
1676181,GCF_003046545.1,365340,365340,True
1676201,GCF_003046585.1,52441,52441,True
1676231,GCF_003046625.1,1639118,1639118,True
1676291,GCF_003046775.1,676599,676599,True
1676571,GCF_003047265.1,424797,424797,True
1676581,GCF_003047295.1,433648,433648,True
1676591,GCF_003047285.1,2072017,2072017,True
1677381,GCF_003049505.1,1071052,1071052,False
1677441,GCF_003049645.1,1239396,1239396,False
1677461,GCF_003049665.1,1130819,1130819,True
1677511,GCF_003049725.1,2059724,2059724,True
1677521,GCF_003049765.1,1904463,1904463,True
1677941,GCF_003050615.1,1735121,1735121,True
1678021,GCF_001612705.2,515393,515393,True
1678051,GCF_003050705.1,185949,185949,True
1678061,GCF_003050755.1,1295612,1295612,True
1678081,GCF_003050785.1,1651082,1651082,True
1678141,GCF_003050905.1,43057,43057,True
1678221,GCF_003051055.1,1077255,1077255,True
1678231,GCF_003051085.1,382641,382641,True
1678261,GCF_003051865.1,57480,57480,True
1678451,GCF_003052265.1,2029166,2029166,True
1678461,GCF_003052295.1,2052942,2052942,True
1678611,GCF_003052585.1,2161748,2161748,True
1678621,GCF_003052605.1,404407,404407,False
1679271,GCF_003053725.1,453584,453584,False
1679301,GCF_003053745.1,185950,185950,True
1679341,GCF_003053845.1,665038,665038,True
1679431,GCF_003054005.1,404875,404875,True
1679441,GCF_003054025.1,327575,327575,True
1679451,GCF_003054045.1,34087,34087,True
1679461,GCF_003054055.1,1649266,1649266,True
1679521,GCF_003054175.1,1267769,1267769,True
1679531,GCF_003054195.1,589035,589035,True
1679541,GCF_003054225.1,703340,703340,True
1679551,GCF_003054245.1,1242148,1242148,True
1679561,GCF_003054265.1,701523,701523,True
1679571,GCF_003054285.1,1510457,1510457,True
1679721,GCF_003054475.1,1914872,70799,False
1679981,GCF_003055045.1,46224,46224,True
1680261,GCF_003055625.1,2162713,2162713,True
1680491,GCF_003056015.1,1903953,1903953,False
1680621,GCF_001639105.2,1226968,1226968,True
1680631,GCF_003056305.1,370769,370769,True
1680651,GCF_003056355.1,2082392,2082392,True
1680661,GCF_003056335.1,2079229,2079229,True
1680671,GCF_003056345.1,1173082,1173082,True
1680681,GCF_003056405.1,2079253,2079253,True
1680881,GCF_003056725.1,1911570,1911570,False
1681301,GCF_003057615.1,914327,914327,False
1681431,GCF_003057875.1,2133958,2133958,True
1681441,GCF_003057865.1,2162892,2162892,True
1681451,GCF_003057885.1,2136177,2136177,True
1681481,GCF_003057965.1,1794699,1794699,True
1681541,GCF_003058085.1,1286148,1286148,True
1681671,GCF_003058325.1,2051553,2051553,True
1681731,GCF_003058465.1,2163011,2163011,True
1683061,GCF_003061265.1,747,747,True
1683571,GCF_003062295.1,634784,634784,False
1684041,GCF_003063245.1,1912877,1912877,True
1684071,GCF_003063295.1,1912876,1912876,False
1684151,GCF_003063455.1,1293052,540061,True
1684161,GCF_003063475.1,323423,323423,True
1685031,GCF_003065365.1,556054,556054,True
1685041,GCF_003065385.1,556053,556053,True
1685051,GCF_003065405.1,2080740,2080740,True
1685061,GCF_003065425.1,2079792,2079792,True
1685151,GCF_003065605.1,2079793,2079793,True
1686201,GCF_003067705.1,2144185,2144185,False
168671,GCF_000671395.1,1461693,1461693,True
1687861,GCF_003070665.1,70611,70611,True
1687991,GCF_003070865.1,2079535,2079535,True
1688001,GCF_003070885.1,2080742,2080742,True
1688081,GCF_003071065.1,2152717,2152717,True
1688141,GCF_003071345.1,2169414,2169414,True
1688161,GCF_003071385.1,1335309,1335309,True
1688171,GCF_003071405.1,1075,1075,True
1688481,GCF_003072065.1,2170577,2170577,True
1688521,GCF_003072125.1,2170575,2170575,True
1688691,GCF_003072465.1,1576550,1576550,False
1688701,GCF_003072485.1,1802984,1802984,False
1688711,GCF_003072505.1,556055,556055,True
1688751,GCF_003072645.1,2047966,2047966,True
1688981,GCF_003073115.1,2073160,2073160,True
1688991,GCF_003073135.1,2052804,2052804,True
1689011,GCF_003073175.1,2171554,2171554,False
1689451,GCF_003074055.1,1827580,1827580,True
1689501,GCF_003074135.1,591198,591198,True
1689671,GCF_001270065.2,1293045,540060,True
1689891,GCF_003075035.1,2059725,2059725,False
1689921,GCF_003075095.1,2171622,2171622,True
1690241,GCF_003076455.1,1355330,1355330,True
1690251,GCF_003076475.1,1678728,1678728,True
1690271,GCF_003076515.1,323284,323284,False
1690311,GCF_003076595.1,1964448,1964448,False
1690681,GCF_003094615.1,2172650,2172650,True
1691941,GCF_900343135.1,2094145,2094145,True
1692021,GCF_900302505.1,1695997,1695997,True
1692031,GCF_900302495.1,1639689,1639689,True
1692041,GCF_900302485.1,1639690,1639690,True
1692051,GCF_900302475.1,1542388,1542388,True
1692061,GCF_900302465.1,1510460,1510460,True
1692071,GCF_900302445.1,1501240,1501240,False
1692101,GCF_900312995.1,2100822,2100822,True
1692671,GCF_900343095.1,2161821,2161821,False
1692691,GCF_900343145.1,2161816,2161816,True
1692701,GCF_900343155.1,2161814,2161814,True
1692801,GCF_003096035.1,2175091,2175091,True
1692821,GCF_003096075.1,546160,546160,True
1692831,GCF_003096095.1,139021,139021,True
1692851,GCF_003096175.1,332101,332101,True
1692861,GCF_003096195.1,1796921,1796921,True
1692871,GCF_003096215.1,35841,35841,False
1692881,GCF_003097315.1,2080658,2080658,True
1692971,GCF_003097495.1,2173173,2173173,False
1692981,GCF_003097515.1,2174846,2174846,True
1692991,GCF_003097535.1,2172098,2172098,True
1693011,GCF_003097575.1,135569,135569,False
1693061,GCF_003100395.1,1296669,1296669,True
1693081,GCF_003101015.1,189834,189834,False
1693321,GCF_003112435.1,1825523,1825523,True
1693361,GCF_003112515.1,67301,67301,True
1693371,GCF_003112535.1,68264,68264,True
1693381,GCF_003112555.1,285562,285562,False
1693391,GCF_003112575.1,285564,285564,True
1693401,GCF_003112595.1,194673,194673,True
1693441,GCF_003112675.1,1917820,1917820,True
1693471,GCF_003112735.1,1445552,1445552,False
1693491,GCF_003112775.1,154654,154654,False
1693581,GCF_003113265.1,428,428,True
1693601,GCF_003113315.1,2079791,2079791,True
1693891,GCF_003113895.1,2005467,1178,False
1694141,GCF_003114815.1,1917822,1917822,True
1694161,GCF_003114855.1,1917863,1917863,True
1694641,GCF_003115815.1,1508507,1509241,True
1694791,GCF_003116135.1,568898,568898,False
1695131,GCF_003116585.1,2174228,2174228,False
1695361,GCF_003116815.1,2172652,2172652,True
1695411,GCF_003116835.1,2169526,2169526,True
1698201,GCF_003121295.1,67339,67339,True
1698341,GCF_003121585.1,2670337,2670337,True
1698361,GCF_003121625.1,2666047,2666047,True
1698481,GCF_003121895.1,2182793,2182793,True
1698501,GCF_003121925.1,472583,472583,True
1698531,GCF_003121985.1,2162893,2162893,True
1698581,GCF_003122085.1,2135793,2135793,False
1698641,GCF_003122215.1,2184063,2184063,True
1698701,GCF_003122325.1,2182425,2182425,False
1698731,GCF_003122385.1,2183896,2183896,True
1698751,GCF_003122425.1,1878942,1878942,False
1699341,GCF_003123685.1,2144174,2144174,True
1699351,GCF_003123725.1,2175229,2175229,True
1699371,GCF_003123745.1,2175228,2175228,True
1699461,GCF_003011895.2,1524097,1524097,True
1699671,GCF_003124125.1,2024736,2024736,True
1700021,GCF_001991075.2,1561,1561,True
1700491,GCF_003129465.1,2068657,2068657,True
1700501,GCF_003129485.1,2100726,2100726,True
1700541,GCF_003129565.1,1914409,1914409,True
1700581,GCF_003129605.1,2162714,2162714,True
1700731,GCF_003129905.1,2052941,2052941,True
1700741,GCF_003129925.1,1630173,1630173,True
1700891,GCF_003130255.1,2025884,2025884,True
1700981,GCF_003130405.1,2173175,2173175,True
1701041,GCF_003130545.1,332186,332186,True
1701061,GCF_003130585.1,2182385,2182385,True
1701151,GCF_003130795.1,2202148,2202148,True
1701731,GCF_003076135.1,2138300,2138300,True
1701831,GCF_003076755.1,2172121,2172121,True
1703521,GCF_003096275.1,2175090,2175090,True
1703561,GCF_003096355.1,1765052,1765052,True
1703581,GCF_003096415.1,172901,172901,True
1703661,GCF_003096575.1,1505726,1505726,True
1703691,GCF_003096635.1,46507,46507,True
1703711,GCF_003096655.1,1484056,1484056,True
1703721,GCF_003096695.1,1884669,1884669,True
1703731,GCF_003096675.1,663609,663609,True
1703791,GCF_003096815.1,1703337,1703337,True
1703801,GCF_003096835.1,1537566,1537566,True
1703821,GCF_003096875.1,219649,219649,False
1703851,GCF_003096955.1,322609,322609,False
1703881,GCF_003096995.1,1122935,756,False
1704041,GCF_003097615.1,2171751,2171751,True
1704051,GCF_003097635.1,2169410,2169410,True
1704061,GCF_003097655.1,2169409,2169409,True
1704081,GCF_003104955.1,1803913,1803913,True
1704701,GCF_002250945.2,580165,580165,True
1705051,GCF_003131185.1,1839709,1839709,False
1705061,GCF_003131205.1,1002691,1002691,False
1705981,GCF_900042765.1,1337886,47679,True
1708821,GCF_900323885.1,1955414,1955412,False
1709671,GCF_900312785.1,285279,285279,True
1711881,GCF_003143535.1,2516557,2516557,True
1711891,GCF_003143555.1,2183582,2183582,True
1711991,GCF_003143755.1,2100723,2100723,True
1712221,GCF_003144315.1,1765684,1765684,True
1712251,GCF_003144405.1,2050966,2050966,True
1712321,GCF_003144555.1,2050967,2050967,True
1712771,GCF_900149755.1,1631247,1631247,False
1716121,GCF_002266435.2,1404768,1404768,True
1716161,GCF_003148385.1,2201181,2201181,True
1716201,GCF_003148495.1,381,381,True
1716211,GCF_003148465.1,515440,515440,True
1716221,GCF_003148475.1,93369,93369,False
1716231,GCF_003148525.1,946678,946678,True
1716251,GCF_003148565.1,378543,378543,True
1716261,GCF_003148585.1,498,498,True
1716281,GCF_003148625.1,591202,591202,True
1716291,GCF_003148645.1,570520,570520,False
1716301,GCF_003148665.1,429344,429344,True
1716341,GCF_003148745.1,523701,523701,True
1716361,GCF_003148865.1,531938,531938,False
1716371,GCF_003148775.1,164332,164332,False
1716401,GCF_003148885.1,1945871,1945871,True
1716411,GCF_003148935.1,574096,574096,True
1716441,GCF_003148845.1,468058,468058,True
1716491,GCF_003149085.1,1082580,1082580,True
1716561,GCF_003149185.1,379075,379075,True
1716591,GCF_003149245.1,1544,1544,False
1716601,GCF_003148905.1,155197,155197,True
1716681,GCF_003149455.1,2164099,2164099,True
1716711,GCF_003149515.1,1850093,1850093,True
1716721,GCF_003149535.1,2201899,2201899,False
1716751,GCF_003112995.1,1263550,1263550,True
1716951,GCF_003149745.1,2201895,2201895,True
1717071,GCF_900323515.1,2126983,2126983,True
1717581,GCF_003150675.1,2079485,2079485,True
1717701,GCF_003150935.1,303541,303541,True
1717741,GCF_003151025.1,1218493,1218493,False
1717781,GCF_002899825.2,475075,475075,True
1717791,GCF_002899895.1,741074,741074,True
1717831,GCF_003151135.1,2182787,2182787,True
1718291,GCF_000196875.2,768066,2746,True
1722501,GCF_003160695.1,2201891,2201891,True
1723271,GCF_900324035.1,1549949,1549949,True
1724081,GCF_900186025.1,82995,82995,True
1724131,GCF_900015215.1,1115758,1115758,True
1728301,GCF_003171655.1,2676234,2676234,False
1728311,GCF_003171675.1,1821036,1821036,True
1728341,GCF_003171715.1,2202251,2202251,True
1728951,GCF_003172875.1,1247513,1247513,True
1728961,GCF_003172895.1,1481894,1481894,True
1729001,GCF_003172975.1,1310,1310,True
1729021,GCF_003173015.1,2202254,2202254,True
1729031,GCF_003173035.1,2211142,2211142,True
1729041,GCF_003173055.1,1264899,1264899,True
1729301,GCF_003173575.1,2203212,2203212,False
1729311,GCF_003173595.1,651869,651869,True
1729321,GCF_003173615.1,2184016,2184016,False
1729361,GCF_003173695.1,1218494,1218494,False
1729371,GCF_003173715.1,2202825,2202825,True
1729381,GCF_003173735.1,2202828,2202828,True
1729391,GCF_003173755.1,2202827,2202827,True
1729931,GCF_002356555.2,1052,1052,True
1730911,GCF_003176735.1,1450148,1450148,True
1730981,GCF_003176875.1,28082,28082,True
1730991,GCF_003176895.1,178340,178340,True
1731001,GCF_003176915.1,247481,247481,False
1731071,GCF_003177055.1,1128330,380,True
1731171,GCF_003177275.1,2203219,2203219,True
1731721,GCF_003182095.1,886464,886464,True
1731741,GCF_003182135.1,236511,236511,True
1731811,GCF_003182255.1,375489,375489,True
1731821,GCF_003182275.1,274592,274592,True
1731861,GCF_003182375.1,1165852,1165852,True
1731891,GCF_003182415.1,909613,909613,False
1731921,GCF_003182485.1,1137989,1137989,True
1731931,GCF_003182475.1,451513,451513,True
1731971,GCF_003182595.1,2017681,2017681,True
1732331,GCF_900411375.1,1987503,1987503,True
1733841,GCF_003185655.1,2174842,2174842,True
1733981,GCF_003185915.1,291045,291045,True
1735891,GCF_003194385.1,1635171,1635171,True
1735981,GCF_003194605.1,1735589,1735589,True
1735991,GCF_003194625.1,1542435,1542435,True
1736001,GCF_003194585.1,1046556,1046556,True
1739251,GCF_003201205.1,985250,985250,False
1739321,GCF_003201285.1,1763509,1763509,True
1739371,GCF_003201355.1,1605892,1605892,True
1739471,GCF_003201605.1,621096,621096,True
1739481,GCF_003201595.1,744406,744406,True
1739541,GCF_003201715.1,1122991,228603,True
1739591,GCF_003201815.1,401470,401470,True
1739601,GCF_003201855.1,1054498,1054498,True
1739631,GCF_003201875.1,1096246,1096246,True
1739651,GCF_003201955.1,34015,34015,False
1739661,GCF_003201975.1,1494959,1494959,True
1739691,GCF_003202035.1,332411,332411,True
1739711,GCF_003202065.1,228006,228006,True
1739751,GCF_003202165.1,1387883,1387883,True
1739761,GCF_003202155.1,2184082,2184082,True
1739851,GCF_003202405.1,2211445,2211445,True
1739871,GCF_003202435.1,2212651,2212651,True
1739951,GCF_900380485.1,614070,614070,True
1740031,GCF_900379685.1,1516159,1516159,True
1740061,GCF_900403705.1,1436998,1436998,False
1740271,GCF_003150835.1,2201350,2201350,True
1740651,GCF_002218045.2,76258,76258,True
1740901,GCF_003204135.1,587,587,True
1740931,GCF_003204205.1,1547597,1547597,True
1741431,GCF_003205195.1,1986026,1986026,True
1741591,GCF_003205515.1,2200892,2200892,True
1741631,GCF_003205615.1,2116518,2116518,False
1741681,GCF_003205575.1,565073,565073,False
1741781,GCF_003205875.1,2094568,2094568,True
1741891,GCF_003206065.1,1949081,1949081,True
1741901,GCF_003206045.1,1949085,1949085,True
1741911,GCF_003206055.1,2021998,2021998,True
1741921,GCF_003206115.1,404433,404433,True
1741931,GCF_003206135.1,430457,430457,True
1741941,GCF_003206155.1,184065,184065,True
1741981,GCF_003208175.1,1121337,396504,True
1742061,GCF_003208435.1,696760,696760,True
1742161,GCF_003208655.1,1241337,1241337,True
1742241,GCF_003208215.1,491949,491949,True
174351,GCF_000682675.1,1280941,1280941,True
174361,GCF_000682695.1,1280947,1280947,True
1743691,GCF_003206575.1,1949083,1949083,True
174371,GCF_000682715.1,1280948,1280948,True
1743721,GCF_003206615.1,1541440,1541440,True
1743731,GCF_003206645.1,1949082,1949082,True
1743751,GCF_003206695.1,1808881,1808881,True
1743761,GCF_003206715.1,1267424,1267424,True
174391,GCF_000682755.1,1280946,1280946,True
1744251,GCF_003207695.1,357240,357240,True
1744331,GCF_003207865.1,1053551,1053551,True
1744341,GCF_003207895.1,215220,215220,True
1745761,GCF_003213775.1,336810,336810,False
1747491,GCF_003217075.1,321895,321895,False
1747531,GCF_003217155.1,198480,198480,True
1747561,GCF_003217215.1,262005,262005,True
1747571,GCF_003217235.1,314237,314237,True
1747581,GCF_003217255.1,1795041,1795041,True
1747611,GCF_003217295.1,1202712,1202712,True
1747621,GCF_003217325.1,99655,99655,True
1747631,GCF_003217355.1,1054202,1054202,True
1747681,GCF_003217475.1,882452,882452,True
1747711,GCF_003217515.1,694435,309889,True
1747741,GCF_003217575.1,54067,54067,True
1747841,GCF_003217775.1,2211139,2211139,True
1748841,GCF_003219795.1,92442,92442,True
1748851,GCF_003219815.1,670078,670078,True
1752031,GCF_003226255.1,263723,263723,True
1752061,GCF_003226325.1,2045207,2045207,True
1752071,GCF_003226345.1,2045244,2045244,False
1752201,GCF_003226565.1,1121029,41977,True
1752251,GCF_003226695.1,164514,164514,False
175501,GCF_000684975.1,1218074,660537,True
175521,GCF_000685015.1,1218075,765414,True
175531,GCF_000685035.1,1218076,386056,True
1755351,GCF_003096015.2,2172103,2172103,False
1755381,GCF_000008865.2,386585,562,True
1755501,GCF_003231285.1,2218621,2218621,True
1755511,GCF_003231275.1,2213017,2213017,False
175551,GCF_000685075.1,1218083,614212,True
1755521,GCF_003231305.1,2213015,2213015,True
175621,GCF_000685215.1,1280952,86,True
175631,GCF_000685235.1,1280949,81029,True
175641,GCF_000685255.1,1280951,81030,False
175651,GCF_000685275.1,1280950,81031,True
175661,GCF_000685295.1,1280953,81033,True
1756691,GCF_003233655.1,682998,682998,True
1756711,GCF_003233695.1,1605891,1605891,True
175671,GCF_000685315.1,1280954,74319,True
1756771,GCF_003233845.1,1803190,1803190,True
1757281,GCF_003234935.1,2219161,2219161,True
1757301,GCF_003234965.1,2650924,2650924,True
1757901,GCF_003236175.1,1649169,1649169,False
1757931,GCF_003236295.1,2670374,2670374,True
1757951,GCF_003236315.1,1655439,1655439,False
1757971,GCF_003236335.1,2070366,2070366,True
1758121,GCF_003236385.1,2666298,2666298,True
175961,GCF_000685865.1,1397700,132920,True
175981,GCF_000685905.1,1408467,2122,True
175991,GCF_000685925.1,1408450,173365,True
1760061,GCF_003240565.1,2041385,2041385,True
1760071,GCF_003240585.1,484088,484088,True
176051,GCF_000686045.1,570967,1121830,True
1761301,GCF_003243025.1,130049,130049,False
1761931,GCF_003244315.1,2607479,2607479,False
1762211,GCF_003244875.1,2860290,2860290,True
1762461,GCF_003245365.1,1458358,1458358,True
176281,GCF_000686525.1,1121413,53245,True
176311,GCF_000686585.1,1408465,114884,True
176341,GCF_000686645.1,1121430,42471,True
176351,GCF_000686665.1,1121333,341225,True
176371,GCF_000686705.1,1121319,349933,True
176381,GCF_000686725.1,1121293,91623,True
176458,GCF_000152725.1,252305,314255,False
176461,GCF_000686885.1,1121896,503361,True
176471,GCF_000686905.1,1122211,217169,True
176581,GCF_000687145.1,1312852,1312852,True
176611,GCF_000687165.1,1408420,862720,True
1766341,GCF_002220865.2,1977292,1977292,True
1766521,GCF_003253435.1,51363,51363,True
1766551,GCF_003253485.1,475299,475299,True
1766571,GCF_003253545.1,213248,213248,True
1766661,GCF_003253705.1,990373,990373,False
1766681,GCF_003253745.1,1300272,1300272,False
1766691,GCF_003253775.1,1769,1769,False
1766801,GCF_003253995.1,568105,568105,True
1766811,GCF_003254015.1,328515,328515,True
1766841,GCF_003254055.1,237019,237019,True
1766861,GCF_003254115.1,1004304,1004304,True
1766881,GCF_003254155.1,1461,1461,True
1766891,GCF_003254175.1,576117,576117,True
1766961,GCF_003254275.1,990,990,True
1766971,GCF_003254335.1,402884,402884,True
1766981,GCF_003254355.1,57028,57028,True
1767021,GCF_003254465.1,2056810,2056810,True
1767031,GCF_003254475.1,2170551,2170551,True
1767041,GCF_003254505.1,1813876,1813876,True
1767051,GCF_003254525.1,1445034,1445034,True
1767061,GCF_003254545.1,1685414,1685414,True
1767071,GCF_003254585.1,2211133,2211133,True
1767091,GCF_003254575.1,2212479,2212479,False
1767101,GCF_003254625.1,687844,687844,True
1767111,GCF_003254645.1,2067813,2067813,True
1767121,GCF_003254665.1,2185141,2185141,True
1767141,GCF_003254705.1,1914756,1914756,True
1767171,GCF_003254745.1,2217670,2217670,True
176778,GCF_000152885.1,314276,190892,True
176801,GCF_000687535.1,1449345,59617,True
176811,GCF_000687555.1,1410651,36832,True
1768961,GCF_003258295.1,2219663,2219663,True
1768991,GCF_003258315.1,1548548,1548548,True
176901,GCF_000687735.1,1408415,264634,True
1769021,GCF_003258365.1,2211146,2211146,True
1769031,GCF_003258355.1,2219045,2219045,True
1769191,GCF_003258515.1,2201898,2201898,True
176921,GCF_000687775.1,1408461,35768,True
1769271,GCF_003258595.1,2184697,2184697,True
176931,GCF_000687795.1,1408471,33924,True
1769321,GCF_003258705.1,1784714,1784714,True
176941,GCF_000687815.1,1408459,114882,True
1769421,GCF_003258865.1,29409,29409,True
1769471,GCF_003258945.1,2230885,2230885,False
1769501,GCF_003259155.1,2202654,2202654,True
1769511,GCF_003259185.1,2202653,2202653,True
176951,GCF_000687835.1,1408417,2150,True
1769521,GCF_003259175.1,2202418,2202418,True
1769531,GCF_003259195.1,2202419,2202419,True
1769551,GCF_003259265.1,49280,49280,True
1769571,GCF_003259255.1,2202829,2202829,True
1769591,GCF_003259335.1,331697,331697,True
1769601,GCF_003259375.1,440515,440515,True
1769641,GCF_003259435.1,1539050,1539050,True
1769651,GCF_003259445.1,531312,531312,True
1769681,GCF_003259505.1,291403,291403,True
1769691,GCF_003259525.1,639310,639310,True
176971,GCF_000687875.1,1408419,525,True
1769731,GCF_003259615.1,188932,188932,True
1769781,GCF_003259745.1,643671,643671,True
176978,GCF_000152985.1,398720,360293,True
1769811,GCF_003259835.1,1236486,1236486,True
1769821,GCF_003259845.1,1287878,1287878,True
1769861,GCF_003259935.1,581036,581036,True
1769871,GCF_003259955.1,1293442,1293442,True
1769931,GCF_003260015.1,2164074,2164074,True
1770001,GCF_900465355.1,2026885,2026885,False
1770091,GCF_900478135.1,158841,158841,True
177011,GCF_000687955.1,1392497,1540,True
1770281,GCF_003259695.1,1902580,1902580,True
1770561,GCF_900474605.1,44008,44008,True
1770751,GCF_900475025.1,1345,1345,True
1770911,GCF_003260095.1,2094024,2094024,False
1771081,GCF_900475445.1,889201,45634,True
1771261,GCF_900475315.1,483,483,True
1771301,GCF_900475405.1,40324,40324,True
1771491,GCF_900475835.1,43674,43674,True
1771501,GCF_900475675.1,150055,150055,True
177151,GCF_000688235.1,1123355,64973,True
1771521,GCF_900477945.1,726,726,True
1771601,GCF_900475855.1,333962,333962,True
177161,GCF_000688255.1,1123255,80882,True
1771621,GCF_003260125.1,2211119,2211119,True
1771701,GCF_900475975.1,1338,1338,True
1771741,GCF_900477975.1,38289,38289,True
177181,GCF_000688295.1,1122614,375761,True
1771881,GCF_900478045.1,38301,38301,True
1771891,GCF_900478035.1,1724,1724,True
1771921,GCF_900475915.1,28264,28264,True
1771941,GCF_900478165.1,1467,1467,True
1771971,GCF_900475885.1,197575,197575,True
1772031,GCF_900478115.1,38310,38310,True
1772051,GCF_900476215.1,217,217,True
1772141,GCF_900476035.1,888057,739,True
1772151,GCF_900476255.1,393921,393921,True
1772171,GCF_003260205.1,2023240,2023240,True
1772181,GCF_003260195.1,2138210,2138210,True
177218,GCF_000153105.1,314230,124,True
177231,GCF_000688395.1,1121020,479106,True
177241,GCF_000688415.1,1121368,37637,True
1772431,GCF_003260975.1,1795355,1795355,True
1772471,GCF_003261055.1,2184053,2184053,False
177261,GCF_000688455.1,1382359,1382359,True
1772781,GCF_003261635.1,2185285,2185285,True
177301,GCF_000688515.1,1120956,209897,True
1773651,GCF_003263355.1,203274,203274,False
177378,GCF_000153185.1,314283,374838,True
