uid,refseq_acc,primary_taxid,species_taxid,use
10002351,GCF_018278905.1,886343,886343,True
1000421,GCF_001990485.1,660294,660294,True
10005961,GCF_018283645.1,977794,977794,True
1000651,GCF_001991015.1,237610,237610,True
10006551,GCF_018286635.1,1592790,1592790,True
10006591,GCF_018288855.1,58169,58169,True
10006681,GCF_018289355.1,821,821,True
10006851,GCF_018292125.1,246787,246787,True
10006871,GCF_018292165.1,997890,820,True
10014241,GCF_018304805.1,2821542,2851959,False
10014251,GCF_018304825.1,2821543,2821543,False
10014701,GCF_018304965.1,1940615,1940615,True
10018731,GCF_018309165.1,1396,1396,True
10019851,GCF_018310345.1,1944633,1944633,True
10026091,GCF_018323985.1,208224,208224,False
10026151,GCF_018324105.1,202951,202951,True
10026191,GCF_018324205.1,122358,122358,True
10026231,GCF_018324255.1,338584,338584,False
10026281,GCF_018324385.1,1682490,1682490,False
10026431,GCF_018324685.1,390989,390989,True
10027351,GCF_018326425.1,1125966,1125966,True
1002771,GCF_001995215.1,1238180,36819,True
1002781,GCF_001995255.1,252474,252474,True
10027961,GCF_018327645.1,2201249,2201249,True
1002811,GCF_900156895.1,1631249,1631249,False
1002821,GCF_900162615.1,84407,84407,False
1002931,GCF_900162645.1,1918946,1918946,True
1003011,GCF_900156865.1,1926280,1926280,False
10030481,GCF_018332455.1,69208,69208,True
10030581,GCF_018332655.1,47988,47988,True
10030601,GCF_018332695.1,571911,571911,True
10030611,GCF_018332715.1,113560,113560,True
10030731,GCF_018332955.1,217495,217495,False
1003081,GCF_900156915.1,1926277,1926277,False
10030851,GCF_018333155.1,54915,54915,True
10030861,GCF_018333175.1,557555,557555,True
10030891,GCF_018333235.1,545502,545502,False
10030911,GCF_018333255.1,2716884,2716884,False
10030941,GCF_018333315.1,116718,116718,False
10030951,GCF_018333335.1,237530,237530,False
10030971,GCF_018333375.1,157839,157839,False
1003171,GCF_900155615.1,1852384,1852384,True
10032341,GCF_018335475.1,442969,442969,False
1003271,GCF_900155555.1,1871012,1871012,False
1003391,GCF_900155685.1,1870990,1870990,True
1003411,GCF_900155635.1,1871033,1871033,True
1003581,GCF_900162695.1,480071,480071,False
10036501,GCF_018343795.1,2827233,2827233,False
1003671,GCF_900162815.1,1945520,1945520,False
10038231,GCF_902807005.1,2681469,2681469,True
10038241,GCF_902806995.1,2681470,2681470,True
1003931,GCF_900162825.1,1945521,1945521,False
1004141,GCF_900163965.1,1123498,184755,True
1004431,GCF_001995985.1,390883,390883,True
1004451,GCF_001996005.1,414286,414286,True
1004521,GCF_001996165.1,334715,334715,True
1004531,GCF_001996185.1,272773,51367,True
10046351,GCF_018362975.1,2055889,2055889,True
10046371,GCF_018363015.1,1795,1795,True
10046401,GCF_018363075.1,2100821,2100821,True
10046841,GCF_901485605.1,90730,90730,True
10048231,GCF_907165215.1,76633,76633,True
1005101,GCF_001997345.1,1332264,1332264,True
1005121,GCF_001997385.1,1940790,1940790,True
1005841,GCF_001998825.1,1908257,1908257,True
1005861,GCF_001998865.1,399497,399497,True
1005911,GCF_001998965.1,1908260,1908260,True
10060161,GCF_018380615.1,2133767,2133767,True
1006041,GCF_001999225.1,247523,247523,True
1006081,GCF_001999305.1,1907939,1907939,True
1006161,GCF_001999465.1,255247,255247,True
10062351,GCF_018383905.1,1114875,1114875,False
10062361,GCF_018122625.2,1776034,1776034,False
1006291,GCF_001999725.1,1888890,1888890,True
1006311,GCF_001999765.1,1531955,1531955,True
1006401,GCF_001999905.1,2213202,2213202,False
1006421,GCF_001999945.1,260552,260552,False
1006431,GCF_001999965.1,1851148,1851148,True
1006501,GCF_002000055.1,1792834,1792834,True
1006511,GCF_002000085.1,1911682,1911682,True
1006541,GCF_002000125.1,1908258,1908258,True
10065701,GCF_018389385.1,2778476,2857077,True
1006711,GCF_002000365.1,108003,108003,True
10067401,GCF_018390555.1,459519,459519,True
1006741,GCF_002000425.1,1908263,1908263,True
10067421,GCF_018390605.1,1282440,1282440,True
10067451,GCF_018390635.1,2579970,2579970,False
10067461,GCF_018390645.1,518825,518825,True
10067471,GCF_018390695.1,1937790,1937790,True
10067491,GCF_018390735.1,76009,76009,True
1006771,GCF_002000485.1,1906745,1906745,True
10067791,GCF_018394335.1,712036,712036,True
10071501,GCF_018398275.1,28210,28210,True
10071531,GCF_018398355.1,1743235,1743235,True
10071571,GCF_018398425.1,1424203,1424203,False
10071591,GCF_018398475.1,2056231,2056231,True
10071721,GCF_018398935.1,1123043,1123043,True
10073791,GCF_018403085.1,862114,862114,True
10073841,GCF_018403185.1,429341,429341,False
10073911,GCF_018403325.1,1476024,1476024,False
10073921,GCF_018403345.1,307580,307580,False
10074081,GCF_018403665.1,1658519,1658519,True
10074091,GCF_018403685.1,1572762,1572762,True
10074121,GCF_018403745.1,1281486,1281486,True
10074131,GCF_018403765.1,1652957,1652957,True
10075361,GCF_018406465.1,1796635,1796635,True
10075431,GCF_018406605.1,2675101,2675101,False
10075451,GCF_018406645.1,2675059,2675059,False
10076871,GCF_018409485.1,70346,70346,True
10076931,GCF_018409545.1,553982,553982,False
10079181,GCF_907163105.1,2004710,2004710,False
10079451,GCF_018415665.1,400946,400946,True
10082351,GCF_018420025.1,2789015,2789015,False
1008281,GCF_002003465.1,1674942,1674942,True
1008391,GCF_002003665.1,1539051,1539051,True
10084651,GCF_018424625.1,2571221,2571221,True
1009141,GCF_002005145.1,1833852,1833852,True
1009151,GCF_002005165.1,1471761,1471761,True
1009231,GCF_002005305.1,225848,225848,True
1009261,GCF_001940525.2,1915078,1915078,True
10096591,GCF_018448885.1,1004165,1004165,True
10096611,GCF_018448935.1,1208607,1208607,True
10096631,GCF_018448965.1,1004166,1004166,True
10097101,GCF_018449405.1,1237105,1237105,False
10097511,GCF_018454455.1,323653,323653,False
10097521,GCF_018454475.1,225363,225363,False
10098151,GCF_018457175.1,1591409,1591409,True
10099001,GCF_018459925.1,160826,160826,False
10100051,GCF_018467115.1,260915,260915,False
10100061,GCF_018467135.1,260917,260917,False
10110611,GCF_018476645.1,1549647,1549647,True
10110711,GCF_018476885.1,60036,60036,True
10110721,GCF_018476905.1,1114878,1114878,True
10116451,GCF_018491655.1,65958,65958,True
10116491,GCF_018491735.1,2748871,2748871,False
10116501,GCF_018491765.1,1774954,1774954,True
10118951,GCF_018494035.1,1544696,1544696,True
10118961,GCF_018494055.1,1544694,1544694,True
10118981,GCF_018494085.1,1544695,1544695,True
10120481,GCF_018499185.1,150054,102684,True
10121161,GCF_018500185.1,702568,702568,False
10121851,GCF_018501225.1,40983,40983,True
1012291,GCF_002005405.1,708126,708126,True
10123041,GCF_018501965.1,2282419,2282419,True
1012321,GCF_002005465.1,320497,320497,True
1012331,GCF_002005485.1,318683,318683,True
1012681,GCF_002006215.1,84029,84029,False
1012691,GCF_002006235.1,1551,1551,False
1012741,GCF_002006345.1,29367,29367,True
1012751,GCF_002006355.1,1121310,36839,False
1012951,GCF_002006755.1,1157986,1157986,True
1012961,GCF_002006795.1,1940240,1940240,True
1013061,GCF_002006995.1,1926881,1926881,True
1013391,GCF_002007645.1,1936003,1936003,True
10133971,GCF_018531165.1,155042,155042,True
10133991,GCF_018531195.1,44671,44671,True
1013711,GCF_002008225.1,1183413,1183413,False
1013761,GCF_002008345.1,1962263,1962263,True
10138181,GCF_007197895.2,2650157,2650157,True
10140631,GCF_018551565.1,271881,271881,True
1014091,GCF_002009015.1,927787,927787,True
10142001,GCF_018555315.1,2803379,2803379,False
1014201,GCF_002009235.1,1598147,1598147,True
10142111,GCF_018555685.1,1035067,1035067,False
1014231,GCF_002009295.1,265960,265960,True
1014341,GCF_001932995.2,622,622,True
1014611,GCF_002009735.1,183,183,True
1014671,GCF_002009845.1,100053,100053,True
10155091,GCF_018582665.1,859144,859144,True
1015901,GCF_000785105.2,1138822,1138822,True
10159771,GCF_018588945.1,69366,69366,True
10164571,GCF_018597265.1,2797506,2797506,True
10164601,GCF_018597345.1,2838947,2838947,True
10165561,GCF_018599245.1,1924933,1924933,False
10167751,GCF_018604145.1,171404,171404,False
10167921,GCF_018604565.1,41170,41170,True
1016831,GCF_002013915.1,1792845,1792845,True
10172441,GCF_018616605.1,74706,74706,True
1017261,GCF_002014765.1,90241,90241,True
1017291,GCF_002014825.1,470453,470453,True
1017301,GCF_002014855.1,573983,1288392,True
1017371,GCF_002014965.1,90239,90239,True
1017381,GCF_002014975.1,476,476,True
1017441,GCF_002015115.1,734,734,True
10182151,GCF_018642165.1,1035916,1035916,True
1018811,GCF_002017865.1,28066,28066,True
1018891,GCF_002018015.1,1943583,431041,False
1019081,GCF_001995095.2,966,966,True
1019501,GCF_002019225.1,86186,86186,True
1019691,GCF_002019595.1,1221450,1221450,True
1019701,GCF_002019605.1,427920,427920,True
1019711,GCF_002019635.1,930124,930124,True
1019721,GCF_002019645.1,304268,304268,True
1019731,GCF_002019665.1,79882,79882,False
1019741,GCF_002019695.1,79879,79879,True
1019751,GCF_002019705.1,228576,228576,True
1019921,GCF_002020135.1,1915077,1915077,True
1020031,GCF_002020355.1,1915319,1915319,True
1020261,GCF_002020805.1,1918948,1918948,False
1020291,GCF_002020875.1,642797,642797,False
1020411,GCF_002021095.1,1918949,1918949,False
1020481,GCF_002021235.1,2340,2340,False
1020651,GCF_002021565.1,1324314,1324314,True
10206941,GCF_018682675.1,592051,592051,True
1020731,GCF_002021755.1,696485,696485,True
10207901,GCF_018685455.1,2527775,2527775,True
1020801,GCF_002019735.1,76935,76935,True
1020811,GCF_002019795.1,1912214,1912214,True
1020821,GCF_002019765.1,290588,290588,False
1020851,GCF_002021945.1,1660067,1965231,True
1021141,GCF_002022465.1,33046,33046,False
1021201,GCF_900167275.1,180163,180163,True
1021211,GCF_900167365.1,1365950,1365950,True
1021221,GCF_900167155.1,1121868,504469,True
1021231,GCF_900167065.1,1121442,376490,True
1021241,GCF_900167095.1,64969,64969,True
1021291,GCF_900167115.1,39495,39495,True
1021311,GCF_900167605.1,1147123,1147123,False
1021321,GCF_900167375.1,118967,118967,True
1021331,GCF_900167105.1,29524,29524,True
1021371,GCF_900167085.1,42322,42322,True
1021381,GCF_900167455.1,225324,225324,False
1021391,GCF_900167405.1,1121925,136093,True
1021421,GCF_900167545.1,110935,110935,True
1021431,GCF_900167165.1,1121270,285110,True
1021481,GCF_900167135.1,634771,634771,True
1021491,GCF_900167055.1,1122188,435289,True
1021531,GCF_900167075.1,413434,413434,True
1021541,GCF_900167465.1,115783,115783,True
1021551,GCF_900167255.1,92487,92487,True
1021561,GCF_900167335.1,263852,263852,True
1021571,GCF_900167125.1,1121449,47158,True
1021651,GCF_900167205.1,290054,290054,True
1021671,GCF_900167035.1,171291,171291,True
1021691,GCF_900167475.1,1736691,1736691,True
1021711,GCF_900167185.1,142842,142842,True
1021721,GCF_900167535.1,48467,48467,True
1021731,GCF_900167325.1,1122219,39029,True
1021771,GCF_900167025.1,225004,225004,True
1021791,GCF_900167435.1,1122192,531310,False
1021821,GCF_900167515.1,759851,759851,False
1021831,GCF_900167145.1,261392,261392,True
10220821,GCF_000696345.2,1163398,1163398,True
102208,GCF_000083545.1,272630,408,True
1022151,GCF_002023405.1,1756150,1756150,True
10221941,GCF_018717645.1,415216,415216,True
1022251,GCF_002023585.1,238,238,True
1022321,GCF_002023715.1,1867263,1867263,True
1022741,GCF_002009335.2,897,897,True
10228091,GCF_018728565.1,248907,248907,True
1022931,GCF_002024805.1,1756149,1756149,True
10231251,GCF_018734325.1,1173101,1173101,False
10231291,GCF_018736045.1,367791,367791,True
10231301,GCF_018736065.1,373891,373891,True
10232391,GCF_018739485.1,1405,1405,True
10232531,GCF_018739865.1,2364775,2651727,False
10232541,GCF_018739885.1,1967444,2651728,False
1023381,GCF_002025725.1,2014887,2014887,True
1023671,GCF_000968685.2,1507734,1507734,False
1023681,GCF_002026305.1,1768210,1768210,True
1024131,GCF_002027205.1,1765683,1765683,True
1024331,GCF_002027705.1,1469647,1469647,True
1024641,GCF_002028325.1,76761,76761,True
1024681,GCF_002028405.1,926,926,True
1024751,GCF_002028545.1,29421,29421,False
1025121,GCF_002029235.1,1450648,1450648,True
1025381,GCF_900168025.1,745369,745369,True
10253871,GCF_018777395.1,2812662,2812662,False
1025401,GCF_900167945.1,651661,651661,True
1025411,GCF_900168005.1,1507287,1507287,True
1025421,GCF_900167935.1,561365,561365,True
1025431,GCF_900168055.1,623280,623280,True
1025461,GCF_900168125.1,1513896,1513896,True
1025511,GCF_900167915.1,439228,439228,True
1025531,GCF_900168045.1,241145,241145,True
1025541,GCF_900168195.1,53254,53254,True
1025571,GCF_900168155.1,1037355,1037355,False
1025591,GCF_900167905.1,619805,619805,True
1025601,GCF_900168015.1,572036,572036,True
1025611,GCF_900167975.1,688867,688867,True
1025621,GCF_900168065.1,393003,393003,True
1025631,GCF_900167565.1,428993,428993,True
1025651,GCF_900167445.1,36842,36842,True
10256791,GCF_018785505.1,100886,100886,True
10256801,GCF_018785545.1,418240,418240,True
1025731,GCF_900167575.1,123320,123320,True
1025761,GCF_900167175.1,199709,199709,False
1025791,GCF_900167525.1,526729,526729,False
10265861,GCF_018800825.1,145458,145458,True
10266221,GCF_018802605.1,1225769,1225769,True
10266231,GCF_018802645.1,400061,400061,True
10282201,GCF_018829635.1,1610840,1610840,True
10283181,GCF_018831585.1,664662,29519,True
10283201,GCF_018831625.1,2792084,2792084,False
10283321,GCF_018835585.1,2772457,2772457,True
1028621,GCF_900166605.1,1371,1371,True
10297761,GCF_018860885.1,314263,314263,True
10297791,GCF_018860945.1,1055104,1055104,False
10298361,GCF_018861315.1,132925,132925,True
10298471,GCF_018861505.1,37659,37659,True
10298561,GCF_018861705.1,132926,132926,True
10298571,GCF_018861735.1,205328,205328,True
10298641,GCF_018861865.1,205327,205327,True
10306481,GCF_018883525.1,133448,133448,True
10310061,GCF_018885085.1,1496,1496,True
1031121,GCF_900166655.1,578214,578214,False
10321701,GCF_018914015.1,398174,398174,False
10321731,GCF_018914065.1,191287,191287,False
1032341,GCF_900168325.1,428990,428990,True
1032381,GCF_900169495.1,1841868,1841868,True
1032391,GCF_900169485.1,1944646,1944646,True
10324061,GCF_018916625.1,1465809,1465809,True
10324101,GCF_018916695.1,38875,38875,True
10324181,GCF_018916835.1,43131,43131,True
10324491,GCF_018917195.1,932217,932217,False
10324561,GCF_018917285.1,689904,689904,False
10324631,GCF_018917425.1,996558,996558,False
10324691,GCF_018917555.1,319970,319970,True
10324851,GCF_018917805.1,156981,156981,True
10324871,GCF_018917845.1,2607614,2607614,True
1032661,GCF_900116935.1,89059,89059,True
1032701,GCF_900142975.1,143223,143223,True
10328011,GCF_018927715.1,2736302,2736302,True
1032831,GCF_900142435.1,381751,381751,True
1032841,GCF_900142895.1,29571,29571,True
10350871,GCF_018966525.1,1333845,1333845,True
10353861,GCF_018967645.1,570278,570278,True
10354091,GCF_018968685.1,2267891,2267891,True
10355781,GCF_018972105.1,2599927,2599927,True
10376031,GCF_018101125.2,2780544,2780544,True
10376061,GCF_904848675.1,1177216,1177216,False
10376381,GCF_018986875.1,1501662,1501662,False
10381381,GCF_019024305.1,2675453,2675453,False
10381391,GCF_019024325.1,430521,430521,True
10383841,GCF_019037185.1,405946,405946,False
10389481,GCF_019039105.1,1328930,1328930,True
10391041,GCF_019042115.1,78346,78346,True
10391101,GCF_019042215.1,2069301,2069301,True
10391341,GCF_019042695.1,2742601,2742601,True
10391371,GCF_019042735.1,745819,745819,False
10391651,GCF_019047765.1,1563222,1563222,True
10392011,GCF_019048385.1,549,549,True
1039361,GCF_002043005.1,1122214,293089,True
10394871,GCF_019049775.1,1940636,1940636,True
10395131,GCF_019050325.1,2600579,2600579,True
10396331,GCF_019052655.1,2652276,2652276,True
10397751,GCF_019056495.1,2494525,2494525,True
10397791,GCF_019056575.1,1357546,1357545,False
10399221,GCF_019059395.1,114696,114696,False
104108,GCF_000024605.1,429009,42838,True
10415651,GCF_019090985.1,171438,171438,True
10416661,GCF_019093865.1,2737028,2737028,True
104268,GCF_000024765.1,555778,927,True
10436241,GCF_019130295.1,28111,28111,True
1043661,GCF_002051585.1,48256,48256,True
10437521,GCF_019132845.1,1481665,1481665,True
10438621,GCF_019139535.1,2842357,2842357,True
10438631,GCF_019139675.1,2842354,2842354,True
10438641,GCF_019139795.1,2842350,2842350,True
10438651,GCF_019139815.1,2842349,2842349,True
10438661,GCF_019139835.1,2842356,2842356,True
10438691,GCF_019139895.1,2842355,2842355,True
10439531,GCF_019141525.1,2842348,2842348,True
10439561,GCF_019141545.1,59779,59779,False
10439621,GCF_014268375.2,2745514,2745514,True
10439651,GCF_014268455.2,2745512,2745512,False
10439671,GCF_014269225.2,485870,485870,True
10439691,GCF_014268595.2,2745504,2745504,True
10439701,GCF_014268755.2,2745495,2745495,False
10439721,GCF_014268495.2,2745509,2745509,True
10439731,GCF_014269025.2,485898,485898,True
10439741,GCF_014268485.2,2745510,2745510,True
10439881,GCF_014268445.2,2745511,2745511,True
10439911,GCF_014268885.2,2745490,2745490,True
10440951,GCF_014269185.2,485876,485876,True
10440961,GCF_014268655.2,2745500,2745500,True
10440971,GCF_014269245.2,485880,485880,False
10440981,GCF_014268815.2,2745493,2745493,False
10440991,GCF_014268805.2,2745492,2745492,True
10441001,GCF_014269035.2,485888,485888,False
10441011,GCF_019145195.1,2842346,2842346,True
10441021,GCF_019145205.1,2842351,2842351,False
10441031,GCF_014269205.2,2745482,2745482,True
10441041,GCF_019145235.1,2841207,2841207,True
10441051,GCF_014268785.2,2745494,2745494,False
10441061,GCF_014268745.2,2745496,2745496,True
10441081,GCF_019145355.1,2843612,2843612,False
10441091,GCF_014268505.2,2745508,2745508,True
10441111,GCF_019145435.1,2842353,2842353,True
10441121,GCF_019145475.1,2842352,2842352,True
10441131,GCF_019145495.1,2842347,2842347,True
10441141,GCF_014268935.2,2745488,2745488,False
104448,GCF_000024805.1,502025,80816,True
104468,GCF_000024785.1,526226,2054,True
10454891,GCF_910574115.1,151781,151781,True
10457051,GCF_910575425.1,85831,85831,True
10458021,GCF_019166065.1,683355,683355,True
10459031,GCF_910576415.1,45972,45972,True
104608,GCF_000024825.1,150340,150340,True
1046241,GCF_002056725.1,225992,225992,True
1046271,GCF_002056795.1,1211326,1211326,True
10470821,GCF_910593845.1,2048548,2048548,False
10470861,GCF_910593725.1,1177213,1177213,False
10472271,GCF_019175485.1,71452,71452,True
10479481,GCF_019186745.1,89586,89586,False
10484191,GCF_019192965.1,908359,908359,True
10484311,GCF_014268275.3,2745518,2745518,False
104908,GCF_000024845.1,518766,29549,False
10498591,GCF_019219615.1,37330,37330,True
104988,GCF_000024385.1,471852,2020,True
10499821,GCF_019222765.1,204891,204891,True
105028,GCF_000024885.1,525898,65553,True
105088,GCF_000024565.1,519441,34105,True
10510471,GCF_019249245.1,2803815,2803815,False
10510491,GCF_019249255.1,2803814,2803814,True
10510501,GCF_019249295.1,2803813,2803813,True
10510691,GCF_019249635.1,165179,165179,True
105108,GCF_000024405.1,526218,826,True
1051341,GCF_002067135.1,564064,564064,True
105148,GCF_000024925.1,446469,60920,True
105168,GCF_000024905.1,525903,81462,True
105188,GCF_000024985.1,479434,2057,True
105208,GCF_000025005.1,525904,166501,True
105228,GCF_000024965.1,446471,186189,False
10523621,GCF_019272935.1,81408,81408,True
105248,GCF_000024505.1,574556,769,True
10526451,GCF_019278975.1,2751,2751,True
1053581,GCF_900166975.1,1935446,1935446,True
1053591,GCF_900166965.1,1378299,1378299,True
10536691,GCF_019285595.1,2856608,2856608,False
10536771,GCF_019285775.1,39122,39122,True
1054551,GCF_001753675.2,392547,392547,False
1054561,GCF_900141865.1,1120997,82374,True
1054581,GCF_001896135.2,114686,114686,False
10547671,GCF_019295435.1,584605,584605,False
10554311,GCF_019308285.1,1834436,1834436,True
10554321,GCF_019308305.1,156977,156977,True
10558061,GCF_001883705.2,1108140,1108140,True
1055901,GCF_002072955.1,1420851,1420851,True
1056361,GCF_002073895.1,428411,428411,False
1056461,GCF_002074095.1,1402,1402,True
1056501,GCF_002074155.1,29341,29341,False
10567091,GCF_019334125.1,33008,33008,True
10567181,GCF_019334315.1,1982110,1982110,True
10567391,GCF_019334725.1,33053,33053,False
10567861,GCF_019335285.1,1033846,1033846,True
10568451,GCF_019336435.1,890055,890055,False
10568951,GCF_019343125.1,357441,357441,True
10568971,GCF_019343195.1,2487934,2487934,False
1056901,GCF_002075085.1,1719126,1719126,False
1056991,GCF_900012585.1,1183425,1183412,False
1057081,GCF_900169535.1,1816691,1816691,False
1057091,GCF_900169525.1,1816684,1816684,True
1057101,GCF_900166635.1,1926285,1926285,True
1057131,GCF_900166625.1,1926286,1926286,True
1057151,GCF_900169075.1,1816690,1816690,True
1057181,GCF_900169565.1,1325564,1325564,False
1057191,GCF_900170035.1,1246637,1246637,False
10576981,GCF_019355955.1,61646,61646,True
10576991,GCF_019355975.1,465797,465797,True
10577151,GCF_019357495.1,489910,489910,True
10587891,GCF_019375915.1,425941,425941,True
10596961,GCF_019395145.1,172043,172043,True
10597041,GCF_019396325.1,1935170,1935170,True
10597051,GCF_019396355.1,1921578,1921578,True
10597061,GCF_019396345.1,1291555,1291555,True
10597071,GCF_019396385.1,1286938,1286938,True
10597081,GCF_019396405.1,2665663,2665663,True
10597161,GCF_019397265.1,1122611,404386,True
10598141,GCF_019399205.1,2798799,2798799,True
10600221,GCF_019400025.1,1689834,1689834,True
10600711,GCF_019400985.1,1550616,1550616,False
10601551,GCF_019402665.1,255045,255045,True
1060271,GCF_002075795.1,93973,93973,True
1060331,GCF_002075885.1,1873176,1873176,False
1060821,GCF_002076835.1,1313,1313,True
1060851,GCF_002076895.1,1967665,1967665,False
1060861,GCF_002076915.1,1960083,1960083,True
1060941,GCF_002077135.1,993689,993689,True
1061261,GCF_002077695.1,1964541,1964541,True
1061391,GCF_002077945.1,1703345,1703345,True
1061441,GCF_002078015.1,550983,550983,True
10614601,GCF_019428685.1,2861782,2861782,False
1061491,GCF_002078095.1,1672749,1672749,True
10615061,GCF_019429605.1,1144547,1144547,True
10616071,GCF_019431455.1,242065,242065,True
1061641,GCF_002078315.1,33990,33990,True
1061741,GCF_002078505.1,1708715,1708715,False
1061791,GCF_002078605.1,1930251,1930251,True
10617991,GCF_019443105.1,1435645,1435645,True
10618001,GCF_019443125.1,1911536,1911536,False
106208,GCF_000024865.1,479432,2001,True
10621941,GCF_019443265.1,2609667,2609667,True
10621951,GCF_019443285.1,1550733,1550733,True
10622291,GCF_019444005.1,1122150,82688,True
1062471,GCF_002080125.1,480,480,True
1062611,GCF_002080395.1,28898,28898,True
1062651,GCF_002080475.1,1497,1497,True
10627791,GCF_019456655.1,1801,1801,False
10627801,GCF_019456675.1,370524,370524,False
10630111,GCF_019469265.1,2012495,2012495,False
1063361,GCF_000807675.2,1736,1736,True
1063381,GCF_002081795.1,1538463,1538463,True
1063891,GCF_002081995.1,1571,1571,True
1063971,GCF_002082175.1,1935,1935,False
1063981,GCF_002082195.1,553510,553510,False
1064171,GCF_002082585.1,68173,68173,False
10649761,GCF_019511345.1,335017,335017,False
10649841,GCF_019511525.1,1166683,1166683,False
10649871,GCF_019511665.1,1263637,1263637,False
1066001,GCF_002086115.1,564198,564198,True
1066011,GCF_002086125.1,1265311,425468,False
1066021,GCF_002086155.1,470074,470074,True
1066031,GCF_002086165.1,701041,701041,False
1066091,GCF_002086285.1,354243,354243,True
1066191,GCF_002086485.1,1927124,1927124,True
1066201,GCF_002086515.1,342002,342002,True
1066261,GCF_002086635.1,324058,324058,False
1066291,GCF_002086695.1,36814,36814,True
1066311,GCF_002086735.1,1783,1783,False
1066331,GCF_002086775.1,701043,701043,False
1066341,GCF_002086795.1,75922,75922,True
1066401,GCF_002086915.1,1487726,1487726,True
1066501,GCF_002087085.1,1963862,1963862,True
1066561,GCF_002087235.1,1958950,1958950,False
1066591,GCF_002087295.1,1144478,1144478,True
1066601,GCF_002087335.1,1144477,1144477,True
1067041,GCF_002088235.1,1317117,1317117,True
10671251,GCF_019552185.1,34085,34085,True
1068131,GCF_002088935.1,568102,568102,True
1068151,GCF_002088975.1,545261,545261,True
10685601,GCF_019575995.1,148814,148814,True
1069001,GCF_900176045.1,1069081,269259,True
1069021,GCF_900176165.1,695939,309885,True
1069061,GCF_900176035.1,656914,83661,True
1069091,GCF_900176135.1,645990,89967,True
1069121,GCF_900176005.1,698762,161154,True
1069131,GCF_900176525.1,40571,40571,True
1069161,GCF_900176425.1,1434700,1434700,True
1069171,GCF_900176285.1,1121390,109258,True
1069201,GCF_900176515.1,2030,2030,True
1069211,GCF_900176275.1,1121001,1121000,True
1069221,GCF_900176415.1,504486,504486,True
1069271,GCF_900176465.1,937218,937218,False
1069331,GCF_900176335.1,1122930,100176,True
1069341,GCF_900176305.1,1121291,91624,True
1069351,GCF_900176505.1,475255,475255,True
1069361,GCF_900176355.1,112901,112901,True
1069381,GCF_900176535.1,151894,151894,True
1069401,GCF_900176375.1,692418,692418,True
1069411,GCF_900176325.1,371602,371602,True
1069421,GCF_900176365.1,1121400,2298,True
1069431,GCF_900176575.1,244,244,True
1069441,GCF_900176595.1,758820,280473,True
10700001,GCF_900416725.2,83555,83555,True
10700071,GCF_907163265.1,424218,424218,True
10700161,GCF_019598945.1,984208,984207,False
10700311,GCF_019602855.1,248026,248026,False
10700561,GCF_019603355.1,143495,143495,True
1070681,GCF_002091475.1,1219041,330920,True
1070691,GCF_002091495.1,1215093,101564,True
1070741,GCF_002091575.1,1215099,29435,True
1070771,GCF_002091635.1,1215103,137658,True
1070791,GCF_002091675.1,1215106,47886,False
1071551,GCF_001688725.2,1796613,1796613,True
1071571,GCF_001688845.2,1796646,1796646,True
1071601,GCF_001689125.2,1796616,1796616,True
1071731,GCF_002093115.1,1969733,1969733,True
1072151,GCF_002093975.1,1088767,1088767,False
10722201,GCF_019645815.1,512402,512402,False
10722211,GCF_019645835.1,152142,152142,False
10722221,GCF_019645855.1,1780,1780,False
10722231,GCF_019645875.1,1796,1796,False
10723121,GCF_019649015.1,1510455,1510455,True
10726061,GCF_019655015.1,190310,190310,True
10726101,GCF_019655235.1,614069,614069,True
10726111,GCF_019655335.1,365590,365590,True
1072611,GCF_002094855.1,1185767,1502297,True
1072631,GCF_002094885.1,1914408,1914408,True
10726341,GCF_019655995.1,434464,434464,True
10726351,GCF_019656015.1,178001,178001,True
10726371,GCF_019656055.1,910540,910540,True
10726381,GCF_019656075.1,501487,501487,True
10726681,GCF_015356815.2,225148,225148,False
1072851,GCF_002095315.1,472705,472705,True
1072931,GCF_002095475.1,1076550,1076550,True
1072941,GCF_002095485.1,1076551,1076551,True
10729761,GCF_019659805.1,1457020,1457020,False
10731551,GCF_019665745.1,69218,69218,True
1073211,GCF_002096055.1,1619308,1619308,True
10733531,GCF_019669905.1,702114,702114,True
10733571,GCF_019669985.1,1295382,1295382,True
10733581,GCF_019670005.1,1760988,1760988,True
10733631,GCF_019670105.1,182262,182262,True
10733641,GCF_019670125.1,1563703,1563703,True
10733851,GCF_019670485.1,1074311,1074311,True
10733961,GCF_019670705.1,1987584,1987584,True
1073971,GCF_002097535.1,402384,402384,False
1074041,GCF_002097715.1,265293,265293,True
10740781,GCF_019684245.1,1138190,1138190,True
107448,GCF_000027085.1,637910,67825,True
10746071,GCF_019693255.1,75612,75612,True
107468,GCF_000025185.1,530564,125,True
10751241,GCF_019702405.1,203192,203192,True
10752311,GCF_019703835.1,1891207,1891207,True
10752331,GCF_019703875.1,2778876,2778876,True
10752641,GCF_019704495.1,487698,487698,True
10752661,GCF_019704535.1,316,316,True
1075861,GCF_002101335.1,155085,155085,True
1075891,GCF_002101395.1,1891675,1891675,False
1075981,GCF_002101585.1,188915,188915,True
1075991,GCF_002101555.1,228230,228230,True
