db_id,taxid,name,genus_id,ngenomes,migration_src_idxs1,migration_single_src,migration_identical,migration_1to1
1076,1888,Streptomyces albus,443,6,1265,True,True,True
1077,1889,Streptomyces ambofaciens,443,2,1266,True,True,True
1078,1892,Streptomyces anulatus,443,2,1267,True,True,True
1080,1896,Streptomyces bikiniensis,443,3,1272,True,True,True
1081,1901,Streptomyces clavuligerus,443,3,1276,True,True,True
1083,1905,Streptomyces exfoliatus,443,2,1279,True,True,True
1084,1906,Streptomyces fradiae,443,2,1281,True,True,True
1085,1911,Streptomyces griseus,443,4,1283,True,True,True
1086,1912,Streptomyces hygroscopicus,443,6,1284,True,True,True
1087,1916,Streptomyces lividans,443,3,1286,True,True,True
1088,1927,Streptomyces rimosus,443,33,1293,True,True,True
1089,1930,Streptomyces scabiei,443,11,1296,True,True,True
1090,1938,Streptomyces viridochromogenes,443,3,1301,True,True,True
1091,1943,Streptomyces griseoruber,443,2,1282,True,True,True
1203,68242,Streptomyces natalensis,443,2,1287,True,True,True
1206,68260,Streptomyces pyridomyceticus,443,2,1291,True,True,True
1244,76728,Streptomyces vitaminophilus,443,2,1302,True,True,True
1254,68570,Streptomyces albulus,443,4,1264,True,True,True
1299,1355015,Streptomyces pluripotens,443,2,1288,True,True,True
1375,85558,Streptomyces turgidiscabies,443,2,1298,True,True,True
1392,249567,Streptomyces decoyicus,443,2,1277,True,True,True
1397,1437453,Streptomyces leeuwenhoekii,443,3,1285,True,True,True
1502,29303,Streptomyces cattleya,443,2,1275,True,True,True
1621,54571,Streptomyces venezuelae,443,2,1300,True,True,True
1631,38300,Streptomyces pristinaespiralis,443,2,1289,True,True,True
1760,359131,Streptomyces rubellomurinus,443,2,1294,True,True,True
1841,146819,Streptomyces europaeiscabiei,443,3,1278,True,True,True
1843,146820,Streptomyces stelliscabiei,443,2,1297,True,True,True
716,784,Orientia tsutsugamushi,444,8,902,True,True,True
705,750,Gallibacterium anatis,445,22,520,True,True,True
1415,364410,Granulibacter bethesdensis,446,4,544,True,True,True
697,731,Histophilus somni,447,2,571,True,True,True
1416,36740,Dermabacter hominis,448,2,414,True,True,True
1263,35825,Pseudobacteroides cellulosolvens,449,2,1042,True,True,True
775,1079,Blastochloris viridis,450,3,238,True,True,True
528,33029,Anaerococcus hydrogenalis,451,2,93,True,True,True
530,33032,Anaerococcus lactolyticus,451,2,94,True,True,True
534,33036,Anaerococcus tetradius,451,2,95,True,True,True
633,1638982,Demequina maris,452,3,765,True,True,True
637,1638985,Demequina rhizosphaerae,452,3,766,True,True,True
1093,2001,Streptosporangium roseum,453,2,1304,True,True,True
1894,65497,Actinoalloteichus cyanogriseus,454,3,46,True,True,True
1094,2014,Nocardiopsis dassonvillei,455,2,886,True,True,True
1453,53437,Nocardiopsis alba,455,2,885,True,True,True
1097,2035,Curtobacterium flaccumfaciens,456,2,409,True,True,True
1783,465820,Curtobacterium oceanosedimentum,456,2,410,True,True,True
1686,71667,Waddlia chondrophila,457,2,1394,True,True,True
502,49338,Desulfitobacterium hafniense,458,6,415,True,True,True
1099,2039,Tropheryma whipplei,459,19,1351,True,True,True
1428,61435,Dehalococcoides mccartyi,460,17,411,True,True,True
1103,182270,Aurantimonas coralicida,461,2,112,True,True,True
1421,651183,Aurantimonas manganoxydans,461,2,113,True,True,True
1200,43657,Pseudoalteromonas luteoviolacea,462,10,1038,True,True,True
1202,43662,Pseudoalteromonas piscicida,462,4,1039,True,True,True
1374,151081,Pseudoalteromonas ruthenica,462,3,1041,True,True,True
1787,187330,Pseudoalteromonas porphyrae,462,2,1040,True,True,True
