db_id,taxid,name,genus_id,ngenomes,migration_src_idxs1,migration_single_src,migration_identical,migration_1to1
463,39492,[Eubacterium] siraeum,0,2,1136,True,True,True
1105,2051,Mobiluncus curtisii,1,3,797,True,False,True
1106,2052,Mobiluncus mulieris,1,4,798,True,True,True
947,173559,Gordonia sihwensis,2,2,542,True,True,True
1107,2055,Gordonia terrae,2,2,543,True,True,True
1145,84096,Gordonia alkanivorans,2,3,538,True,True,True
1199,84595,Gordonia polyisoprenivorans,2,3,541,True,True,True
1451,53427,Gordonia hirsuta,2,2,540,True,True,True
1794,89053,Gordonia amicalis,2,2,539,True,True,True
540,277,Meiothermus ruber,3,4,778,True,True,True
1079,1894,Kitasatospora aureofaciens,4,4,1269,True,True,True
1109,2066,Kitasatospora setae,4,2,587,True,True,True
467,24,Shewanella putrefaciens,5,3,1171,True,True,True
1571,62322,Shewanella baltica,5,9,1169,True,True,True
1635,38313,Shewanella algae,5,4,1168,True,True,True
1852,56812,Shewanella frigidimarina,5,2,1170,True,True,True
1118,444463,Sporolactobacillus vineae,6,2,1202,True,True,True
1838,269673,Sporolactobacillus terrae,6,2,1201,True,True,True
1110,231455,Dyella japonica,7,2,432,True,True,True
470,34,Myxococcus xanthus,8,3,864,True,True,True
471,41,Stigmatella aurantiaca,9,2,1227,True,True,True
469,57372,Mycoplasma suis,10,2,858,True,True,True
1111,2094,Mycoplasma arginini,10,2,836,True,True,True
1112,2095,Mycoplasma capricolum,10,10,840,True,True,True
1113,2096,Mycoplasma gallisepticum,10,12,844,True,True,True
1114,2097,Mycoplasma genitalium,10,6,845,True,True,True
1115,2098,Mycoplasma hominis,10,11,847,True,True,True
1116,2099,Mycoplasma hyopneumoniae,10,6,848,True,True,True
1117,2100,Mycoplasma hyorhinis,10,6,849,True,True,True
1121,2102,Mycoplasma mycoides,10,15,854,True,True,True
1123,2105,Mycoplasma leachii,10,2,852,True,True,True
1124,2104,Mycoplasma pneumoniae,10,54,856,True,True,True
1125,2109,Mycoplasma synoviae,10,4,859,True,True,True
1128,2115,Mycoplasma fermentans,10,3,842,True,True,True
1129,2116,Mycoplasma iowae,10,2,851,True,True,True
1131,2122,Mycoplasma pirum,10,2,855,True,True,True
1132,2123,Mycoplasma putrefaciens,10,2,857,True,True,True
1133,2128,Mycoplasma flocculare,10,2,843,True,True,True
1148,51365,Mycoplasma yeatsii,10,2,860,True,True,True
1461,28903,Mycoplasma bovis,10,8,837,True,True,True
1560,29501,Mycoplasma haemofelis,10,2,846,True,True,True
1572,29555,Mycoplasma canis,10,7,839,True,True,True
1573,29559,Mycoplasma hyosynoviae,10,7,850,True,True,True
1575,29561,Mycoplasma meleagridis,10,2,853,True,True,True
1030,91844,Candidatus Portiera aleyrodidarum,11,5,988,True,True,True
1438,340021,Thalassobius mediterraneus,12,2,1324,True,True,True
1683,292800,Flavonifractor plautii,13,2,506,True,True,True
1027,435897,Lysobacter capsici,14,3,768,True,True,True
1191,84531,Lysobacter antibioticus,14,2,767,True,True,True
1733,391738,Lysobacter defluvii,14,2,769,True,True,True
988,1631,Fructobacillus fructosus,15,3,513,True,True,True
521,155892,Caulobacter vibrioides,16,2,329,True,True,True
1398,69395,Caulobacter henricii,16,2,328,True,True,True
1370,708126,Jeotgalibaca dankookensis,17,2,580,True,True,True
1134,2130,Ureaplasma urealyticum,18,14,1355,True,True,True
1386,134821,Ureaplasma parvum,18,6,1354,True,True,True
1136,2134,Spiroplasma melliferum,19,2,1199,True,True,True
1140,2144,Spiroplasma mirum,19,2,1200,True,True,True
619,549,Pantoea agglomerans,20,12,921,True,True,True
623,553,Pantoea ananatis,20,16,922,True,True,True
700,66269,Pantoea stewartii,20,10,925,True,True,True
1175,59814,Pantoea dispersa,20,10,924,True,True,True
1803,1235990,Candidatus Pantoea carbekii,20,2,923,True,True,True
476,106590,Cupriavidus necator,21,3,407,True,True,True
686,164546,Cupriavidus taiwanensis,21,2,408,True,True,True
1474,119219,Cupriavidus metallidurans,21,7,406,True,True,True
1900,204799,Nitratireductor aquibiodomus,22,2,875,True,True,True
1003,1660,Schaalia odontolytica,23,2,55,True,True,True
1371,52768,Schaalia georgiae,23,2,50,True,True,True
480,90245,Oligella urethralis,24,2,898,True,True,True
482,140,Borrelia hermsii,25,6,252,True,True,True
483,141,Borrelia parkeri,25,2,254,True,True,True
485,144,Borrelia coriaceae,25,2,249,True,True,True
1565,29520,Borrelia crocidurae,25,3,250,True,True,True
1719,47466,Borrelia miyamotoi,25,3,253,True,True,True
1885,40834,Borrelia duttonii,25,2,251,True,True,True
1029,1164990,Richelia intracellularis,26,2,1107,True,True,True
1146,84112,Eggerthella lenta,27,2,437,True,True,True
1507,29320,Paenarthrobacter nicotinovorans,28,2,904,True,True,True
489,154,Spirochaeta thermophila,29,2,1198,True,True,True
706,758,Rodentibacter pneumotropicus,30,2,945,True,True,True
1716,71999,Kocuria palustris,31,4,593,True,True,True
1717,72000,Kocuria rhizophila,31,6,594,True,True,True
611,279058,Collimonas arenae,32,2,368,True,True,True
636,279113,Collimonas pratensis,32,2,369,True,True,True
829,1276,Kytococcus sedentarius,33,2,601,True,True,True
492,158,Treponema denticola,34,16,1345,True,True,True
493,160,Treponema pallidum,34,14,1346,True,True,True
495,162,Treponema phagedenis,34,3,1348,True,True,True
1442,69710,Treponema vincentii,34,2,1350,True,True,True
1450,53419,Treponema socranskii,34,2,1349,True,True,True
1881,409322,Treponema pedis,34,6,1347,True,True,True
494,270498,Catabacter hongkongensis,35,2,327,True,True,True
1583,1176482,Sulfurimonas gotlandica,36,2,1308,True,True,True
1229,1510206,Salinivibrio socompensis,37,2,1151,True,True,True
498,172,Leptospira biflexa,38,2,731,True,True,True
499,173,Leptospira interrogans,38,262,733,True,True,True
500,174,Leptospira borgpetersenii,38,36,732,True,True,True
1365,28182,Leptospira noguchii,38,15,738,True,True,True
1366,28183,Leptospira santarosai,38,33,739,True,True,True
1367,28184,Leptospira weilii,38,16,740,True,True,True
1401,28452,Leptospira alstonii,38,5,730,True,True,True
1506,447106,Leptospira licerasiae,38,4,735,True,True,True
1561,29507,Leptospira kirschneri,38,25,734,True,True,True
1562,29508,Leptospira meyeri,38,2,737,True,True,True
1789,1137606,Leptospira mayottensis,38,2,736,True,True,True
1727,178606,Leptospirillum ferriphilum,39,3,741,True,True,True
501,1048758,Candidatus Moranella endobia,40,2,801,True,True,True
855,1697053,Oblitimonas alkaliphila,41,7,892,True,True,True
627,563,Shimwellia blattae,42,2,1176,True,True,True
503,192,Azospirillum brasilense,43,3,116,True,False,True
1414,528244,Azospirillum thiophilum,43,2,117,True,True,True
755,982,Saccharicrinis fermentans,44,2,1142,True,True,True
505,195,Campylobacter coli,45,257,309,True,True,True
506,196,Campylobacter fetus,45,27,312,True,True,True
507,197,Campylobacter jejuni,45,628,315,True,True,True
508,199,Campylobacter concisus,45,7,310,True,True,True
509,200,Campylobacter curvus,45,2,311,True,True,True
510,201,Campylobacter lari,45,4,316,True,True,True
728,824,Campylobacter gracilis,45,2,313,True,True,True
1329,28080,Campylobacter upsaliensis,45,3,318,True,True,True
1691,497724,Campylobacter subantarcticus,45,2,317,True,True,True
1840,1244531,Campylobacter iguaniorum,45,2,314,True,True,True
1709,121039,Ferrimicrobium acidiphilum,46,2,496,True,True,True
1153,75985,Mannheimia haemolytica,47,30,771,True,True,True
1325,85404,Mannheimia varigena,47,3,772,True,True,True
511,210,Helicobacter pylori,48,487,564,True,True,True
512,213,Helicobacter cinaedi,48,3,561,True,True,True
751,123841,Helicobacter canadensis,48,2,560,True,True,True
1058,50960,Helicobacter trogontum,48,2,566,True,True,True
1260,35817,Helicobacter heilmannii,48,5,562,True,True,True
1261,35818,Helicobacter pullorum,48,5,563,True,True,True
1284,76936,Helicobacter typhlonius,48,2,567,True,True,True
1483,37372,Helicobacter bilis,48,7,558,True,True,True
1662,1578720,Helicobacter ailurogastricus,48,4,557,True,True,True
1701,104628,Helicobacter suis,48,2,565,True,True,True
1861,56877,Helicobacter bizzozeronii,48,2,559,True,True,True
1459,28885,Hydrogenovibrio marinus,49,2,575,True,True,True
1387,85698,Achromobacter xylosoxidans,50,18,8,True,True,True
1774,72556,Achromobacter piechaudii,50,3,7,True,True,True
941,1517,Thermoanaerobacterium thermosaccharolyticum,51,2,1331,True,True,True
473,589873,Alteromonas australica,52,2,85,True,True,True
1238,314275,Alteromonas mediterranea,52,8,87,True,True,True
1338,28108,Alteromonas macleodii,52,8,86,True,True,True
1412,233316,Alteromonas stellipolaris,52,4,88,True,True,True
515,235,Brucella abortus,53,158,276,True,True,True
516,236,Brucella ovis,53,16,281,True,True,True
1427,36855,Brucella canis,53,14,277,True,True,True
1470,94625,Brucella intermedia,53,3,895,True,True,True
1540,29459,Brucella melitensis,53,66,279,True,True,True
1541,29460,Brucella neotomae,53,2,280,True,True,True
1542,29461,Brucella suis,53,44,283,True,True,True
1664,120576,Brucella pinnipedialis,53,5,282,True,True,True
1665,120577,Brucella ceti,53,5,278,True,True,True
519,426226,Flavobacterium subsaxonicum,54,2,504,True,True,True
1256,510946,Flavobacterium cauense,54,2,500,True,True,True
1663,1341165,Flavobacterium enshiense,54,2,501,True,True,True
1694,96345,Flavobacterium psychrophilum,54,23,502,True,True,True
1749,498301,Flavobacterium rivuli,54,2,503,True,True,True
1755,350894,Flavobacterium suncheonense,54,2,505,True,True,True
913,1426,Parageobacillus thermoglucosidasius,55,5,527,True,True,True
1648,153151,Parageobacillus toebii,55,2,529,True,True,True
1855,81408,Parageobacillus caldoxylosilyticus,55,3,523,True,True,True
1243,1608628,Candidatus Filomicrobium marinum,56,2,498,True,True,True
529,263,Francisella tularensis,57,95,510,True,True,True
1340,28110,Francisella philomiragia,57,8,509,True,True,True
1498,299583,Francisella orientalis,57,6,508,True,True,True
592,82367,Paracoccus pantotrophus,58,2,940,True,True,True
1566,1545044,Paracoccus sanguinis,58,4,941,True,True,True
537,271,Thermus aquaticus,59,3,1338,True,True,True
538,274,Thermus thermophilus,59,3,1342,True,True,True
1533,37636,Thermus scotoductus,59,4,1341,True,True,True
1642,456163,Thermus parvatiensis,59,2,1340,True,True,True
1868,56957,Thermus oshimai,59,2,1339,True,True,True
545,285,Comamonas testosteroni,60,17,371,True,True,True
1518,225991,Comamonas aquatica,60,3,370,True,True,True
472,237610,Pseudomonas psychrotolerans,61,12,1068,True,True,True
546,287,Pseudomonas aeruginosa,61,1547,1044,True,True,True
551,294,Pseudomonas fluorescens,61,38,1055,True,True,True
553,296,Pseudomonas fragi,61,2,1056,True,True,True
554,301,Pseudomonas oleovorans,61,2,1066,True,True,True
555,303,Pseudomonas putida,61,28,1069,True,True,True
556,316,Pseudomonas stutzeri,61,14,1071,True,True,True
557,317,Pseudomonas syringae,61,114,1072,True,True,True
778,74829,Pseudomonas balearica,61,3,1049,True,True,True
796,50340,Pseudomonas fuscovaginae,61,6,1058,True,True,True
1135,157782,Pseudomonas parafulva,61,4,1063,True,True,True
1138,157784,Pseudomonas thermotolerans,61,2,1074,True,True,True
1158,43263,Pseudomonas alcaligenes,61,4,1046,True,True,True
1165,43306,Pseudomonas denitrificans (nom. rej.),61,9,1054,True,True,True
1251,76759,Pseudomonas monteilii,61,2,1061,True,True,True
1253,76761,Pseudomonas veronii,61,4,1076,True,True,True
1302,1608996,Pseudomonas helleri,61,2,1059,True,True,True
1361,183795,Pseudomonas mediterranea,61,5,1060,True,True,True
1395,200451,Pseudomonas poae,61,2,1065,True,True,True
1447,53408,Pseudomonas citronellolis,61,3,1051,True,True,True
1448,53409,Pseudomonas coronafaciens,61,9,1052,True,True,True
1530,29438,Pseudomonas savastanoi,61,25,1070,True,True,True
1531,29442,Pseudomonas tolaasii,61,2,1075,True,True,True
1603,70775,Pseudomonas plecoglossicida,61,3,1064,True,True,True
1611,46257,Pseudomonas avellanae,61,6,1048,True,True,True
1651,46677,Pseudomonas agarici,61,2,1045,True,True,True
1652,46680,Pseudomonas nitroreducens,61,2,1062,True,True,True
1672,251699,Pseudomonas syringae group genomosp. 7,61,2,1073,True,True,True
1685,587753,Pseudomonas chlororaphis,61,11,1050,True,True,True
1762,47877,Pseudomonas amygdali,61,29,1047,True,True,True
1763,47879,Pseudomonas corrugata,61,4,1053,True,True,True
1764,47880,Pseudomonas fulva,61,2,1057,True,True,True
1798,89065,Pseudomonas abietaniphila,61,2,1043,True,True,True
1853,122355,Pseudomonas psychrophila,61,2,1067,True,True,True
547,33056,Candidatus Kinetoplastibacterium crithidii,62,2,585,True,True,True
1390,233181,Candidatus Kinetoplastibacterium blastocrithidii,62,2,584,True,True,True
1161,2336,Thermotoga maritima,63,6,1336,True,True,True
1162,2337,Thermotoga neapolitana,63,2,1337,True,True,True
1169,76112,Thauera linaloolentis,64,2,1327,True,True,True
1186,207340,Roseomonas mucosa,65,2,1125,True,True,True
1673,1513270,Marinagarivorans algicola,66,2,773,True,True,True
740,873,Desulfocurvibacter africanus,67,3,417,True,True,True
791,33940,Geobacillus thermodenitrificans,68,2,526,True,True,True
792,33941,Geobacillus thermoleovorans,68,3,528,True,True,True
911,1422,Geobacillus stearothermophilus,68,10,525,True,True,True
919,1462,Geobacillus kaustophilus,68,2,524,True,True,True
550,293,Brevundimonas diminuta,69,2,274,True,True,True
524,65786,Hydrogenophaga intermedia,70,2,574,True,True,True
687,1639108,Chania multitudinisentens,71,2,332,True,True,True
1166,239935,Akkermansia muciniphila,72,2,78,True,True,True
1682,366522,Sulfurospirillum cavolei,73,2,1309,True,True,True
1167,2371,Xylella fastidiosa,74,28,1421,True,True,True
789,148604,Lactobacillus ingluviei,75,3,655,True,True,True
967,1598,Lactobacillus reuteri,75,19,687,True,True,True
976,1613,Limosilactobacillus fermentum,75,18,639,True,True,True
990,1632,Limosilactobacillus oris,75,3,671,True,True,True
993,1633,Lactobacillus vaginalis,75,2,705,True,True,True
1722,47493,Lactobacillus panis,75,2,673,True,True,True
1743,227942,Lactobacillus gastricus,75,2,645,True,True,True
1744,227943,Lactobacillus antri,75,2,619,True,True,True
1819,97478,Lactobacillus mucosae,75,5,666,True,True,True
1864,417373,Lactobacillus equigenerosi,75,3,635,True,True,True
1168,2378,Sporomusa ovata,76,2,1203,True,True,True
558,442694,Xanthomonas perforans,77,33,1414,True,True,True
560,339,Xanthomonas campestris,77,11,1408,True,False,False
561,343,Xanthomonas translucens,77,29,1416,True,True,True
563,346,Xanthomonas citri,77,69,"1409, 1411",False,False,False
564,347,Xanthomonas oryzae,77,25,1413,True,True,True
1216,1985254,Xanthomonas phaseoli,77,79,1407,True,True,True
1535,29447,Xanthomonas albilineans,77,15,1404,True,True,True
1653,456327,Xanthomonas euvesicatoria,77,32,"1405, 1410",False,False,False
1812,56448,Xanthomonas arboricola,77,19,"1406, 1408",False,False,False
1814,56454,Xanthomonas hortorum,77,11,1412,True,True,True
1815,56458,Xanthomonas sacchari,77,2,1415,True,True,True
1816,56459,Xanthomonas vasicola,77,17,"1408, 1417",False,False,False
1817,56460,Xanthomonas vesicatoria,77,5,1418,True,True,True
1290,421058,Chryseobacterium oranimense,78,2,344,True,True,True
761,1015,Bergeyella zoohelcum,79,2,198,True,True,True
726,821,Phocaeicola vulgatus,80,8,181,True,True,True
1108,387090,Phocaeicola coprophilus,80,4,164,True,True,True
1581,357276,Phocaeicola dorei,80,5,165,True,True,True
1880,204516,Phocaeicola massiliensis,80,3,172,True,True,True
1898,376804,Phocaeicola barnesiae,80,2,161,True,True,True
757,989,Marinilabilia salmonicolor,81,2,774,True,True,True
1171,43357,Kutzneria albida,82,2,600,True,True,True
566,354,Azotobacter vinelandii,83,4,118,True,True,True
569,358,Agrobacterium tumefaciens,84,15,77,True,True,True
1173,2421,Thermosipho africanus,85,2,1335,True,True,True
1426,36841,Terrisporobacter glycolicus,86,2,1320,True,True,True
572,375,Bradyrhizobium japonicum,87,15,263,True,True,True
942,108015,Bradyrhizobium yuanmingense,87,4,266,True,True,True
1240,1518501,Bradyrhizobium valentinum,87,2,265,True,True,True
1252,43992,Bradyrhizobium liaoningense,87,2,264,True,True,True
1389,1355477,Bradyrhizobium diazoefficiens,87,4,261,True,True,True
1536,29448,Bradyrhizobium elkanii,87,7,262,True,True,True
1643,390641,Wenxinia marina,88,2,1400,True,True,True
1174,2426,Teredinibacter turnerae,89,9,1319,True,True,True
575,384,Rhizobium leguminosarum,90,27,1089,True,True,True
818,492774,Rhizobium alamii,90,2,1087,True,True,True
1537,29449,Rhizobium etli,90,6,1088,True,True,True
1732,1079800,Rhizobium mesoamericanum,90,2,1090,True,True,True
1224,871203,Caballeronia zhejiangensis,91,2,306,True,True,True
523,33012,Propionimicrobium lymphophilum,92,2,1031,True,True,True
945,1522,[Clostridium] innocuum,93,2,485,True,True,True
1695,301148,Caldibacillus debilis,94,2,308,True,True,True
1847,179636,Alicycliphilus denitrificans,95,2,81,True,True,True
1188,649756,Anaerostipes hadrus,96,2,96,True,True,True
466,270351,Methylobacterium aquaticum,97,3,785,True,True,True
1019,427683,Methylobacterium platani,97,2,787,True,True,True
1826,31998,Methylobacterium radiotolerans,97,5,788,True,True,True
1468,135577,Idiomarina loihiensis,98,2,576,True,True,True
583,436,Komagataeibacter hansenii,99,2,596,True,True,True
682,66229,Komagataeibacter intermedius,99,2,597,True,True,True
807,33995,Komagataeibacter europaeus,99,5,595,True,True,True
580,414,Methylococcus capsulatus,100,3,789,True,True,True
1471,217511,Fulvimarina pelagi,101,2,514,True,True,True
865,173365,Methylobacter tundripaludum,102,3,784,True,True,True
1465,1528099,Lawsonella clevelandensis,103,2,712,True,True,True
640,516704,Pontibacillus halophilus,104,2,976,True,True,True
1221,273164,Pontibacillus marinus,104,2,977,True,True,True
581,65959,Acetobacter pomorum,105,2,5,True,True,True
582,435,Acetobacter aceti,105,3,1,True,True,True
584,438,Acetobacter pasteurianus,105,12,4,True,True,True
1656,104099,Acetobacter orleanensis,105,2,3,True,True,True
1657,104102,Acetobacter tropicalis,105,4,6,True,True,True
1758,178900,Acetobacter cerevisiae,105,3,2,True,True,True
1876,171693,Oceanobacillus picturae,106,2,893,True,True,True
926,1482,Virgibacillus halodenitrificans,107,2,1393,True,True,True
1004,1661,Trueperella pyogenes,108,4,1352,True,True,True
1142,59505,Actinotignum schaalii,109,2,58,True,True,True
585,442,Gluconobacter oxydans,110,8,535,True,True,True
1326,257438,Gluconobacter thailandicus,110,4,536,True,True,True
1821,318683,Gluconobacter albidus,110,2,534,True,True,True
589,449,Legionella hackeliae,111,2,719,True,True,True
590,450,Legionella longbeachae,111,2,721,True,True,True
591,446,Legionella pneumophila,111,488,725,True,True,True
1211,1034943,Legionella massiliensis,111,2,722,True,True,True
1331,28082,Legionella anisa,111,2,716,True,True,True
1332,28084,Legionella cherrii,111,2,717,True,True,True
1333,28087,Legionella sainthelensi,111,2,726,True,True,True
1429,45065,Legionella geestiana,111,2,718,True,True,True
1431,45067,Legionella lansingensis,111,2,720,True,True,True
1435,45075,Legionella shakespearei,111,2,727,True,True,True
1522,29423,Legionella oakridgensis,111,3,724,True,True,True
1804,39962,Legionella moravica,111,2,723,True,True,True
594,463,Fluoribacter dumoffii,112,3,507,True,True,True
593,451,Tatlockia micdadei,113,2,1313,True,True,True
1184,51669,Tetragenococcus halophilus,114,2,1321,True,True,True
1813,64642,Tetragenococcus muriaticus,114,3,1322,True,True,True
486,106648,Acinetobacter bereziniae,115,5,21,True,True,True
487,106649,Acinetobacter guillouiae,115,4,26,True,True,True
490,106654,Acinetobacter nosocomialis,115,14,33,True,True,True
595,470,Acinetobacter baumannii,115,1277,18,True,True,True
596,471,Acinetobacter calcoaceticus,115,10,24,True,True,True
609,262668,Acinetobacter beijerinckii,115,3,20,True,True,True
830,1148157,Acinetobacter oleivorans,115,3,34,True,True,True
1143,632955,Acinetobacter rudis,115,2,38,True,True,True
1178,108980,Acinetobacter ursingii,115,8,44,True,True,True
1179,108981,Acinetobacter schindleri,115,4,39,True,True,True
1239,52133,Acinetobacter venetianus,115,9,45,True,True,True
1272,396323,Acinetobacter brisouii,115,3,23,True,True,True
1287,756892,Acinetobacter indicus,115,4,29,True,True,True
1316,134533,Acinetobacter parvus,115,4,35,True,True,True
1317,134534,Acinetobacter gyllenbergii,115,4,27,True,True,True
1334,28090,Acinetobacter lwoffii,115,8,32,True,True,True
1419,487316,Acinetobacter soli,115,5,40,True,True,True
1524,29430,Acinetobacter haemolyticus,115,8,28,True,True,True
1702,202950,Acinetobacter baylyi,115,4,19,True,True,True
1703,202951,Acinetobacter bouvetii,115,3,22,True,True,True
1704,202952,Acinetobacter gerneri,115,3,25,True,True,True
1705,202954,Acinetobacter tandoii,115,3,41,True,True,True
1706,202955,Acinetobacter tjernbergiae,115,3,42,True,True,True
1707,202956,Acinetobacter towneri,115,3,43,True,True,True
1818,48296,Acinetobacter pittii,115,62,36,True,True,True
1831,40214,Acinetobacter johnsonii,115,5,30,True,True,True
1832,40215,Acinetobacter junii,115,10,31,True,True,True
1833,40216,Acinetobacter radioresistens,115,5,37,True,True,True
597,480,Moraxella catarrhalis,116,23,802,True,True,True
931,1490,Paraclostridium bifermentans,117,3,939,True,True,True
513,82135,Fannyhessea vaginae,118,4,111,True,True,True
598,485,Neisseria gonorrhoeae,119,326,867,True,True,True
599,486,Neisseria lactamica,119,6,868,True,True,True
600,487,Neisseria meningitidis,119,721,869,True,True,True
601,488,Neisseria mucosa,119,2,870,True,True,True
602,489,Neisseria polysaccharea,119,2,871,True,True,True
603,495,Neisseria elongata,119,4,866,True,True,True
1335,28091,Neisseria weaveri,119,2,872,True,True,True
1262,314344,Mariprofundus ferrooxydans,120,3,776,True,True,True
935,1505,Paeniclostridium sordellii,121,41,917,True,True,True
1396,102148,Solobacterium moorei,122,2,1185,True,True,True
535,33031,Peptoniphilus lacrimalis,123,2,959,True,True,True
1523,54005,Peptoniphilus harei,123,2,958,True,True,True
1526,29432,Psychrobacter phenylpyruvicus,124,2,1081,True,True,True
691,459472,Planomicrobium glaciei,125,2,973,True,True,True
727,823,Parabacteroides distasonis,126,9,926,True,True,True
785,328812,Parabacteroides goldsteinii,126,4,927,True,True,True
928,574930,Parabacteroides gordonii,126,2,928,True,True,True
1195,387661,Parabacteroides johnsonii,126,2,929,True,True,True
1634,46503,Parabacteroides merdae,126,3,930,True,True,True
894,1383,Lancefieldella rimae,127,2,110,True,True,True
605,511,Alcaligenes faecalis,128,7,79,True,True,True
504,114881,Mycoplasmopsis columbina,129,2,841,True,True,True
1127,2113,Mycoplasmopsis californica,129,2,838,True,True,True
606,518,Bordetella bronchiseptica,130,63,243,True,True,True
607,520,Bordetella pertussis,130,327,246,True,True,True
608,521,Bordetella avium,130,2,242,True,True,True
764,123899,Bordetella trematum,130,3,248,True,True,True
1257,35814,Bordetella holmesii,130,20,245,True,True,True
1439,1331258,Bordetella pseudohinzii,130,3,247,True,True,True
1637,103855,Bordetella hinzii,130,10,244,True,True,True
820,1260,Finegoldia magna,131,6,499,True,True,True
1336,28092,Robbsia andropogonis,132,2,931,True,True,True
1514,62140,Acidiphilium multivorum,133,2,10,True,True,True
610,529,Ochrobactrum anthropi,134,6,894,True,True,True
1485,872965,Ardenticatena maritima,135,2,104,True,True,True
1492,168471,Laribacter hongkongensis,136,2,711,True,True,True
612,536,Chromobacterium violaceum,137,7,343,True,True,True
1024,394935,Chromobacterium haemolyticum,137,2,340,True,True,True
1198,1108595,Chromobacterium vaccinii,137,2,342,True,True,True
1677,251747,Chromobacterium subtsugae,137,4,341,True,True,True
613,539,Eikenella corrodens,138,2,442,True,True,True
614,542,Zymomonas mobilis,139,9,1438,True,True,True
902,1399,Cytobacillus firmus,140,3,134,True,True,True
1655,308892,Mesobacillus boroniphilus,141,2,126,True,True,True
571,57706,Citrobacter braakii,142,4,346,True,True,True
616,545,Citrobacter koseri,142,7,348,True,True,True
617,546,Citrobacter freundii,142,44,347,True,True,True
1156,67825,Citrobacter rodentium,142,3,349,True,True,True
1233,35703,Citrobacter amalonaticus,142,2,345,True,True,True
1778,121719,Pannonibacter phragmitetus,143,2,920,True,True,True
909,1411,Alkalihalobacillus akibai,144,2,119,True,True,True
1298,519424,Alkalihalobacillus trypoxylicola,144,2,155,True,True,True
1578,127886,Alkalihalobacillus hemicellulosilyticus,144,2,138,True,True,True
1580,127891,Alkalihalobacillus wakoensis,144,2,159,True,True,True
1687,79880,Alkalihalobacillus clausii,144,2,129,True,True,True
620,550,Enterobacter cloacae,145,98,450,True,True,True
1280,158836,Enterobacter hormaechei,145,202,"451, 453",False,False,False
1382,69218,Enterobacter cancerogenus,145,5,449,True,True,True
1456,61645,Enterobacter asburiae,145,31,448,True,True,True
1525,299767,Enterobacter ludwigii,145,2,452,True,True,True
1857,220686,Neobacillus vireti,146,2,158,True,True,True
1494,184870,Varibaculum cambriense,147,2,1356,True,True,True
496,65700,Erwinia tracheiphila,148,2,484,True,True,True
621,552,Erwinia amylovora,148,14,480,True,True,True
1126,182337,Erwinia billingiae,148,2,481,True,True,True
1385,1560201,Erwinia iniecta,148,2,482,True,True,True
1696,79967,Erwinia pyrifoliae,148,2,483,True,True,True
626,562,Escherichia coli,149,4221,489,True,True,True
628,564,Escherichia fergusonii,149,6,490,True,True,True
1440,208962,Escherichia albertii,149,32,488,True,True,True
629,569,Hafnia alvei,150,7,553,True,True,True
1496,266809,Thalassobacter stenotrophicus,151,2,1323,True,True,True
618,548,Klebsiella aerogenes,152,108,588,True,True,True
630,571,Klebsiella oxytoca,152,30,589,True,True,True
631,573,Klebsiella pneumoniae,152,877,590,True,True,True
1752,244366,Klebsiella variicola,152,6,591,True,True,True
1102,157692,Pseudoleptotrichia goodfellowii,153,2,742,True,True,True
634,582,Morganella morganii,154,15,803,True,True,True
635,584,Proteus mirabilis,155,48,1032,True,True,True
638,587,Providencia rettgeri,156,2,1035,True,True,True
639,588,Providencia stuartii,156,7,1036,True,True,True
1330,126385,Providencia alcalifaciens,156,9,1034,True,True,True
1460,28901,Salmonella enterica,157,4650,1153,True,True,True
1641,54736,Salmonella bongori,157,3,1152,True,True,True
531,33033,Parvimonas micra,158,3,944,True,True,True
756,984,Pedobacter heparinus,159,2,955,True,True,True
642,614,Serratia liquefaciens,160,5,1163,True,True,True
643,615,Serratia marcescens,160,282,1164,True,True,True
773,82995,Serratia grimesii,160,2,1162,True,True,True
774,82996,Serratia plymuthica,160,8,1165,True,True,True
1458,61652,Serratia rubidaea,160,3,1166,True,True,True
1766,47917,Serratia fonticola,160,6,1161,True,True,True
1772,138074,Serratia symbiotica,160,2,1167,True,True,True
644,621,Shigella boydii,161,13,1172,True,True,True
645,622,Shigella dysenteriae,161,6,1173,True,True,True
646,623,Shigella flexneri,161,104,1174,True,True,True
648,624,Shigella sonnei,161,563,1175,True,True,True
1383,1003110,Verrucosispora maris,162,2,1361,True,True,True
649,628,Xenorhabdus nematophila,163,4,1420,True,True,True
1869,40576,Xenorhabdus bovienii,163,11,1419,True,True,True
1597,758826,Acidovorax radicis,164,2,17,True,True,True
1795,80867,Acidovorax avenae,164,2,15,True,True,True
1797,80869,Acidovorax citrulli,164,4,16,True,True,True
552,33060,Yersinia mollaretii,165,9,1429,True,True,True
650,630,Yersinia enterocolitica,165,140,1425,True,True,True
652,631,Yersinia intermedia,165,14,1427,True,True,True
653,632,Yersinia pestis,165,265,1431,True,True,True
654,634,Yersinia bercovieri,165,3,1424,True,True,True
655,633,Yersinia pseudotuberculosis,165,40,1432,True,True,True
1006,263819,Yersinia aleksiciae,165,2,1423,True,True,True
1150,1288385,Yersinia pekkanenii,165,2,1430,True,True,True
1362,28152,Yersinia kristensenii,165,13,1428,True,True,True
1546,29483,Yersinia aldovae,165,6,1422,True,True,True
1547,29484,Yersinia frederiksenii,165,22,1426,True,True,True
