accession,species_v11_idx1,species_v12_idx1
GCF_000653575.1,834,1302
GCF_000653595.1,834,1302
GCF_000653615.1,834,1302
GCF_000653635.1,834,1302
GCF_000653655.1,834,1302
GCF_000653675.1,834,1302
GCF_000653695.1,834,1302
GCF_000653715.1,834,1302
GCF_000653735.1,834,1302
GCF_000653755.1,834,1302
GCF_000653775.1,834,1302
GCF_000653795.1,834,1302
GCF_000653815.1,834,1302
GCF_000653835.1,834,1302
GCF_000653855.1,834,1302
GCF_000653875.1,834,1302
GCF_000653895.1,834,1302
GCF_000653915.1,834,1302
GCF_000653935.1,834,1302
GCF_000653955.1,834,1302
GCF_000653975.1,834,1302
GCF_000653995.1,834,1302
GCF_000654015.1,834,1302
GCF_000654035.1,834,1302
GCF_000654055.1,834,1302
GCF_000654075.1,834,1302
GCF_000654095.1,834,1302
GCF_000654115.1,834,1302
GCF_000654135.1,834,1302
GCF_000654155.1,834,1302
GCF_000654175.1,834,1302
GCF_000654195.1,834,1302
GCF_000654215.1,834,1302
GCF_000654235.1,834,1302
GCF_000654255.1,834,1302
GCF_000654275.1,834,1302
GCF_000654295.1,834,1302
GCF_000654315.1,834,1302
GCF_000654335.1,834,1302
GCF_000654355.1,834,1302
GCF_000654375.1,834,1302
GCF_000654395.1,834,1302
GCF_000654415.1,834,1302
GCF_000654435.1,834,1302
GCF_000654455.1,834,1302
GCF_000654475.1,834,1302
GCF_000654495.1,834,1302
GCF_000654515.1,834,1302
GCF_000654535.1,834,1302
GCF_000654555.1,834,1302
GCF_000654575.1,834,1302
GCF_000654595.1,834,1302
GCF_000654615.1,834,1302
GCF_000654635.1,834,1302
GCF_000654655.1,834,1302
GCF_000654675.1,834,1302
GCF_000654695.1,834,1302
GCF_000654715.1,834,1302
GCF_000654735.1,834,1302
GCF_000654755.1,834,1302
GCF_000654775.1,834,1302
GCF_000654795.1,834,1302
GCF_000654815.1,834,1302
GCF_000654835.1,834,1302
GCF_000654855.1,834,1302
GCF_000654875.1,834,1302
GCF_000654895.1,834,1302
GCF_000654915.1,834,1302
GCF_000654935.1,834,1302
GCF_000654955.1,834,1302
GCF_000654975.1,834,1302
GCF_000654995.1,834,1302
GCF_000655015.1,834,1302
GCF_000655035.1,834,1302
GCF_000655055.1,834,1302
GCF_000655075.1,834,1302
GCF_000655095.1,834,1302
GCF_000655115.1,834,1302
GCF_000655135.1,834,1302
GCF_000655155.1,834,1302
GCF_000655175.1,834,1302
GCF_000655195.1,834,1302
GCF_000655215.1,834,1302
GCF_000655235.1,834,1302
GCF_000655255.1,834,1302
GCF_000655275.1,834,1302
GCF_000655295.1,834,1302
GCF_000655315.1,834,1302
GCF_000655335.1,834,1302
GCF_000655355.1,834,1302
GCF_000655375.1,834,1302
GCF_000655395.1,834,1302
GCF_000655415.1,834,1302
GCF_000655435.1,834,1302
GCF_000655455.1,834,1302
GCF_000655475.1,834,1302
GCF_000655495.1,834,1302
GCF_000655515.1,834,1302
GCF_000655535.1,834,1302
GCF_000655555.1,834,1302
GCF_000655575.1,834,1302
GCF_000655595.1,834,1302
GCF_000655615.1,834,1302
GCF_000655635.1,834,1302
GCF_000655655.1,834,1302
GCF_000655675.1,834,1302
GCF_000655695.1,834,1302
GCF_000655715.1,834,1302
GCF_000655735.1,834,1302
GCF_000655755.1,808,1298
GCF_000655775.1,834,1302
GCF_000655795.1,834,1302
GCF_000655815.1,834,1302
GCF_000655835.1,834,1302
GCF_000655855.1,834,1302
GCF_000655875.1,834,1302
GCF_000655895.1,834,1302
GCF_000655915.1,834,1302
GCF_000655935.1,834,1302
GCF_000655955.1,834,1302
GCF_000655975.1,834,1302
GCF_000655995.1,834,1302
GCF_000656015.1,834,1302
GCF_000656035.1,834,1302
GCF_000656055.1,834,1302
GCF_000656075.1,834,1302
GCF_000656095.1,834,1302
GCF_000656115.1,834,1302
GCF_000656135.1,834,1302
GCF_000656155.1,834,1302
GCF_000656175.1,834,1302
GCF_000656195.1,834,1302
GCF_000656215.1,834,1302
GCF_000656235.1,834,1302
GCF_000656255.1,834,1302
GCF_000656275.1,834,1302
GCF_000656295.1,834,1302
GCF_000656315.1,834,1302
GCF_000656335.1,834,1302
GCF_000656355.1,834,1302
GCF_000656375.1,834,1302
GCF_000656395.1,834,1302
GCF_000656415.1,834,1302
GCF_000656435.1,834,1302
GCF_000656455.1,834,1302
GCF_000656475.1,834,1302
GCF_000656495.1,834,1302
GCF_000656515.1,834,1302
GCF_000656535.1,834,1302
GCF_000656555.1,834,1302
GCF_000656575.1,834,1302
GCF_000656595.1,834,1302
GCF_000656615.1,834,1302
GCF_000656635.1,834,1302
GCF_000656655.1,834,1302
GCF_000656675.1,834,1302
GCF_000656695.1,834,1302
GCF_000656715.1,834,1302
GCF_000656735.1,834,1302
GCF_000656755.1,834,1302
GCF_000656775.1,834,1302
GCF_000656795.1,834,1302
GCF_000656815.1,834,1302
GCF_000656835.1,834,1302
GCF_000656855.1,834,1302
GCF_000656875.1,834,1302
GCF_000656895.1,834,1302
GCF_000656915.1,834,1302
GCF_000656935.1,834,1302
GCF_000656955.1,834,1302
GCF_000656975.1,834,1302
GCF_000656995.1,834,1302
GCF_000657015.1,834,1302
GCF_000657035.1,834,1302
GCF_000657055.1,834,1302
GCF_000657075.1,834,1302
GCF_000657095.1,834,1302
GCF_000657115.1,834,1302
GCF_000657135.1,834,1302
GCF_000657155.1,834,1302
GCF_000657175.1,834,1302
GCF_000657195.1,834,1302
GCF_000657215.1,834,1302
GCF_000657235.1,834,1302
GCF_000657255.1,834,1302
GCF_000657275.1,834,1302
GCF_000657295.1,834,1302
GCF_000657315.1,834,1302
GCF_000657335.1,834,1302
GCF_000657355.1,834,1302
GCF_000657375.1,834,1302
GCF_000657395.1,834,1302
GCF_000657415.1,834,1302
GCF_000657435.1,834,1302
GCF_000657455.1,834,1302
GCF_000657475.1,834,1302
GCF_000657495.1,834,1302
GCF_000657515.1,834,1302
GCF_000657535.1,834,1302
GCF_000657555.1,834,1302
GCF_000657575.1,834,1302
GCF_000657595.1,834,1302
GCF_000657615.1,834,1302
GCF_000657635.1,834,1302
GCF_000657655.1,834,1302
GCF_000657675.1,834,1302
GCF_000657695.1,244,386
GCF_000657715.1,244,386
GCF_000657735.1,244,386
GCF_000657755.1,244,386
GCF_000657775.1,244,386
GCF_000657795.2,247,385
GCF_000657815.1,244,386
GCF_000657835.1,834,1302
GCF_000657855.1,834,1302
GCF_000657875.1,834,1302
GCF_000657895.1,834,1302
GCF_000657915.1,834,1302
GCF_000657935.1,834,1302
GCF_000657955.1,834,1302
GCF_000657975.1,834,1302
GCF_000657995.1,834,1302
GCF_000658015.1,834,1302
GCF_000658035.1,834,1302
GCF_000658055.1,834,1302
GCF_000658075.1,834,1302
GCF_000658095.1,834,1302
GCF_000658115.1,834,1302
GCF_000658135.1,834,1302
GCF_000658155.1,834,1302
GCF_000658175.1,834,1302
GCF_000658195.1,834,1302
GCF_000658215.1,834,1302
GCF_000658235.1,834,1302
GCF_000658255.1,834,1302
GCF_000658275.1,834,1302
GCF_000658295.1,834,1302
GCF_000658315.1,834,1302
GCF_000658335.1,834,1302
GCF_000658355.1,834,1302
GCF_000658375.1,834,1302
GCF_000658395.1,834,1302
GCF_000658415.1,834,1302
GCF_000658435.1,834,1302
GCF_000658455.1,834,1302
GCF_000658475.1,834,1302
GCF_000658515.1,834,1302
GCF_000658535.1,834,1302
GCF_000658555.1,834,1302
GCF_000658575.1,834,1302
GCF_000658595.1,834,1302
GCF_000658615.1,834,1302
GCF_000658635.1,834,1302
GCF_000658655.1,834,1302
GCF_000658675.1,834,1302
GCF_000658695.1,834,1302
GCF_000658715.1,834,1302
GCF_000658735.1,834,1302
GCF_000658755.1,834,1302
GCF_000658775.1,834,1302
GCF_000658795.1,834,1302
GCF_000658815.1,834,1302
GCF_000658835.1,834,1302
GCF_000658855.1,834,1302
GCF_000658875.1,834,1302
GCF_000658905.1,834,1302
GCF_000658925.1,834,1302
GCF_000658945.1,834,1302
GCF_000658965.1,1072,184
GCF_000659005.1,834,1302
GCF_000659025.1,834,1302
GCF_000659045.1,834,1302
GCF_000659065.1,834,1302
GCF_000659085.1,834,1302
GCF_000659105.1,834,1302
GCF_000659125.1,834,1302
GCF_000659145.1,834,1302
GCF_000659165.1,834,1302
GCF_000659185.1,834,1302
GCF_000659205.1,834,1302
GCF_000659225.1,834,1302
GCF_000659245.1,834,1302
GCF_000659265.1,834,1302
GCF_000659285.1,834,1302
GCF_000659305.1,834,1302
GCF_000659325.1,834,1302
GCF_000659345.1,834,1302
GCF_000659365.1,834,1302
GCF_000659385.1,834,1302
GCF_000659405.1,834,1302
GCF_000659425.1,834,1302
GCF_000659445.1,834,1302
GCF_000659465.1,834,1302
GCF_000659485.1,834,1302
GCF_000659505.1,834,1302
GCF_000659525.1,834,1302
GCF_000659545.1,834,1302
GCF_000659565.1,834,1302
GCF_000659585.1,834,1302
GCF_000659605.1,834,1302
GCF_000659625.1,834,1302
GCF_000659645.1,834,1302
GCF_000659665.1,834,1302
GCF_000659685.1,834,1302
GCF_000659705.1,834,1302
GCF_000659725.1,834,1302
GCF_000659745.1,834,1302
GCF_000659765.1,834,1302
GCF_000659785.1,834,1302
GCF_000659805.1,834,1302
GCF_000659825.1,834,1302
GCF_000659845.1,834,1302
GCF_000659865.1,834,1302
GCF_000659885.1,834,1302
GCF_000659905.1,834,1302
GCF_000659925.1,834,1302
GCF_000659945.1,834,1302
GCF_000659965.1,834,1302
GCF_000659985.1,834,1302
GCF_000660005.1,834,1302
GCF_000660025.1,834,1302
GCF_000660045.1,834,1302
GCF_000660065.1,834,1302
GCF_000660085.1,834,1302
GCF_000660105.1,834,1302
GCF_000660125.1,834,1302
GCF_000660145.1,834,1302
GCF_000660165.1,834,1302
GCF_000660185.1,834,1302
GCF_000660205.1,834,1302
GCF_000660225.1,834,1302
GCF_000660245.1,834,1302
GCF_000660265.1,834,1302
GCF_000660285.1,834,1302
GCF_000660305.1,834,1302
GCF_000660325.1,834,1302
GCF_000660345.1,834,1302
GCF_000660365.1,834,1302
GCF_000660385.1,834,1302
GCF_000660405.1,834,1302
GCF_000660425.1,834,1302
GCF_000660445.1,834,1302
GCF_000660465.1,834,1302
GCF_000660485.1,834,1302
GCF_000660505.1,834,1302
GCF_000660525.1,834,1302
GCF_000660545.1,834,1302
GCF_000660565.1,834,1302
GCF_000660585.1,834,1302
GCF_000660605.1,834,1302
GCF_000660625.1,834,1302
GCF_000660645.1,834,1302
GCF_000660665.1,834,1302
GCF_000660685.1,834,1302
GCF_000660705.1,834,1302
GCF_000660725.1,834,1302
GCF_000660745.1,834,1302
GCF_000660765.1,834,1302
GCF_000660785.1,834,1302
GCF_000660805.1,834,1302
GCF_000660825.1,834,1302
GCF_000660845.1,834,1302
GCF_000660865.1,834,1302
GCF_000660885.1,834,1302
GCF_000660905.1,834,1302
GCF_000660925.1,834,1302
GCF_000660945.1,834,1302
GCF_000660965.1,834,1302
GCF_000660985.1,834,1302
GCF_000661005.1,834,1302
GCF_000661025.1,834,1302
GCF_000661045.1,834,1302
GCF_000661065.1,834,1302
GCF_000661105.1,834,1302
GCF_000661125.1,834,1302
GCF_000661145.1,834,1302
GCF_000661165.1,834,1302
GCF_000661185.1,834,1302
GCF_000661205.1,834,1302
GCF_000661225.1,834,1302
GCF_000661245.1,834,1302
GCF_000661265.1,834,1302
GCF_000661285.1,834,1302
GCF_000661305.1,834,1302
GCF_000661325.1,834,1302
GCF_000661345.1,834,1302
GCF_000661365.1,834,1302
GCF_000661385.1,834,1302
GCF_000661405.1,834,1302
GCF_000661425.1,834,1302
GCF_000661445.1,834,1302
GCF_000661465.1,834,1302
GCF_000661485.1,834,1302
GCF_000661505.1,834,1302
GCF_000661525.1,834,1302
GCF_000661555.1,834,1302
GCF_000661575.1,834,1302
GCF_000661595.1,834,1302
GCF_000661615.1,834,1302
GCF_000661635.1,834,1302
GCF_000661655.1,834,1302
GCF_000661675.1,834,1302
GCF_000661695.1,834,1302
GCF_000661715.1,834,1302
GCF_000661735.1,834,1302
GCF_000661755.1,834,1302
GCF_000661775.1,834,1302
GCF_000661795.1,834,1302
GCF_000661815.1,834,1302
GCF_000661835.1,834,1302
GCF_000661855.1,834,1302
GCF_000661935.1,263,266
GCF_000661975.1,922,60
GCF_000662075.1,243,380
GCF_000662095.1,243,380
GCF_000662115.1,243,380
GCF_000662135.1,243,380
GCF_000662155.1,243,380
GCF_000662175.1,245,384
GCF_000662195.1,245,384
GCF_000662215.1,245,384
GCF_000662235.1,246,381
GCF_000662255.1,245,384
GCF_000662275.1,245,384
GCF_000662295.1,246,381
GCF_000662335.1,243,380
GCF_000662355.1,834,1302
GCF_000662395.1,489,424
GCF_000662465.1,834,1302
GCF_000662485.1,834,1302
GCF_000662505.1,834,1302
GCF_000662525.1,834,1302
GCF_000662545.1,834,1302
GCF_000662565.1,834,1302
GCF_000662585.1,834,1302
GCF_000662605.1,834,1302
GCF_000662625.1,834,1302
GCF_000662645.1,834,1302
GCF_000662665.1,834,1302
GCF_000662685.1,834,1302
GCF_000662705.1,834,1302
GCF_000662725.1,834,1302
GCF_000662745.1,834,1302
GCF_000662765.1,834,1302
GCF_000662785.1,834,1302
GCF_000662805.1,834,1302
GCF_000662825.1,834,1302
GCF_000662845.1,834,1302
GCF_000662865.1,834,1302
GCF_000662885.1,834,1302
GCF_000662905.1,834,1302
GCF_000662925.1,834,1302
GCF_000662945.1,834,1302
GCF_000662965.1,834,1302
GCF_000662985.1,834,1302
GCF_000663005.1,834,1302
GCF_000663025.1,834,1302
GCF_000663045.1,834,1302
GCF_000663065.1,834,1302
GCF_000663085.1,834,1302
GCF_000663105.1,834,1302
GCF_000663125.1,834,1302
GCF_000663145.1,834,1302
GCF_000663165.1,834,1302
GCF_000663185.1,834,1302
GCF_000663205.1,834,1302
GCF_000663225.1,834,1302
GCF_000663245.1,834,1302
GCF_000663265.1,834,1302
GCF_000663285.1,834,1302
GCF_000663305.1,834,1302
GCF_000663325.1,834,1302
GCF_000663345.1,834,1302
GCF_000663365.1,834,1302
GCF_000663385.1,834,1302
GCF_000663405.1,834,1302
GCF_000663425.1,834,1302
GCF_000663445.1,834,1302
GCF_000663465.1,834,1302
GCF_000663485.1,834,1302
GCF_000663505.1,834,1302
GCF_000663525.1,834,1302
GCF_000663545.1,834,1302
GCF_000663565.1,834,1302
GCF_000663585.1,834,1302
GCF_000663605.1,834,1302
GCF_000663625.1,834,1302
GCF_000663645.1,834,1302
GCF_000663665.1,834,1302
GCF_000663685.1,834,1302
GCF_000663705.1,834,1302
GCF_000663725.1,834,1302
GCF_000663745.1,834,1302
GCF_000663765.1,834,1302
GCF_000663785.1,834,1302
GCF_000663805.1,834,1302
GCF_000663825.1,834,1302
GCF_000663845.1,834,1302
GCF_000663865.1,834,1302
GCF_000663885.1,834,1302
GCF_000663905.1,834,1302
GCF_000663925.1,834,1302
GCF_000663945.1,834,1302
GCF_000663965.1,834,1302
GCF_000663985.1,834,1302
GCF_000664005.1,834,1302
GCF_000664025.1,834,1302
GCF_000664045.1,834,1302
GCF_000664065.1,834,1302
GCF_000664085.1,834,1302
GCF_000664105.1,834,1302
GCF_000664125.1,834,1302
GCF_000664145.1,834,1302
GCF_000664165.1,834,1302
GCF_000664185.1,834,1302
GCF_000664205.1,834,1302
GCF_000664225.1,834,1302
GCF_000664245.1,834,1302
GCF_000664265.1,834,1302
GCF_000664285.1,834,1302
GCF_000664305.1,834,1302
GCF_000664325.1,834,1302
GCF_000664345.1,834,1302
GCF_000664365.1,834,1302
GCF_000664385.1,834,1302
GCF_000664405.1,834,1302
GCF_000664425.1,834,1302
GCF_000664445.1,834,1302
GCF_000664465.1,834,1302
GCF_000664485.1,834,1302
GCF_000664505.1,834,1302
GCF_000664525.1,834,1302
GCF_000664545.1,834,1302
GCF_000664565.1,834,1302
GCF_000664585.1,834,1302
GCF_000664605.1,834,1302
GCF_000664625.1,834,1302
GCF_000664645.1,834,1302
GCF_000664665.1,834,1302
GCF_000664685.1,834,1302
GCF_000664705.1,834,1302
GCF_000664725.1,834,1302
GCF_000664745.1,834,1302
GCF_000664765.1,834,1302
GCF_000664785.1,834,1302
GCF_000664805.1,834,1302
GCF_000664825.1,834,1302
GCF_000664845.1,834,1302
GCF_000664865.1,834,1302
GCF_000664885.1,834,1302
GCF_000664905.1,834,1302
GCF_000664925.1,834,1302
GCF_000664945.1,834,1302
GCF_000664965.1,834,1302
GCF_000664985.1,834,1302
GCF_000665005.1,834,1302
GCF_000665025.1,834,1302
GCF_000665045.1,834,1302
GCF_000665065.1,834,1302
GCF_000665085.1,834,1302
GCF_000665105.1,834,1302
GCF_000665125.1,834,1302
GCF_000665145.1,834,1302
GCF_000665165.1,834,1302
GCF_000665185.1,834,1302
GCF_000665205.1,834,1302
GCF_000665225.1,834,1302
GCF_000665245.1,834,1302
GCF_000665265.1,834,1302
GCF_000665285.1,834,1302
GCF_000665305.1,834,1302
GCF_000665325.1,834,1302
GCF_000665345.1,834,1302
GCF_000665365.1,834,1302
GCF_000665385.1,834,1302
GCF_000665405.1,834,1302
GCF_000665425.1,834,1302
GCF_000665445.1,834,1302
GCF_000665465.1,834,1302
GCF_000665485.1,834,1302
GCF_000665505.1,834,1302
GCF_000665525.1,834,1302
GCF_000665545.1,834,1302
GCF_000665565.1,834,1302
GCF_000665585.1,834,1302
GCF_000665605.1,834,1302
GCF_000665625.1,834,1302
GCF_000665645.1,834,1302
GCF_000665665.1,834,1302
GCF_000665685.1,834,1302
GCF_000665705.1,834,1302
GCF_000665725.1,834,1302
GCF_000665745.1,834,1302
GCF_000665765.1,834,1302
GCF_000665785.1,834,1302
GCF_000665805.1,834,1302
GCF_000665825.1,834,1302
GCF_000665845.1,834,1302
GCF_000665865.1,807,1302
GCF_000665885.1,834,1302
GCF_000665905.1,834,1302
GCF_000665925.1,834,1302
GCF_000665945.1,834,1302
GCF_000665965.1,834,1302
GCF_000665985.1,834,1302
GCF_000666005.1,834,1302
GCF_000666025.1,834,1302
GCF_000666045.1,834,1302
GCF_000666065.1,807,1302
GCF_000666085.1,834,1302
GCF_000666105.1,834,1302
GCF_000666125.1,807,1302
GCF_000666145.1,834,1302
GCF_000666165.1,834,1302
GCF_000666205.1,807,1302
GCF_000666245.1,834,1302
GCF_000666265.1,834,1302
GCF_000666285.1,834,1302
GCF_000666305.1,807,1302
GCF_000666325.1,834,1302
GCF_000666345.1,834,1302
GCF_000666365.1,834,1302
GCF_000666445.1,807,1302
GCF_000666465.1,834,1302
GCF_000666485.1,834,1302
GCF_000666505.1,834,1302
GCF_000666525.1,834,1302
GCF_000666545.1,834,1302
GCF_000666565.1,834,1302
GCF_000666585.1,807,1302
GCF_000666605.1,807,1302
GCF_000666625.1,834,1302
GCF_000666645.1,807,1302
GCF_000666665.1,834,1302
GCF_000666685.1,807,1302
GCF_000666705.1,807,1302
GCF_000666745.1,834,1302
GCF_000666765.1,807,1302
GCF_000666785.1,834,1302
GCF_000666805.1,834,1302
GCF_000666825.1,834,1302
GCF_000666865.1,807,1302
GCF_000666885.1,834,1302
GCF_000666905.1,834,1302
GCF_000666925.1,834,1302
GCF_000666945.1,834,1302
GCF_000666965.1,834,1302
GCF_000666985.1,807,1302
GCF_000667005.1,807,1302
GCF_000667025.1,834,1302
GCF_000667045.1,834,1302
GCF_000667065.1,834,1302
GCF_000667085.1,834,1302
GCF_000667105.1,834,1302
GCF_000667125.1,834,1302
GCF_000667145.1,834,1302
GCF_000667165.1,834,1302
GCF_000667185.1,834,1302
GCF_000667205.1,834,1302
GCF_000667225.1,834,1302
GCF_000667245.1,834,1302
GCF_000667265.1,834,1302
GCF_000667285.1,834,1302
GCF_000667305.1,834,1302
GCF_000667325.1,807,1302
GCF_000667345.1,834,1302
GCF_000667365.1,807,1302
GCF_000667385.1,834,1302
GCF_000667405.1,834,1302
GCF_000667425.1,834,1302
GCF_000667445.1,807,1302
GCF_000667465.1,834,1302
GCF_000667485.1,834,1302
GCF_000667505.1,834,1302
GCF_000667525.1,807,1302
GCF_000667545.1,834,1302
GCF_000667565.1,834,1302
GCF_000667585.1,834,1302
GCF_000667605.1,834,1302
GCF_000667625.1,834,1302
GCF_000667645.1,834,1302
GCF_000667665.1,834,1302
GCF_000667685.1,834,1302
GCF_000667705.1,834,1302
GCF_000667725.1,834,1302
GCF_000667745.1,834,1302
GCF_000667765.1,834,1302
GCF_000667785.1,834,1302
GCF_000667805.1,834,1302
GCF_000667825.1,834,1302
GCF_000667845.1,834,1302
GCF_000667865.1,834,1302
GCF_000667885.1,834,1302
GCF_000667905.1,834,1302
GCF_000667935.1,834,1302
GCF_000667955.1,834,1302
GCF_000667975.1,834,1302
GCF_000667995.1,834,1302
GCF_000668015.1,834,1302
GCF_000668035.1,834,1302
GCF_000668055.1,834,1302
GCF_000668075.1,834,1302
GCF_000668095.1,834,1302
GCF_000668115.1,834,1302
GCF_000668135.1,834,1302
GCF_000668155.1,834,1302
GCF_000668175.1,834,1302
GCF_000668195.1,834,1302
GCF_000668215.1,834,1302
GCF_000668235.1,834,1302
GCF_000668255.1,834,1302
GCF_000668275.1,834,1302
GCF_000668295.1,834,1302
GCF_000668315.1,834,1302
GCF_000668335.1,834,1302
GCF_000668355.1,834,1302
GCF_000668375.1,834,1302
GCF_000668395.1,834,1302
GCF_000668415.1,834,1302
GCF_000668435.1,834,1302
GCF_000668455.1,834,1302
GCF_000668475.1,834,1302
GCF_000668495.1,834,1302
GCF_000668515.1,834,1302
GCF_000668535.1,834,1302
GCF_000668555.1,834,1302
GCF_000668575.1,834,1302
GCF_000668595.1,834,1302
GCF_000668615.1,834,1302
GCF_000668635.1,834,1302
GCF_000668655.1,834,1302
GCF_000668675.1,834,1302
GCF_000668695.1,834,1302
GCF_000668715.1,834,1302
GCF_000668735.1,834,1302
GCF_000668755.1,834,1302
GCF_000668775.1,834,1302
GCF_000668795.1,834,1302
GCF_000668815.1,834,1302
GCF_000668835.1,834,1302
GCF_000668855.1,834,1302
GCF_000668875.1,834,1302
GCF_000668895.1,834,1302
GCF_000668915.1,834,1302
GCF_000668935.1,834,1302
GCF_000668955.1,834,1302
GCF_000668975.1,834,1302
GCF_000668995.1,834,1302
GCF_000669015.1,834,1302
GCF_000669035.1,834,1302
GCF_000669055.1,834,1302
GCF_000669075.1,834,1302
GCF_000669095.1,834,1302
GCF_000669115.1,834,1302
GCF_000669135.1,834,1302
GCF_000669155.1,834,1302
GCF_000669175.1,834,1302
GCF_000669195.1,834,1302
GCF_000669215.1,834,1302
GCF_000669235.1,834,1302
GCF_000669255.1,834,1302
GCF_000669275.1,834,1302
GCF_000669295.1,834,1302
GCF_000669315.1,834,1302
GCF_000669335.1,834,1302
GCF_000669355.1,834,1302
GCF_000669375.1,834,1302
GCF_000669395.1,834,1302
GCF_000669415.1,834,1302
GCF_000669435.1,834,1302
GCF_000669455.1,834,1302
GCF_000669475.1,834,1302
GCF_000669495.1,834,1302
GCF_000669515.1,834,1302
GCF_000669535.1,834,1302
GCF_000669555.1,834,1302
GCF_000669575.1,834,1302
GCF_000669595.1,834,1302
GCF_000669615.1,834,1302
GCF_000669635.1,834,1302
GCF_000669655.1,834,1302
GCF_000669675.1,834,1302
GCF_000669695.1,834,1302
GCF_000669715.1,834,1302
GCF_000669735.1,834,1302
GCF_000669755.1,834,1302
GCF_000669775.1,834,1302
GCF_000669795.1,834,1302
GCF_000669815.1,834,1302
GCF_000669835.1,834,1302
GCF_000669855.1,834,1302
GCF_000669875.1,834,1302
GCF_000669895.1,834,1302
GCF_000669915.1,834,1302
GCF_000669935.1,834,1302
GCF_000669955.1,834,1302
GCF_000669975.1,834,1302
GCF_000669995.1,834,1302
GCF_000670015.1,834,1302
GCF_000670035.1,834,1302
GCF_000670055.1,834,1302
GCF_000670075.1,834,1302
GCF_000670095.1,834,1302
GCF_000670115.1,834,1302
GCF_000670135.1,834,1302
GCF_000670155.1,834,1302
GCF_000670175.1,834,1302
GCF_000670195.1,834,1302
GCF_000670215.1,834,1302
GCF_000670235.1,834,1302
GCF_000670255.1,834,1302
GCF_000670275.1,834,1302
GCF_000670295.1,834,1302
GCF_000670315.1,834,1302
GCF_000670335.1,834,1302
GCF_000670355.1,834,1302
GCF_000670375.1,834,1302
GCF_000670395.1,834,1302
GCF_000670415.1,834,1302
GCF_000670435.1,834,1302
GCF_000670455.1,834,1302
GCF_000670475.1,834,1302
GCF_000670495.1,834,1302
GCF_000670515.1,834,1302
GCF_000670535.1,834,1302
GCF_000670555.1,834,1302
GCF_000670575.1,834,1302
GCF_000670595.1,834,1302
GCF_000670615.1,834,1302
GCF_000670635.1,834,1302
GCF_000670655.1,834,1302
GCF_000670675.1,834,1302
GCF_000670695.1,834,1302
GCF_000670715.1,834,1302
GCF_000670735.1,834,1302
GCF_000670755.1,834,1302
GCF_000670775.1,834,1302
GCF_000670795.1,834,1302
GCF_000670815.1,834,1302
GCF_000670835.1,834,1302
GCF_000670855.1,834,1302
GCF_000670875.1,834,1302
GCF_000670895.1,834,1302
GCF_000670915.1,834,1302
GCF_000670935.1,834,1302
GCF_000670955.1,834,1302
GCF_000670975.1,834,1302
GCF_000670995.1,834,1302
GCF_000671015.1,834,1302
GCF_000671035.1,834,1302
GCF_000671055.1,834,1302
GCF_000671075.1,834,1302
GCF_000671095.1,834,1302
GCF_000671115.1,834,1302
GCF_000671135.1,834,1302
GCF_000671155.1,834,1302
GCF_000671175.1,834,1302
GCF_000671195.1,834,1302
GCF_000671215.1,834,1302
GCF_000671235.1,834,1302
GCF_000671255.1,834,1302
GCF_000671275.1,834,1302
GCF_000671295.1,489,424
GCF_000671415.1,18,329
GCF_000671435.1,18,329
GCF_000671455.1,18,329
GCF_000671475.1,18,329
GCF_000671495.1,18,329
GCF_000671515.1,18,329
