id,ncbi_id,name,rank,parent_id,in_v12,manual_threshold,report,key,is_leaf,plot_label
1662,1578720,Helicobacter ailurogastricus,species,48,true,NaN,true,ncbi/taxonomy/1578720,true,1662 Helicobacter ailurogastricus
1701,104628,Helicobacter suis,species,48,true,NaN,true,ncbi/taxonomy/104628,true,1701 Helicobacter suis
1861,56877,Helicobacter bizzozeronii,species,48,true,NaN,true,ncbi/taxonomy/56877,true,1861 Helicobacter bizzozeronii
1459,28885,Hydrogenovibrio marinus,species,49,true,NaN,true,ncbi/taxonomy/28885,true,1459 Hydrogenovibrio marinus
1387,85698,Achromobacter xylosoxidans,species,50,true,NaN,true,ncbi/taxonomy/85698,true,1387 Achromobacter xylosoxidans
1774,72556,Achromobacter piechaudii,species,50,true,NaN,true,ncbi/taxonomy/72556,true,1774 Achromobacter piechaudii
941,1517,Thermoanaerobacterium thermosaccharolyticum,species,51,true,NaN,true,ncbi/taxonomy/1517,true,941 Thermoanaerobacterium thermosaccharolyticum
473,589873,Alteromonas australica,species,52,true,NaN,true,ncbi/taxonomy/589873,true,473 Alteromonas australica
1238,314275,Alteromonas mediterranea,species,52,true,NaN,true,ncbi/taxonomy/314275,true,1238 Alteromonas mediterranea
1338,28108,Alteromonas macleodii,species,52,true,NaN,true,ncbi/taxonomy/28108,true,1338 Alteromonas macleodii
1412,233316,Alteromonas stellipolaris,species,52,true,NaN,true,ncbi/taxonomy/233316,true,1412 Alteromonas stellipolaris
515,235,Brucella abortus,species,53,true,NaN,true,ncbi/taxonomy/235,true,515 Brucella abortus
516,236,Brucella ovis,species,53,true,NaN,true,ncbi/taxonomy/236,true,516 Brucella ovis
1427,36855,Brucella canis,species,53,true,NaN,true,ncbi/taxonomy/36855,true,1427 Brucella canis
1470,94625,Brucella intermedia,species,53,true,NaN,true,ncbi/taxonomy/94625,true,1470 Brucella intermedia
1540,29459,Brucella melitensis,species,53,true,NaN,true,ncbi/taxonomy/29459,true,1540 Brucella melitensis
1541,29460,Brucella neotomae,species,53,true,NaN,true,ncbi/taxonomy/29460,true,1541 Brucella neotomae
1542,29461,Brucella suis,species,53,true,0.0,true,ncbi/taxonomy/29461,false,1542 Brucella suis
1664,120576,Brucella pinnipedialis,species,53,true,NaN,true,ncbi/taxonomy/120576,true,1664 Brucella pinnipedialis
1665,120577,Brucella ceti,species,53,true,0.02,true,ncbi/taxonomy/120577,true,1665 Brucella ceti
519,426226,Flavobacterium subsaxonicum,species,54,true,NaN,true,ncbi/taxonomy/426226,true,519 Flavobacterium subsaxonicum
1256,510946,Flavobacterium cauense,species,54,true,NaN,true,ncbi/taxonomy/510946,true,1256 Flavobacterium cauense
1663,1341165,Flavobacterium enshiense,species,54,true,NaN,true,ncbi/taxonomy/1341165,true,1663 Flavobacterium enshiense
1694,96345,Flavobacterium psychrophilum,species,54,true,NaN,true,ncbi/taxonomy/96345,true,1694 Flavobacterium psychrophilum
1749,498301,Flavobacterium rivuli,species,54,true,NaN,true,ncbi/taxonomy/498301,true,1749 Flavobacterium rivuli
1755,350894,Flavobacterium suncheonense,species,54,true,NaN,true,ncbi/taxonomy/350894,true,1755 Flavobacterium suncheonense
913,1426,Parageobacillus thermoglucosidasius,species,55,true,NaN,true,ncbi/taxonomy/1426,true,913 Parageobacillus thermoglucosidasius
1648,153151,Parageobacillus toebii,species,55,true,NaN,true,ncbi/taxonomy/153151,true,1648 Parageobacillus toebii
1855,81408,Parageobacillus caldoxylosilyticus,species,55,true,NaN,true,ncbi/taxonomy/81408,true,1855 Parageobacillus caldoxylosilyticus
529,263,Francisella tularensis,species,57,true,NaN,true,ncbi/taxonomy/263,true,529 Francisella tularensis
1340,28110,Francisella philomiragia,species,57,true,NaN,true,ncbi/taxonomy/28110,true,1340 Francisella philomiragia
1498,299583,Francisella orientalis,species,57,true,NaN,true,ncbi/taxonomy/299583,true,1498 Francisella orientalis
592,82367,Paracoccus pantotrophus,species,58,true,NaN,true,ncbi/taxonomy/82367,true,592 Paracoccus pantotrophus
1566,1545044,Paracoccus sanguinis,species,58,true,NaN,true,ncbi/taxonomy/1545044,true,1566 Paracoccus sanguinis
537,271,Thermus aquaticus,species,59,true,NaN,true,ncbi/taxonomy/271,true,537 Thermus aquaticus
538,274,Thermus thermophilus,species,59,true,NaN,true,ncbi/taxonomy/274,true,538 Thermus thermophilus
1533,37636,Thermus scotoductus,species,59,true,NaN,true,ncbi/taxonomy/37636,true,1533 Thermus scotoductus
1642,456163,Thermus parvatiensis,species,59,true,NaN,true,ncbi/taxonomy/456163,true,1642 Thermus parvatiensis
1868,56957,Thermus oshimai,species,59,true,NaN,true,ncbi/taxonomy/56957,true,1868 Thermus oshimai
545,285,Comamonas testosteroni,species,60,true,NaN,true,ncbi/taxonomy/285,true,545 Comamonas testosteroni
1518,225991,Comamonas aquatica,species,60,true,NaN,true,ncbi/taxonomy/225991,true,1518 Comamonas aquatica
472,237610,Pseudomonas psychrotolerans,species,61,true,NaN,true,ncbi/taxonomy/237610,true,472 Pseudomonas psychrotolerans
546,287,Pseudomonas aeruginosa,species,61,true,NaN,true,ncbi/taxonomy/287,true,546 Pseudomonas aeruginosa
551,294,Pseudomonas fluorescens,species,61,true,0.8,true,ncbi/taxonomy/294,true,551 Pseudomonas fluorescens
553,296,Pseudomonas fragi,species,61,true,NaN,true,ncbi/taxonomy/296,true,553 Pseudomonas fragi
554,301,Pseudomonas oleovorans,species,61,true,NaN,true,ncbi/taxonomy/301,true,554 Pseudomonas oleovorans
555,303,Pseudomonas putida,species,61,true,0.0,true,ncbi/taxonomy/303,false,555 Pseudomonas putida
556,316,Pseudomonas stutzeri,species,61,true,NaN,true,ncbi/taxonomy/316,true,556 Pseudomonas stutzeri
557,317,Pseudomonas syringae,species,61,true,0.0,true,ncbi/taxonomy/317,false,557 Pseudomonas syringae
778,74829,Pseudomonas balearica,species,61,true,NaN,true,ncbi/taxonomy/74829,true,778 Pseudomonas balearica
796,50340,Pseudomonas fuscovaginae,species,61,true,NaN,true,ncbi/taxonomy/50340,true,796 Pseudomonas fuscovaginae
1135,157782,Pseudomonas parafulva,species,61,true,0.6,true,ncbi/taxonomy/157782,true,1135 Pseudomonas parafulva
1138,157784,Pseudomonas thermotolerans,species,61,true,NaN,true,ncbi/taxonomy/157784,true,1138 Pseudomonas thermotolerans
1158,43263,Pseudomonas alcaligenes,species,61,true,0.8,true,ncbi/taxonomy/43263,true,1158 Pseudomonas alcaligenes
1251,76759,Pseudomonas monteilii,species,61,true,NaN,true,ncbi/taxonomy/76759,true,1251 Pseudomonas monteilii
1253,76761,Pseudomonas veronii,species,61,true,NaN,true,ncbi/taxonomy/76761,true,1253 Pseudomonas veronii
1302,1608996,Pseudomonas helleri,species,61,true,NaN,true,ncbi/taxonomy/1608996,true,1302 Pseudomonas helleri
1361,183795,Pseudomonas mediterranea,species,61,true,NaN,true,ncbi/taxonomy/183795,true,1361 Pseudomonas mediterranea
1395,200451,Pseudomonas poae,species,61,true,NaN,true,ncbi/taxonomy/200451,true,1395 Pseudomonas poae
1447,53408,Pseudomonas citronellolis,species,61,true,NaN,true,ncbi/taxonomy/53408,true,1447 Pseudomonas citronellolis
1448,53409,Pseudomonas coronafaciens,species,61,true,NaN,true,ncbi/taxonomy/53409,true,1448 Pseudomonas coronafaciens
1530,29438,Pseudomonas savastanoi,species,61,true,0.0,true,ncbi/taxonomy/29438,false,1530 Pseudomonas savastanoi
1531,29442,Pseudomonas tolaasii,species,61,true,NaN,true,ncbi/taxonomy/29442,true,1531 Pseudomonas tolaasii
1603,70775,Pseudomonas plecoglossicida,species,61,true,NaN,true,ncbi/taxonomy/70775,true,1603 Pseudomonas plecoglossicida
1611,46257,Pseudomonas avellanae,species,61,true,NaN,true,ncbi/taxonomy/46257,true,1611 Pseudomonas avellanae
1651,46677,Pseudomonas agarici,species,61,true,NaN,true,ncbi/taxonomy/46677,true,1651 Pseudomonas agarici
1652,46680,Pseudomonas nitroreducens,species,61,true,NaN,true,ncbi/taxonomy/46680,true,1652 Pseudomonas nitroreducens
1672,251699,Pseudomonas syringae group genomosp. 7,species,61,true,NaN,true,ncbi/taxonomy/251699,true,1672 Pseudomonas syringae group genomosp. 7
1685,587753,Pseudomonas chlororaphis,species,61,true,NaN,true,ncbi/taxonomy/587753,true,1685 Pseudomonas chlororaphis
1762,47877,Pseudomonas amygdali,species,61,true,0.0,true,ncbi/taxonomy/47877,false,1762 Pseudomonas amygdali
1763,47879,Pseudomonas corrugata,species,61,true,NaN,true,ncbi/taxonomy/47879,true,1763 Pseudomonas corrugata
1764,47880,Pseudomonas fulva,species,61,true,NaN,true,ncbi/taxonomy/47880,true,1764 Pseudomonas fulva
1798,89065,Pseudomonas abietaniphila,species,61,true,NaN,true,ncbi/taxonomy/89065,true,1798 Pseudomonas abietaniphila
1853,122355,Pseudomonas psychrophila,species,61,true,NaN,true,ncbi/taxonomy/122355,true,1853 Pseudomonas psychrophila
1161,2336,Thermotoga maritima,species,63,true,NaN,true,ncbi/taxonomy/2336,true,1161 Thermotoga maritima
1162,2337,Thermotoga neapolitana,species,63,true,NaN,true,ncbi/taxonomy/2337,true,1162 Thermotoga neapolitana
1169,76112,Thauera linaloolentis,species,64,true,NaN,true,ncbi/taxonomy/76112,true,1169 Thauera linaloolentis
1186,207340,Roseomonas mucosa,species,65,true,NaN,true,ncbi/taxonomy/207340,true,1186 Roseomonas mucosa
1673,1513270,Marinagarivorans algicola,species,66,true,NaN,true,ncbi/taxonomy/1513270,true,1673 Marinagarivorans algicola
740,873,Desulfocurvibacter africanus,species,67,true,NaN,true,ncbi/taxonomy/873,true,740 Desulfocurvibacter africanus
791,33940,Geobacillus thermodenitrificans,species,68,true,NaN,true,ncbi/taxonomy/33940,true,791 Geobacillus thermodenitrificans
792,33941,Geobacillus thermoleovorans,species,68,true,NaN,true,ncbi/taxonomy/33941,true,792 Geobacillus thermoleovorans
911,1422,Geobacillus stearothermophilus,species,68,true,NaN,true,ncbi/taxonomy/1422,true,911 Geobacillus stearothermophilus
919,1462,Geobacillus kaustophilus,species,68,true,NaN,true,ncbi/taxonomy/1462,true,919 Geobacillus kaustophilus
550,293,Brevundimonas diminuta,species,69,true,NaN,true,ncbi/taxonomy/293,true,550 Brevundimonas diminuta
524,65786,Hydrogenophaga intermedia,species,70,true,NaN,true,ncbi/taxonomy/65786,true,524 Hydrogenophaga intermedia
687,1639108,Chania multitudinisentens,species,71,true,NaN,true,ncbi/taxonomy/1639108,true,687 Chania multitudinisentens
1166,239935,Akkermansia muciniphila,species,72,true,NaN,true,ncbi/taxonomy/239935,true,1166 Akkermansia muciniphila
1682,366522,Sulfurospirillum cavolei,species,73,true,NaN,true,ncbi/taxonomy/366522,true,1682 Sulfurospirillum cavolei
1167,2371,Xylella fastidiosa,species,74,true,NaN,true,ncbi/taxonomy/2371,true,1167 Xylella fastidiosa
789,148604,Lactobacillus ingluviei,species,75,true,NaN,true,ncbi/taxonomy/148604,true,789 Lactobacillus ingluviei
967,1598,Lactobacillus reuteri,species,75,true,NaN,true,ncbi/taxonomy/1598,true,967 Lactobacillus reuteri
976,1613,Limosilactobacillus fermentum,species,75,true,NaN,true,ncbi/taxonomy/1613,true,976 Limosilactobacillus fermentum
990,1632,Limosilactobacillus oris,species,75,true,NaN,true,ncbi/taxonomy/1632,true,990 Limosilactobacillus oris
993,1633,Lactobacillus vaginalis,species,75,true,NaN,true,ncbi/taxonomy/1633,true,993 Lactobacillus vaginalis
1722,47493,Lactobacillus panis,species,75,true,NaN,true,ncbi/taxonomy/47493,true,1722 Lactobacillus panis
1743,227942,Lactobacillus gastricus,species,75,true,NaN,true,ncbi/taxonomy/227942,true,1743 Lactobacillus gastricus
1744,227943,Lactobacillus antri,species,75,true,NaN,true,ncbi/taxonomy/227943,true,1744 Lactobacillus antri
1819,97478,Lactobacillus mucosae,species,75,true,NaN,true,ncbi/taxonomy/97478,true,1819 Lactobacillus mucosae
1864,417373,Lactobacillus equigenerosi,species,75,true,NaN,true,ncbi/taxonomy/417373,true,1864 Lactobacillus equigenerosi
1168,2378,Sporomusa ovata,species,76,true,NaN,true,ncbi/taxonomy/2378,true,1168 Sporomusa ovata
558,442694,Xanthomonas perforans,species,77,true,NaN,true,ncbi/taxonomy/442694,true,558 Xanthomonas perforans
560,339,Xanthomonas campestris,species,77,true,NaN,true,ncbi/taxonomy/339,true,560 Xanthomonas campestris
561,343,Xanthomonas translucens,species,77,true,NaN,true,ncbi/taxonomy/343,true,561 Xanthomonas translucens
563,346,Xanthomonas citri,species,77,true,NaN,true,ncbi/taxonomy/346,true,563 Xanthomonas citri
564,347,Xanthomonas oryzae,species,77,true,NaN,true,ncbi/taxonomy/347,true,564 Xanthomonas oryzae
1216,1985254,Xanthomonas phaseoli,species,77,true,NaN,true,ncbi/taxonomy/1985254,true,1216 Xanthomonas phaseoli
1535,29447,Xanthomonas albilineans,species,77,true,NaN,true,ncbi/taxonomy/29447,true,1535 Xanthomonas albilineans
1653,456327,Xanthomonas euvesicatoria,species,77,true,NaN,true,ncbi/taxonomy/456327,true,1653 Xanthomonas euvesicatoria
1812,56448,Xanthomonas arboricola,species,77,true,NaN,true,ncbi/taxonomy/56448,true,1812 Xanthomonas arboricola
1814,56454,Xanthomonas hortorum,species,77,true,NaN,true,ncbi/taxonomy/56454,true,1814 Xanthomonas hortorum
1815,56458,Xanthomonas sacchari,species,77,true,NaN,true,ncbi/taxonomy/56458,true,1815 Xanthomonas sacchari
1816,56459,Xanthomonas vasicola,species,77,true,NaN,true,ncbi/taxonomy/56459,true,1816 Xanthomonas vasicola
1817,56460,Xanthomonas vesicatoria,species,77,true,NaN,true,ncbi/taxonomy/56460,true,1817 Xanthomonas vesicatoria
761,1015,Bergeyella zoohelcum,species,79,true,NaN,true,ncbi/taxonomy/1015,true,761 Bergeyella zoohelcum
726,821,Phocaeicola vulgatus,species,80,true,NaN,true,ncbi/taxonomy/821,true,726 Phocaeicola vulgatus
1108,387090,Phocaeicola coprophilus,species,80,true,NaN,true,ncbi/taxonomy/387090,true,1108 Phocaeicola coprophilus
1581,357276,Phocaeicola dorei,species,80,true,NaN,true,ncbi/taxonomy/357276,true,1581 Phocaeicola dorei
1880,204516,Phocaeicola massiliensis,species,80,true,NaN,true,ncbi/taxonomy/204516,true,1880 Phocaeicola massiliensis
1898,376804,Phocaeicola barnesiae,species,80,true,NaN,true,ncbi/taxonomy/376804,true,1898 Phocaeicola barnesiae
757,989,Marinilabilia salmonicolor,species,81,true,NaN,true,ncbi/taxonomy/989,true,757 Marinilabilia salmonicolor
1171,43357,Kutzneria albida,species,82,true,NaN,true,ncbi/taxonomy/43357,true,1171 Kutzneria albida
566,354,Azotobacter vinelandii,species,83,true,NaN,true,ncbi/taxonomy/354,true,566 Azotobacter vinelandii
569,358,Agrobacterium tumefaciens,species,84,true,NaN,true,ncbi/taxonomy/358,true,569 Agrobacterium tumefaciens
1173,2421,Thermosipho africanus,species,85,true,NaN,true,ncbi/taxonomy/2421,true,1173 Thermosipho africanus
1426,36841,Terrisporobacter glycolicus,species,86,true,NaN,true,ncbi/taxonomy/36841,true,1426 Terrisporobacter glycolicus
572,375,Bradyrhizobium japonicum,species,87,true,NaN,true,ncbi/taxonomy/375,true,572 Bradyrhizobium japonicum
942,108015,Bradyrhizobium yuanmingense,species,87,true,NaN,true,ncbi/taxonomy/108015,true,942 Bradyrhizobium yuanmingense
1240,1518501,Bradyrhizobium valentinum,species,87,true,NaN,true,ncbi/taxonomy/1518501,true,1240 Bradyrhizobium valentinum
1252,43992,Bradyrhizobium liaoningense,species,87,true,NaN,true,ncbi/taxonomy/43992,true,1252 Bradyrhizobium liaoningense
1389,1355477,Bradyrhizobium diazoefficiens,species,87,true,NaN,true,ncbi/taxonomy/1355477,true,1389 Bradyrhizobium diazoefficiens
1536,29448,Bradyrhizobium elkanii,species,87,true,NaN,true,ncbi/taxonomy/29448,true,1536 Bradyrhizobium elkanii
1643,390641,Wenxinia marina,species,88,true,NaN,true,ncbi/taxonomy/390641,true,1643 Wenxinia marina
1174,2426,Teredinibacter turnerae,species,89,true,NaN,true,ncbi/taxonomy/2426,true,1174 Teredinibacter turnerae
575,384,Rhizobium leguminosarum,species,90,true,NaN,true,ncbi/taxonomy/384,true,575 Rhizobium leguminosarum
818,492774,Rhizobium alamii,species,90,true,NaN,true,ncbi/taxonomy/492774,true,818 Rhizobium alamii
1537,29449,Rhizobium etli,species,90,true,NaN,true,ncbi/taxonomy/29449,true,1537 Rhizobium etli
1732,1079800,Rhizobium mesoamericanum,species,90,true,NaN,true,ncbi/taxonomy/1079800,true,1732 Rhizobium mesoamericanum
1224,871203,Caballeronia zhejiangensis,species,91,true,NaN,true,ncbi/taxonomy/871203,true,1224 Caballeronia zhejiangensis
523,33012,Propionimicrobium lymphophilum,species,92,true,NaN,true,ncbi/taxonomy/33012,true,523 Propionimicrobium lymphophilum
945,1522,[Clostridium] innocuum,species,93,true,NaN,true,ncbi/taxonomy/1522,true,945 [Clostridium] innocuum
1695,301148,Caldibacillus debilis,species,94,true,NaN,true,ncbi/taxonomy/301148,true,1695 Caldibacillus debilis
1847,179636,Alicycliphilus denitrificans,species,95,true,NaN,true,ncbi/taxonomy/179636,true,1847 Alicycliphilus denitrificans
1188,649756,Anaerostipes hadrus,species,96,true,NaN,true,ncbi/taxonomy/649756,true,1188 Anaerostipes hadrus
466,270351,Methylobacterium aquaticum,species,97,true,NaN,true,ncbi/taxonomy/270351,true,466 Methylobacterium aquaticum
1019,427683,Methylobacterium platani,species,97,true,NaN,true,ncbi/taxonomy/427683,true,1019 Methylobacterium platani
1826,31998,Methylobacterium radiotolerans,species,97,true,NaN,true,ncbi/taxonomy/31998,true,1826 Methylobacterium radiotolerans
583,436,Komagataeibacter hansenii,species,99,true,NaN,true,ncbi/taxonomy/436,true,583 Komagataeibacter hansenii
682,66229,Komagataeibacter intermedius,species,99,true,NaN,true,ncbi/taxonomy/66229,true,682 Komagataeibacter intermedius
807,33995,Komagataeibacter europaeus,species,99,true,NaN,true,ncbi/taxonomy/33995,true,807 Komagataeibacter europaeus
580,414,Methylococcus capsulatus,species,100,true,NaN,true,ncbi/taxonomy/414,true,580 Methylococcus capsulatus
1471,217511,Fulvimarina pelagi,species,101,true,NaN,true,ncbi/taxonomy/217511,true,1471 Fulvimarina pelagi
865,173365,Methylobacter tundripaludum,species,102,true,NaN,true,ncbi/taxonomy/173365,true,865 Methylobacter tundripaludum
1465,1528099,Lawsonella clevelandensis,species,103,true,NaN,true,ncbi/taxonomy/1528099,true,1465 Lawsonella clevelandensis
640,516704,Pontibacillus halophilus,species,104,true,NaN,true,ncbi/taxonomy/516704,true,640 Pontibacillus halophilus
1221,273164,Pontibacillus marinus,species,104,true,NaN,true,ncbi/taxonomy/273164,true,1221 Pontibacillus marinus
581,65959,Acetobacter pomorum,species,105,true,NaN,true,ncbi/taxonomy/65959,true,581 Acetobacter pomorum
582,435,Acetobacter aceti,species,105,true,NaN,true,ncbi/taxonomy/435,true,582 Acetobacter aceti
584,438,Acetobacter pasteurianus,species,105,true,NaN,true,ncbi/taxonomy/438,true,584 Acetobacter pasteurianus
1656,104099,Acetobacter orleanensis,species,105,true,NaN,true,ncbi/taxonomy/104099,true,1656 Acetobacter orleanensis
1657,104102,Acetobacter tropicalis,species,105,true,NaN,true,ncbi/taxonomy/104102,true,1657 Acetobacter tropicalis
1758,178900,Acetobacter cerevisiae,species,105,true,NaN,true,ncbi/taxonomy/178900,true,1758 Acetobacter cerevisiae
1876,171693,Oceanobacillus picturae,species,106,true,NaN,true,ncbi/taxonomy/171693,true,1876 Oceanobacillus picturae
926,1482,Virgibacillus halodenitrificans,species,107,true,NaN,true,ncbi/taxonomy/1482,true,926 Virgibacillus halodenitrificans
1004,1661,Trueperella pyogenes,species,108,true,NaN,true,ncbi/taxonomy/1661,true,1004 Trueperella pyogenes
1142,59505,Actinotignum schaalii,species,109,true,NaN,true,ncbi/taxonomy/59505,true,1142 Actinotignum schaalii
585,442,Gluconobacter oxydans,species,110,true,NaN,true,ncbi/taxonomy/442,true,585 Gluconobacter oxydans
1326,257438,Gluconobacter thailandicus,species,110,true,NaN,true,ncbi/taxonomy/257438,true,1326 Gluconobacter thailandicus
1821,318683,Gluconobacter albidus,species,110,true,NaN,true,ncbi/taxonomy/318683,true,1821 Gluconobacter albidus
589,449,Legionella hackeliae,species,111,true,NaN,true,ncbi/taxonomy/449,true,589 Legionella hackeliae
590,450,Legionella longbeachae,species,111,true,NaN,true,ncbi/taxonomy/450,true,590 Legionella longbeachae
591,446,Legionella pneumophila,species,111,true,NaN,true,ncbi/taxonomy/446,true,591 Legionella pneumophila
1331,28082,Legionella anisa,species,111,true,NaN,true,ncbi/taxonomy/28082,true,1331 Legionella anisa
1332,28084,Legionella cherrii,species,111,true,NaN,true,ncbi/taxonomy/28084,true,1332 Legionella cherrii
1333,28087,Legionella sainthelensi,species,111,true,NaN,true,ncbi/taxonomy/28087,true,1333 Legionella sainthelensi
1429,45065,Legionella geestiana,species,111,true,NaN,true,ncbi/taxonomy/45065,true,1429 Legionella geestiana
1431,45067,Legionella lansingensis,species,111,true,NaN,true,ncbi/taxonomy/45067,true,1431 Legionella lansingensis
1435,45075,Legionella shakespearei,species,111,true,NaN,true,ncbi/taxonomy/45075,true,1435 Legionella shakespearei
1522,29423,Legionella oakridgensis,species,111,true,NaN,true,ncbi/taxonomy/29423,true,1522 Legionella oakridgensis
1804,39962,Legionella moravica,species,111,true,NaN,true,ncbi/taxonomy/39962,true,1804 Legionella moravica
594,463,Fluoribacter dumoffii,species,112,true,NaN,true,ncbi/taxonomy/463,true,594 Fluoribacter dumoffii
593,451,Tatlockia micdadei,species,113,true,NaN,true,ncbi/taxonomy/451,true,593 Tatlockia micdadei
1184,51669,Tetragenococcus halophilus,species,114,true,NaN,true,ncbi/taxonomy/51669,true,1184 Tetragenococcus halophilus
1813,64642,Tetragenococcus muriaticus,species,114,true,NaN,true,ncbi/taxonomy/64642,true,1813 Tetragenococcus muriaticus
486,106648,Acinetobacter bereziniae,species,115,true,NaN,true,ncbi/taxonomy/106648,true,486 Acinetobacter bereziniae
487,106649,Acinetobacter guillouiae,species,115,true,NaN,true,ncbi/taxonomy/106649,true,487 Acinetobacter guillouiae
490,106654,Acinetobacter nosocomialis,species,115,true,NaN,true,ncbi/taxonomy/106654,true,490 Acinetobacter nosocomialis
595,470,Acinetobacter baumannii,species,115,true,NaN,true,ncbi/taxonomy/470,true,595 Acinetobacter baumannii
596,471,Acinetobacter calcoaceticus,species,115,true,NaN,true,ncbi/taxonomy/471,true,596 Acinetobacter calcoaceticus
609,262668,Acinetobacter beijerinckii,species,115,true,NaN,true,ncbi/taxonomy/262668,true,609 Acinetobacter beijerinckii
830,1148157,Acinetobacter oleivorans,species,115,true,NaN,true,ncbi/taxonomy/1148157,true,830 Acinetobacter oleivorans
1143,632955,Acinetobacter rudis,species,115,true,NaN,true,ncbi/taxonomy/632955,true,1143 Acinetobacter rudis
1178,108980,Acinetobacter ursingii,species,115,true,NaN,true,ncbi/taxonomy/108980,true,1178 Acinetobacter ursingii
1179,108981,Acinetobacter schindleri,species,115,true,NaN,true,ncbi/taxonomy/108981,true,1179 Acinetobacter schindleri
1239,52133,Acinetobacter venetianus,species,115,true,NaN,true,ncbi/taxonomy/52133,true,1239 Acinetobacter venetianus
1272,396323,Acinetobacter brisouii,species,115,true,NaN,true,ncbi/taxonomy/396323,true,1272 Acinetobacter brisouii
1287,756892,Acinetobacter indicus,species,115,true,NaN,true,ncbi/taxonomy/756892,true,1287 Acinetobacter indicus
1316,134533,Acinetobacter parvus,species,115,true,NaN,true,ncbi/taxonomy/134533,true,1316 Acinetobacter parvus
1317,134534,Acinetobacter gyllenbergii,species,115,true,NaN,true,ncbi/taxonomy/134534,true,1317 Acinetobacter gyllenbergii
1334,28090,Acinetobacter lwoffii,species,115,true,NaN,true,ncbi/taxonomy/28090,true,1334 Acinetobacter lwoffii
1419,487316,Acinetobacter soli,species,115,true,NaN,true,ncbi/taxonomy/487316,true,1419 Acinetobacter soli
1524,29430,Acinetobacter haemolyticus,species,115,true,NaN,true,ncbi/taxonomy/29430,true,1524 Acinetobacter haemolyticus
1702,202950,Acinetobacter baylyi,species,115,true,NaN,true,ncbi/taxonomy/202950,true,1702 Acinetobacter baylyi
1703,202951,Acinetobacter bouvetii,species,115,true,NaN,true,ncbi/taxonomy/202951,true,1703 Acinetobacter bouvetii
1704,202952,Acinetobacter gerneri,species,115,true,NaN,true,ncbi/taxonomy/202952,true,1704 Acinetobacter gerneri
1705,202954,Acinetobacter tandoii,species,115,true,NaN,true,ncbi/taxonomy/202954,true,1705 Acinetobacter tandoii
1706,202955,Acinetobacter tjernbergiae,species,115,true,NaN,true,ncbi/taxonomy/202955,true,1706 Acinetobacter tjernbergiae
1707,202956,Acinetobacter towneri,species,115,true,NaN,true,ncbi/taxonomy/202956,true,1707 Acinetobacter towneri
1818,48296,Acinetobacter pittii,species,115,true,NaN,true,ncbi/taxonomy/48296,true,1818 Acinetobacter pittii
1831,40214,Acinetobacter johnsonii,species,115,true,NaN,true,ncbi/taxonomy/40214,true,1831 Acinetobacter johnsonii
1832,40215,Acinetobacter junii,species,115,true,NaN,true,ncbi/taxonomy/40215,true,1832 Acinetobacter junii
1833,40216,Acinetobacter radioresistens,species,115,true,NaN,true,ncbi/taxonomy/40216,true,1833 Acinetobacter radioresistens
597,480,Moraxella catarrhalis,species,116,true,NaN,true,ncbi/taxonomy/480,true,597 Moraxella catarrhalis
931,1490,Paraclostridium bifermentans,species,117,true,NaN,true,ncbi/taxonomy/1490,true,931 Paraclostridium bifermentans
513,82135,Fannyhessea vaginae,species,118,true,NaN,true,ncbi/taxonomy/82135,true,513 Fannyhessea vaginae
598,485,Neisseria gonorrhoeae,species,119,true,NaN,true,ncbi/taxonomy/485,true,598 Neisseria gonorrhoeae
599,486,Neisseria lactamica,species,119,true,NaN,true,ncbi/taxonomy/486,true,599 Neisseria lactamica
600,487,Neisseria meningitidis,species,119,true,NaN,true,ncbi/taxonomy/487,true,600 Neisseria meningitidis
601,488,Neisseria mucosa,species,119,true,NaN,true,ncbi/taxonomy/488,true,601 Neisseria mucosa
602,489,Neisseria polysaccharea,species,119,true,NaN,true,ncbi/taxonomy/489,true,602 Neisseria polysaccharea
603,495,Neisseria elongata,species,119,true,NaN,true,ncbi/taxonomy/495,true,603 Neisseria elongata
1335,28091,Neisseria weaveri,species,119,true,NaN,true,ncbi/taxonomy/28091,true,1335 Neisseria weaveri
1262,314344,Mariprofundus ferrooxydans,species,120,true,NaN,true,ncbi/taxonomy/314344,true,1262 Mariprofundus ferrooxydans
935,1505,Paeniclostridium sordellii,species,121,true,NaN,true,ncbi/taxonomy/1505,true,935 Paeniclostridium sordellii
1396,102148,Solobacterium moorei,species,122,true,NaN,true,ncbi/taxonomy/102148,true,1396 Solobacterium moorei
535,33031,Peptoniphilus lacrimalis,species,123,true,NaN,true,ncbi/taxonomy/33031,true,535 Peptoniphilus lacrimalis
1523,54005,Peptoniphilus harei,species,123,true,NaN,true,ncbi/taxonomy/54005,true,1523 Peptoniphilus harei
1526,29432,Psychrobacter phenylpyruvicus,species,124,true,NaN,true,ncbi/taxonomy/29432,true,1526 Psychrobacter phenylpyruvicus
691,459472,Planomicrobium glaciei,species,125,true,NaN,true,ncbi/taxonomy/459472,true,691 Planomicrobium glaciei
727,823,Parabacteroides distasonis,species,126,true,NaN,true,ncbi/taxonomy/823,true,727 Parabacteroides distasonis
785,328812,Parabacteroides goldsteinii,species,126,true,NaN,true,ncbi/taxonomy/328812,true,785 Parabacteroides goldsteinii
